
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending June 12, 2004 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Congenital) cummulative for 2004
Syphilis (Congenital) cummulative for 2003
Tuberculosis cummulative for 2004
Tuberculosis cummulative for 2003
Typhoid Fever cummulative for 2004
Typhoid Fever cummulative for 2003
Varicella (Chicken Pox) cummulative for 2004
Varicella (Chicken Pox) cummulative for 2003

tab delimited data:
test
UNITED STATES	3,019	3,110	131	207	3,720	5,180	104	134	8,184	8,841											
NEW ENGLAND	70	93	1	-	146	169	13	13	395	1,920											
Maine	-	4	-	-	-	10	-	-	44	594											
N.H.	3	12	-	-	7	8	-	1	-	-											
Vt.	-	-	-	-	-	5	-	-	351	412											
Mass.	49	61	-	-	93	75	11	7	-	95											
R.I.	9	8	-	-	11	24	2	2	-	3											
Conn.	9	8	1	-	35	47	-	3	-	816											
MID. ATLANTIC	445	344	26	33	816	928	24	22	31	10											
Upstate N.Y.	41	15	2	3	94	95	2	3	-	-											
N.Y. City	225	191	9	19	435	510	5	12	-	-											
N.J.	73	71	15	11	162	163	9	6	-	-											
Pa.	106	67	-	-	125	160	8	1	31	10											
E.N. CENTRAL	318	428	33	38	448	482	4	16	3,671	3,442											
Ohio	101	91	1	2	73	79	1	-	923	872											
Ind.	23	20	8	7	56	52	-	4	-	-											
Ill.	95	174	2	13	218	227	-	6	-	-											
Mich.	89	132	22	16	72	96	2	6	2,409	2,043											
Wis.	10	11	-	-	29	28	1	-	339	527											
W.N. CENTRAL	60	86	-	3	154	207	2	3	114	29											
Minn.	11	26	-	-	67	72	1	1	-	-											
Iowa	2	7	-	-	15	11	-	1	N	N											
Mo.	30	30	-	3	37	60	1	1	2	-											
N. Dak.	-	-	-	-	3	-	-	-	69	29											
S. Dak.	-	-	-	-	4	13	-	-	43	-											
Nebr.	4	3	-	-	6	9	-	-	-	-											
Kans.	13	20	-	-	22	42	-	-	-	-											
S. ATLANTIC	814	816	16	44	760	939	17	26	1,326	1,215											
Del.	3	8	-	-	-	-	-	-	4	10											
Md.	161	122	2	7	91	88	2	7	-	-											
D.C.	33	25	1	-	-	-	-	-	16	14											
Va.	47	38	1	1	84	93	3	11	344	298											
W. Va.	2	1	-	-	10	10	-	-	750	759											
N.C.	66	72	3	9	92	99	2	4	N	N											
S.C.	46	51	-	4	83	55	-	-	212	134											
Ga.	132	204	-	11	11	225	8	2	-	-											
Fla.	324	295	9	12	389	369	2	2	-	-											
E.S. CENTRAL	169	152	6	7	240	284	4	2	2	-											
Ky.	23	21	-	1	39	50	2	-	-	-											
Tenn.	65	65	1	1	81	85	2	1	-	-											
Ala.	68	55	3	4	87	106	-	1	-	-											
Miss.	13	11	2	1	33	43	-	-	2	-											
W.S. CENTRAL	479	362	20	32	224	846	7	7	1,160	1,935											
Ark.	18	19	-	1	59	44	-	-	-	-											
La.	95	46	-	-	-	-	-	-	34	8											
Okla.	12	20	2	1	62	61	-	-	-	-											
Tex.	354	277	18	30	103	741	7	7	1,126	1,927											
MOUNTAIN	149	141	26	18	154	153	5	4	1,485	290											
Mont.	-	-	-	-	-	-	-	-	-	-											
Idaho	10	4	1	-	-	1	-	-	-	-											
Wyo.	1	-	-	-	1	2	-	-	18	23											
Colo.	9	19	-	3	37	38	1	3	1,110	-											
N. Mex.	25	28	1	4	-	24	-	-	63	-											
Ariz.	94	82	24	11	96	63	2	1	-	-											
Utah	2	2	-	-	20	13	1	-	294	267											
Nev.	8	6	-	-	-	12	1	-	-	-											
PACIFIC	515	688	3	32	778	1,172	28	41	-	-											
Wash.	39	33	-	-	85	106	2	2	-	-											
Oreg.	9	17	-	-	34	44	1	2	-	-											
Calif.	465	631	3	32	597	948	19	37	-	-											
Alaska	-	1	-	-	13	28	-	-	-	-											
Hawaii	2	6	-	-	49	46	6	-	-	-											
Guam	-	1	-	-	-	27	-	-	-	81											
P.R.	54	94	2	8	14	38	-	-	137	257											
V.I.	4	1	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	10	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


