
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending February 18, 2006 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	46	78	182	392	524	25	100	155	384	766	16	37	111	126	156						
NEW ENGLAND	-	8	23	33	62	2	5	12	30	35	-	2	11	5	4						
Conn.	-	1	3	2	9	-	0	5	-	9	-	0	8	1	-						
Maine	-	0	2	1	-	-	0	2	-	-	-	0	1	1	-						
Mass.	-	5	14	21	49	2	4	10	27	23	-	1	5	2	4						
N.H.	-	1	12	5	4	-	0	3	3	2	-	0	1	-	-						
R.I.	-	0	4	1	-	-	0	2	-	-	-	0	7	-	-						
Vt.	-	0	2	3	-	-	0	1	-	1	-	0	3	1	-						
MID. ATLANTIC	3	12	23	22	97	2	13	37	25	142	2	11	53	34	50						
N.J.	-	3	11	-	18	-	5	26	-	76	-	1	12	1	8						
N.Y. (Upstate)	1	2	17	5	8	1	2	10	3	8	1	3	25	10	12						
N.Y. City	-	5	12	9	48	-	2	7	5	21	-	2	20	4	1						
Pa.	2	1	6	8	23	1	4	8	17	37	1	5	17	19	29						
E.N. CENTRAL	3	7	18	31	58	2	10	25	32	77	1	6	23	16	39						
Ill.	-	1	9	-	25	-	2	7	-	23	-	0	2	-	7						
Ind.	-	1	10	2	2	-	0	11	-	1	-	0	5	1	3						
Mich.	-	2	11	17	13	1	3	7	16	28	-	2	6	7	10						
Ohio	3	1	7	11	13	1	2	8	14	22	1	3	19	8	17						
Wis.	-	1	5	1	5	-	0	6	2	3	-	0	2	-	2						
W.N. CENTRAL	-	2	31	13	12	1	5	13	9	31	-	1	12	2	5						
Iowa	-	0	2	-	2	-	0	2	-	1	-	0	1	-	-						
Kans.	-	0	3	8	2	-	0	3	2	4	-	0	1	-	-						
Minn.	-	0	31	-	-	-	0	6	-	-	-	0	10	-	-						
Mo.	-	0	5	3	6	1	3	7	7	19	-	0	3	2	5						
Nebr.	-	0	3	-	2	-	0	2	-	7	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	2	-	-	0	1	-	-	-	0	6	-	-						
S. ATLANTIC	26	13	33	76	65	12	24	52	113	220	10	8	19	40	34						
Del.	-	0	1	1	1	-	1	6	1	7	-	0	4	1	-						
D.C.	-	0	2	1	-	1	0	4	1	-	-	0	2	-	-						
Fla.	4	5	18	26	29	11	9	21	57	71	6	2	6	19	11						
Ga.	1	1	6	5	18	-	2	6	5	47	1	0	3	2	3						
Md.	1	2	6	13	5	-	2	8	22	25	3	2	9	13	11						
N.C.	20	0	18	28	3	-	0	19	19	26	-	0	3	3	5						
S.C.	-	1	3	2	3	-	3	9	6	16	-	0	2	-	-						
Va.	-	1	7	-	6	-	2	12	2	26	-	1	8	2	3						
W. Va.	-	0	2	-	-	-	0	11	-	2	-	0	3	-	1						
E.S. CENTRAL	-	3	16	10	27	-	7	20	23	43	-	1	6	2	2						
Ala.	-	0	6	-	3	-	1	7	8	14	-	0	2	-	2						
Ky.	-	0	3	1	1	-	1	6	6	10	-	0	4	-	-						
Miss.	-	0	2	-	6	-	1	4	3	5	-	0	1	-	-						
Tenn.	-	2	13	9	17	-	2	12	6	14	-	1	4	2	-						
W.S. CENTRAL	1	6	19	8	36	-	12	35	91	65	-	0	4	2	-						
Ark.	-	0	3	-	-	-	1	3	2	11	-	0	1	-	-						
La.	-	1	5	1	11	-	1	5	2	10	-	0	2	2	-						
Okla.	1	0	1	2	1	-	0	5	-	4	-	0	3	-	-						
Tex.	-	4	16	5	24	-	9	33	87	40	-	0	3	-	-						
MOUNTAIN	1	6	21	13	53	-	9	39	13	73	1	2	8	5	10						
Ariz.	-	3	20	-	30	-	5	34	-	48	-	0	3	-	3						
Colo.	1	1	5	7	7	-	1	4	7	8	-	0	3	1	1						
Idaho	-	0	3	1	5	-	0	2	1	3	-	0	2	-	-						
Mont.	-	0	1	-	4	-	0	2	-	-	-	0	1	-	-						
Nev.	-	0	2	2	2	-	1	4	3	4	-	0	2	3	2						
N. Mex.	-	0	3	2	3	-	0	3	1	3	-	0	1	-	1						
Utah	-	0	3	1	2	-	0	5	1	7	1	0	2	1	1						
Wyo.	-	0	0	-	-	-	0	1	-	-	-	0	1	-	2						
PACIFIC	12	15	148	186	114	6	10	49	48	80	2	1	10	20	12						
Alaska	-	0	2	-	1	-	0	1	-	-	-	0	1	-	-						
Calif.	11	13	147	175	92	5	6	34	38	59	2	1	10	20	12						
Hawaii	1	0	2	4	3	-	0	1	-	1	-	0	1	-	-						
Oreg.	-	1	4	3	9	-	2	5	9	19	N	0	0	N	N						
Wash.	-	1	11	4	9	1	0	11	1	1	-	0	0	-	-						
Amer. Samoa	U	0	1	U	-	U	0	0	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	1	6	-	7	-	1	6	-	2	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


