
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 8, 2000 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2000
AIDS § cummulative for 1999
Chlamydia† cummulative for 2000
Chlamydia† cummulative for 1999
Cryptosporidiosis cummulative for 2000
Cryptosporidiosis cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 2000
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 2000
Escherichia coli O157:H7 PHLIS cummulative for 1999

tab delimited data:
test
UNITED STATES	20,482	22,981	294,973	334,806	632	912	1,151	852	676	873											
NEW ENGLAND	1,213	1,109	11,011	10,893	34	46	122	127	104	120											
Maine	16	29	694	566	9	9	7	11	6	-											
N.H.	18	30	511	512	4	5	10	14	9	16											
Vt.	11	6	276	247	13	6	5	15	4	8											
Mass.	776	702	5,128	4,605	6	23	54	58	50	56											
R.I.	49	63	1,211	1,216	2	-	8	6	5	7											
Conn.	343	279	3,191	3,747	-	3	38	23	30	33											
MID. ATLANTIC	4,928	5,893	20,385	35,269	64	193	128	59	67	66											
Upstate N.Y.	572	727	N	N	39	57	103	38	43	5											
N.Y. City	2,620	2,995	5,527	14,943	7	113	7	4	-	-											
N.J.	1,036	1,146	3,553	6,319	7	15	18	17	16	60											
Pa.	700	1,025	11,305	14,007	11	8	N	N	8	1											
E.N. CENTRAL	2,052	1,498	48,339	55,283	137	158	198	162	93	150											
Ohio	306	246	12,299	14,147	23	20	42	54	25	48											
Ind.	191	189	6,086	6,163	12	9	35	19	23	20											
Ill.	1,198	677	13,112	16,539	7	31	55	61	-	39											
Mich.	255	307	12,130	11,264	28	22	40	28	26	19											
Wis.	102	79	4,712	7,170	67	76	26	N	19	24											
W.N. CENTRAL	480	502	17,057	19,494	57	54	182	145	125	184											
Minn.	87	82	3,282	3,912	11	13	52	36	49	60											
Iowa	52	52	2,101	2,274	17	12	38	27	10	15											
Mo.	223	231	6,331	7,097	10	10	48	14	41	24											
N. Dak.	1	4	282	459	5	4	8	3	8	5											
S. Dak.	4	11	865	821	5	3	10	5	3	17											
Nebr.	31	37	1,548	1,720	7	11	15	48	9	61											
Kans.	82	85	2,648	3,211	2	1	11	12	5	2											
S. ATLANTIC	5,443	6,282	62,427	71,896	123	165	98	99	51	86											
Del.	94	80	1,480	1,417	4	-	-	4	-	-											
Md.	602	720	6,384	6,571	7	7	12	7	1	-											
D.C.	388	239	1,731	N	7	7	-	-	U	U											
Va.	385	335	7,782	7,707	4	10	20	28	15	29											
W. Va.	33	31	753	916	3	-	7	4	3	2											
N.C.	334	394	11,454	11,724	11	4	19	22	11	27											
S.C.	434	579	4,880	9,166	-	-	6	12	2	9											
Ga.	607	957	11,830	18,357	61	86	13	7	10	U											
Fla.	2,566	2,947	16,133	16,038	26	51	21	15	9	19											
E.S. CENTRAL	1,005	1,028	23,692	22,598	25	12	50	59	26	45											
Ky.	114	151	4,167	3,985	1	4	18	14	12	11											
Tenn.	407	402	7,319	7,109	7	4	20	25	12	18											
Ala.	262	255	7,432	5,346	10	2	5	14	-	14											
Miss.	222	220	4,774	6,158	7	2	7	6	2	2											
W.S. CENTRAL	1,868	2,475	44,100	45,747	28	40	68	43	59	53											
Ark.	103	90	2,717	3,082	1	-	33	5	3	5											
La.	336	464	9,808	7,279	8	21	4	5	18	7											
Okla.	156	71	4,019	4,105	4	2	9	7	7	6											
Tex.	1,273	1,850	27,556	31,281	15	17	22	26	31	35											
MOUNTAIN	755	852	18,904	18,079	42	41	130	67	70	60											
Mont.	9	4	803	654	8	7	15	4	-	-											
Idaho	13	12	966	869	3	3	14	2	-	6											
Wyo.	6	3	377	382	3	-	7	3	2	5											
Colo.	157	171	5,582	4,186	12	4	55	25	30	15											
N. Mex.	86	46	2,345	2,731	2	17	5	4	3	2											
Ariz.	244	422	5,851	6,570	3	7	25	11	18	7											
Utah	67	80	1,240	1,092	9	N	7	15	17	19											
Nev.	173	114	1,740	1,595	2	3	2	3	-	6											
PACIFIC	2,738	3,342	49,058	55,547	122	203	175	91	81	109											
Wash.	285	185	6,645	6,124	N	N	55	31	43	40											
Oreg.	89	87	2,626	3,251	8	76	29	22	31	22											
Calif.	2,275	3,011	37,476	43,589	114	127	82	33	-	42											
Alaska	10	13	1,182	946	-	-	2	-	-	-											
Hawaii	79	46	1,129	1,637	-	-	7	5	7	5											
Guam	13	5	-	233	-	-	N	N	U	U											
P.R.	518	737	298	U	-	-	4	5	U	U											
V.I.	21	15	-	U	-	U	-	U	U	U											
Amer. Samoa	-	-	-	U	-	U	-	U	U	U											
C.N.M.I.	-	-	-	U	-	U	-	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


