
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 20, 2013 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2013
Shigellosis cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012

tab delimited data:
test
UNITED STATES	81	264	405	1,847	3,455	-	3	13	19	36	2	54	229	94	376						
NEW ENGLAND	1	4	13	46	31	-	0	1	-	-	-	0	3	-	3						
Conn.	-	1	3	10	9	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	2	1	1	-	0	0	-	-	-	0	1	-	1						
Mass.	-	2	10	28	21	-	0	0	-	-	-	0	3	-	-						
N.H.	-	0	1	2	-	-	0	0	-	-	-	0	1	-	-						
R.I.	1	0	5	3	-	-	0	0	-	-	-	0	3	-	2						
Vt.	-	0	1	2	-	-	0	1	-	-	-	0	0	-	-						
MID. ATLANTIC	5	31	73	192	875	-	0	2	1	6	1	1	5	7	21						
N.J.	-	3	30	16	477	-	0	0	-	-	-	0	1	-	-						
N.Y. (Upstate)	4	12	37	70	143	-	0	1	-	1	1	0	3	2	2						
N.Y. City	-	8	20	86	211	-	0	0	-	-	-	0	3	3	6						
Pa.	1	2	7	20	44	-	0	2	1	5	-	0	4	2	13						
E.N. CENTRAL	24	40	116	516	369	-	0	2	-	1	-	3	18	8	26						
Ill.	-	5	17	25	46	-	0	1	-	-	-	1	12	2	12						
Ind.	-	1	17	17	23	-	0	1	-	1	-	1	5	5	6						
Mich.	-	4	14	57	77	-	0	1	-	-	-	0	1	-	-						
Ohio	24	28	103	404	206	-	0	0	-	-	-	0	3	1	4						
Wis.	-	2	18	13	17	-	0	0	-	-	-	0	3	-	4						
W.N. CENTRAL	-	8	32	55	90	-	0	6	-	2	-	4	33	1	67						
Iowa	-	2	11	15	4	-	0	0	-	-	-	0	1	1	3						
Kans.	-	1	6	8	51	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	7	14	30	-	0	5	-	2	-	4	33	-	63						
Nebr.	-	2	22	13	4	-	0	1	-	-	-	0	1	-	1						
N. Dak.	-	0	1	3	1	-	0	1	-	-	-	0	0	-	-						
S. Dak.	-	0	3	2	-	-	0	0	-	-	-	0	1	-	-						
S. ATLANTIC	13	51	98	346	814	-	2	8	18	21	1	14	145	40	77						
Del.	-	0	4	2	1	-	0	0	-	-	-	0	2	3	7						
D.C.	-	0	3	-	9	-	0	0	-	-	-	0	1	-	-						
Fla.	11	26	66	114	465	-	0	1	1	-	-	0	3	2	6						
Ga.	2	12	21	129	198	-	1	8	16	17	-	0	0	-	-						
Md.	-	3	14	23	73	-	0	0	-	-	-	0	2	5	2						
N.C.	-	2	10	37	35	-	0	4	-	-	-	1	133	7	18						
S.C.	-	1	5	25	7	-	0	1	1	2	-	1	6	5	5						
Va.	-	1	6	15	24	-	0	1	-	2	1	5	36	18	39						
W. Va.	-	0	3	1	2	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	2	20	41	137	407	-	0	2	-	-	-	11	56	29	76						
Ala.	-	5	20	54	105	-	0	1	-	-	-	2	13	6	16						
Ky.	-	5	21	20	161	-	0	1	-	-	-	0	7	4	3						
Miss.	-	4	13	41	88	-	0	2	-	-	-	0	3	-	1						
Tenn.	2	3	9	22	53	-	0	1	-	-	-	10	49	19	56						
W.S. CENTRAL	26	48	133	350	610	-	0	3	-	1	-	10	73	8	81						
Ark.	7	2	7	41	16	-	0	3	-	1	-	8	64	7	41						
La.	-	3	10	40	60	-	0	0	-	-	-	0	2	-	1						
