
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 19, 2003 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	8,129	10,083	226,916	242,525	1,124	1,190	488	633	-	-											
NEW ENGLAND	277	314	8,048	8,170	-	-	31	27	-	-											
Maine	-	1	249	432	N	N	2	-	-	-											
N.H.	5	8	467	504	-	-	2	6	-	-											
Vt.	5	5	327	236	-	-	6	5	-	-											
Mass.	49	173	3,300	3,195	-	-	14	8	-	-											
R.I.	30	34	980	820	-	-	5	5	-	-											
Conn.	188	93	2,725	2,983	N	N	2	3	-	-											
MID. ATLANTIC	1,909	2,082	20,730	26,623	-	-	58	94	-	-											
Upstate N.Y.	93	145	5,364	4,369	N	N	19	17	-	-											
N.Y. City	1,108	1,281	5,527	9,082	-	-	16	40	-	-											
N.J.	230	391	3,222	3,972	-	-	3	6	-	-											
Pa.	478	265	6,617	9,200	N	N	20	31	-	-											
E.N. CENTRAL	708	963	37,936	42,826	2	7	93	193	-	-											
Ohio	111	191	7,584	11,831	-	-	19	43	-	-											
Ind.	121	133	4,719	5,044	N	N	7	17	-	-											
Ill.	271	475	11,685	11,602	-	1	10	36	-	-											
Mich.	168	116	9,632	9,246	2	6	24	37	-	-											
Wis.	37	48	4,316	5,103	-	-	33	60	-	-											
W.N. CENTRAL	148	144	13,984	13,437	-	-	49	58	-	-											
Minn.	23	27	2,773	3,182	N	N	30	20	-	-											
Iowa	20	32	1,243	1,379	N	N	7	5	-	-											
Mo.	77	46	5,249	4,404	-	-	2	10	-	-											
N. Dak.	-	-	396	361	N	N	2	5	-	-											
S. Dak.	3	2	751	659	-	-	6	3	-	-											
Nebr.	8	16	1,377	1,192	-	-	2	12	-	-											
Kans.	17	21	2,195	2,260	N	N	-	3	-	-											
S. ATLANTIC	2,216	3,477	45,406	45,677	1	1	89	95	-	-											
Del.	30	57	953	831	N	N	1	1	-	-											
Md.	47	419	5,080	4,664	1	1	7	3	-	-											
D.C.	163	152	741	1,025	-	-	-	3	-	-											
Va.	216	229	5,218	5,035	-	-	9	1	-	-											
W. Va.	5	19	770	732	N	N	-	1	-	-											
N.C.	211	260	7,224	6,746	N	N	10	16	-	-											
S.C.	160	253	4,206	4,219	-	-	1	2	-	-											
Ga.	220	649	9,236	9,872	-	-	39	32	-	-											
Fla.	1,164	1,439	11,978	12,553	N	N	22	36	-	-											
E.S. CENTRAL	339	404	15,967	16,338	N	N	33	37	-	-											
Ky.	10	46	2,584	2,750	N	N	7	1	-	-											
Tenn.	170	185	5,591	5,004	N	N	7	20	-	-											
Ala.	73	85	4,014	5,216	-	-	16	13	-	-											
Miss.	86	88	3,778	3,368	N	N	3	3	-	-											
W.S. CENTRAL	1,005	1,047	29,838	33,034	-	-	15	11	-	-											
Ark.	34	58	1,836	2,155	-	-	1	3	-	-											
La.	133	258	4,527	5,493	N	N	-	2	-	-											
Okla.	49	48	2,436	3,145	N	N	3	2	-	-											
Tex.	789	683	21,039	22,241	-	-	11	4	-	-											
MOUNTAIN	351	313	12,480	15,397	816	789	27	36	-	-											
Mont.	6	4	410	642	N	N	3	3	-	-											
Idaho	-	6	806	666	N	N	6	10	-	-											
Wyo.	1	3	319	266	-	-	1	5	-	-											
Colo.	76	63	2,381	4,371	N	N	5	7	-	-											
N. Mex.	27	11	818	2,438	-	4	-	3	-	-											
Ariz.	168	133	4,772	4,570	803	771	3	4	-	-											
Utah	42	18	1,276	563	2	4	7	1	-	-											
Nev.	31	75	1,698	1,881	11	10	2	3	-	-											
PACIFIC	1,176	1,339	42,527	41,023	305	393	93	82	-	-											
Wash.	89	141	4,736	4,394	N	N	-	-	-	-											
Oreg.	50	127	2,369	2,053	-	-	9	11	-	-											
Calif.	1,026	1,053	33,143	32,209	305	393	84	70	-	-											
Alaska	8	2	1,068	1,080	-	-	-	-	-	-											
Hawaii	3	16	1,211	1,287	-	-	-	1	-	-											
Guam	1	-	-	-	-	-	-	-	-	-											
P.R.	58	273	346	13	N	N	N	N	-	-											
V.I.	2	51	-	63	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


