
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending October 6, 2007 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2007
Salmonellosis cummulative for 2006
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2007
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2007
Shigellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	595	843	2,338	31,204	33,495	79	79	336	3,151	3,158	249	335	1,287	11,708	10,111						
NEW ENGLAND	16	29	357	1,484	1,895	1	3	82	212	247	-	3	34	149	239						
Conn.	-	0	342	342	503	-	0	77	77	75	-	0	31	31	67						
Maine	1	3	14	100	103	1	1	4	33	35	-	0	5	14	4						
Mass.	-	19	49	775	982	-	1	10	74	87	-	2	8	91	147						
N.H.	-	3	10	130	179	-	0	3	14	24	-	0	2	5	4						
R.I.	14	1	20	75	73	-	0	2	6	8	-	0	3	5	11						
Vt.	1	1	5	62	55	-	0	1	8	18	-	0	1	3	6						
MID. ATLANTIC	7	100	176	3,831	4,254	-	8	63	300	377	2	11	47	534	750						
N.J.	-	11	29	288	913	-	1	20	22	96	-	2	9	89	269						
N.Y. (Upstate)	-	29	112	1,106	985	-	3	15	149	133	-	3	42	109	190						
N.Y. City	7	24	50	1,067	1,018	-	0	4	27	40	2	5	10	200	219						
Pa.	-	32	69	1,370	1,338	-	3	47	102	108	-	1	21	136	72						
E.N. CENTRAL	47	104	208	4,305	4,498	9	9	28	429	564	35	32	125	1,664	1,076						
Ill.	-	30	142	1,281	1,262	-	1	6	37	94	1	10	32	356	499						
Ind.	11	15	54	559	722	4	1	9	65	72	1	2	11	83	118						
Mich.	6	17	34	695	808	-	1	6	66	73	-	1	7	52	129						
Ohio	27	26	65	1,062	978	4	3	11	134	150	33	8	104	987	130						
Wis.	3	16	50	708	728	1	3	8	127	175	-	4	13	186	200						
W.N. CENTRAL	42	49	101	2,094	2,085	17	11	45	575	550	23	37	156	1,486	1,329						
Iowa	2	8	19	357	371	-	2	38	136	110	-	2	14	69	90						
Kans.	-	7	20	289	292	-	0	4	39	21	-	0	7	20	120						
Minn.	12	13	44	521	535	7	4	17	189	167	7	5	24	185	124						
Mo.	17	15	26	570	589	8	2	12	109	140	15	18	72	1,081	567						
Nebr.	9	4	12	196	158	2	1	6	66	68	1	0	7	19	112						
N. Dak.	2	0	23	34	21	-	0	12	1	4	-	0	127	5	56						
S. Dak.	-	3	11	127	119	-	0	5	35	40	-	1	30	107	260						
S. ATLANTIC	261	222	421	8,483	8,561	15	15	37	533	481	69	88	174	3,534	2,289						
Del.	-	2	10	117	129	-	0	3	13	7	-	0	2	9	8						
