
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 28, 1998 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	10,971	11,590	107,668	100,694	177	59	66,930	63,321	711	631											
NEW ENGLAND	316	259	4,279	4,135	24	10	1,172	1,406	8	16											
Maine	4	16	216	204	1	-	13	8	-	-											
N.H.	13	2	212	189	5	2	26	41	-	2											
Vt.	8	10	66	98	-	-	1	14	-	-											
Mass.	98	122	1,934	1,731	10	8	502	551	8	14											
R.I.	32	29	577	487	3	-	74	127	-	-											
Conn.	161	80	1,274	1,426	5	-	556	665	-	-											
MID. ATLANTIC	3,365	3,616	13,487	12,887	13	1	7,934	8,071	82	59											
Upstate N.Y.	425	541	N	N	10	-	1,005	1,208	75	42											
N.Y. City	1,936	1,785	7,594	6,921	-	1	3,534	3,373	-	-											
N.J.	521	856	1,725	2,432	3	-	1,398	1,679	-	-											
Pa.	483	434	4,168	3,534	N	-	1,997	1,811	7	17											
E.N. CENTRAL	791	727	19,575	16,375	29	7	14,025	10,024	103	159											
Ohio	149	167	5,614	5,111	9	-	3,438	3,308	5	5											
Ind.	83	87	2,337	2,028	6	3	1,531	1,409	2	1											
Ill.	374	250	4,945	2,557	10	-	4,262	1,360	5	22											
Mich.	142	178	5,392	4,113	4	-	4,294	2,903	91	131											
Wis.	43	45	1,287	2,566	N	4	500	1,044	-	-											
W.N. CENTRAL	202	264	7,188	7,203	20	8	3,039	2,968	81	34											
Minn.	32	38	1,341	1,709	6	4	471	554	-	-											
Iowa	9	45	874	1,174	2	-	239	295	7	7											
Mo.	101	140	2,702	2,556	4	3	1,527	1,502	72	21											
N. Dak.	3	2	163	219	1	1	15	15	-	2											
S. Dak.	7	2	392	234	-	-	68	29	-	-											
Nebr.	15	20	573	303	3	-	197	98	-	-											
Kans.	35	17	1,143	1,008	4	-	522	475	2	4											
S. ATLANTIC	3,013	3,064	22,877	19,193	22	8	19,067	19,581	39	45											
Del.	40	38	563	-	-	1	334	248	-	-											
Md.	333	316	1,740	1,537	9	4	1,981	2,915	4	5											
D.C.	196	192	N	N	-	-	813	1,038	-	-											
Va.	175	246	2,686	2,693	N	3	1,789	2,059	1	4											
W. Va.	19	17	634	761	N	-	169	236	2	1											
N.C.	217	153	5,097	4,163	6	-	4,397	3,752	7	17											
S.C.	164	156	4,026	2,940	1	-	2,607	2,761	-	12											
Ga.	369	373	4,420	1,696	2	-	4,005	2,764	8	-											
Fla.	1,500	1,573	3,711	5,403	4	-	2,972	3,808	17	6											
E.S. CENTRAL	384	360	7,781	7,579	12	3	7,470	7,828	24	70											
Ky.	63	32	1,449	1,470	2	-	850	1,006	-	2											
Tenn.	143	177	3,015	2,793	7	3	2,607	2,414	21	34											
Ala.	118	89	2,384	1,827	3	-	2,967	2,593	3	4											
Miss.	60	62	933	1,489	-	-	1,046	1,815	-	30											
W.S. CENTRAL	1,369	994	15,064	10,060	2	-	9,559	7,197	9	52											
Ark.	52	57	831	606	1	-	1,075	1,025	-	1											
La.	212	205	2,813	1,475	-	-	2,442	1,481	-	37											
Okla.	71	47	2,183	1,532	1	-	1,174	1,068	-	1											
Tex.	1,034	685	9,237	6,447	-	-	4,868	3,623	9	13											
MOUNTAIN	354	384	4,262	5,359	15	8	1,615	1,758	181	73											
Mont.	10	12	211	158	1	-	11	11	4	3											
Idaho	8	4	431	369	2	-	36	25	55	13											
Wyo.	1	9	180	110	-	-	10	14	81	24											
Colo.	65	127	-	693	2	1	603	471	8	12											
N. Mex.	55	26	951	960	4	3	176	318	14	12											
Ariz.	128	71	2,043	2,110	N	2	696	700	-	5											
Utah	35	23	306	308	4	-	35	36	9	1											
Nev.	52	112	140	651	2	2	48	183	10	3											
PACIFIC	1,177	1,922	13,155	17,903	40	14	3,049	4,488	184	123											
Wash.	78	173	2,518	2,128	10	3	438	502	5	5											
Oreg.	40	74	677	1,102	9	7	115	159	2	1											
Calif.	1,036	1,649	9,121	14,014	21	3	2,345	3,612	142	74											
Alaska	-	16	458	306	-	-	70	118	1	-											
Hawaii	23	10	381	353	N	1	81	97	34	43											
Guam	-	-	8	94	N	-	2	10	-	-											
P.R.	272	264	U	U	1	U	81	142	1	17											
V.I.	13	11	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	7	8	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


