
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending May 4, 2002 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2001
Hepatitis (Viral), Type A cummulative for 2002
Hepatitis (Viral), Type A cummulative for 2001
Hepatitis (Viral), Type B cummulative for 2002
Hepatitis (Viral), Type B cummulative for 2001
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2002
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2001

tab delimited data:
test
UNITED STATES	99	110	6	11	2,936	3,626	2,038	2,491	689	1,736											
NEW ENGLAND	5	5	-	-	134	155	65	44	13	21											
Maine	-	-	-	-	4	3	1	3	-	-											
N.H.	-	-	-	-	7	4	5	6	-	-											
Vt.	-	-	-	-	-	3	2	3	6	5											
Mass.	3	4	-	-	65	55	35	8	7	16											
R.I.	-	-	-	-	18	6	10	8	-	-											
Conn.	2	1	-	-	40	84	12	16	-	-											
MID. ATLANTIC	15	14	1	-	388	478	497	517	222	798											
Upstate N.Y.	7	2	-	-	68	82	45	38	19	11											
N.Y. City	5	4	-	-	173	141	301	222	-	-											
N.J.	2	4	-	-	38	193	76	155	197	761											
Pa.	1	4	1	-	109	62	75	102	6	26											
E.N. CENTRAL	11	19	-	1	381	406	288	221	37	88											
Ohio	5	3	-	-	123	93	32	45	5	5											
Ind.	5	4	-	1	21	30	9	7	-	-											
Ill.	-	8	-	-	107	123	21	-	4	6											
Mich.	-	-	-	-	90	130	226	167	28	77											
Wis.	1	4	-	-	40	30	-	2	-	-											
W.N. CENTRAL	2	1	2	2	130	142	79	85	213	471											
Minn.	2	1	1	-	19	12	2	9	-	-											
Iowa	-	-	-	-	30	14	9	6	1	-											
Mo.	-	-	1	2	25	28	47	51	204	467											
N. Dak.	-	-	-	-	1	-	1	-	-	-											
S. Dak.	-	-	-	-	3	1	-	1	-	-											
Nebr.	-	-	-	-	5	20	12	8	8	1											
Kans.	-	-	-	-	47	67	8	10	-	3											
S. ATLANTIC	25	31	-	4	930	709	549	566	55	30											
Del.	-	-	-	-	7	3	4	6	3	1											
Md.	1	4	-	-	112	84	46	48	8	3											
D.C.	-	-	-	-	33	16	9	3	-	-											
Va.	2	4	-	-	30	49	65	47	1	-											
W. Va.	-	-	-	-	9	2	11	10	1	4											
N.C.	2	1	-	4	105	43	77	83	8	7											
S.C.	1	1	-	-	26	22	31	5	3	3											
Ga.	13	13	-	-	212	309	185	237	10	1											
Fla.	6	8	-	-	396	181	121	127	21	11											
E.S. CENTRAL	4	6	-	1	54	111	56	138	65	91											
Ky.	-	-	-	-	23	17	13	19	2	4											
Tenn.	2	2	-	-	-	47	-	45	15	25											
Ala.	2	3	-	1	12	40	21	39	2	1											
Miss.	-	1	-	-	19	7	22	35	46	61											
W.S. CENTRAL	5	4	-	-	34	659	106	287	6	168											
Ark.	-	-	-	-	11	18	26	36	-	3											
La.	-	-	-	-	10	40	9	39	6	82											
Okla.	5	4	-	-	12	62	1	39	-	2											
Tex.	-	-	-	-	1	539	70	173	-	81											
MOUNTAIN	18	8	2	1	211	256	142	186	26	26											
Mont.	-	-	-	-	7	4	3	1	-	-											
Idaho	-	-	-	-	-	26	-	6	-	1											
Wyo.	-	-	-	-	3	1	7	-	4	4											
Colo.	2	-	-	-	38	27	36	40	15	5											
N. Mex.	4	5	-	1	6	8	16	51	-	9											
Ariz.	8	3	1	-	112	133	48	61	-	4											
Utah	3	-	-	-	21	24	13	11	-	-											
Nev.	1	-	1	-	24	33	19	16	7	3											
PACIFIC	14	22	1	2	674	710	256	447	52	43											
Wash.	1	-	-	1	54	25	20	36	6	11											
Oreg.	4	3	-	-	37	47	47	58	7	6											
Calif.	6	18	1	1	576	621	184	341	39	26											
Alaska	1	-	-	-	7	10	3	3	-	-											
Hawaii	2	1	-	-	-	7	2	9	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	25	47	15	74	-	1											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	22	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


