
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending December 25, 2010 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2010
Giardiasis cummulative for 2009
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2010
Gonorrhea cummulative for 2009
Haemophilus influenzae, invasive, All ages, all serotypes † current week
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2010
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2009

tab delimited data:
test
UNITED STATES	153	329	666	17,350	18,733	1,750	5,557	6,383	275,993	295,603	15	59	171	2,841	2,851						
NEW ENGLAND	2	32	54	1,550	1,724	89	100	196	5,290	4,974	1	3	21	184	195						
Conn.	-	5	13	272	288	-	39	169	2,214	2,436	-	0	15	44	49						
Maine	-	5	12	226	217	-	3	11	136	139	-	0	2	13	19						
Mass.	-	13	24	670	735	88	48	81	2,459	1,921	-	2	5	89	98						
N.H.	-	3	8	140	195	1	3	7	153	109	-	0	2	12	13						
R.I.	-	1	7	60	71	-	5	14	271	319	1	0	2	12	11						
Vt.	2	4	10	182	218	-	0	17	57	50	-	0	3	14	5						
MID. ATLANTIC	29	61	106	3,128	3,417	247	683	1,162	34,968	30,963	2	11	34	560	567						
N.J.	-	6	18	331	426	-	111	175	5,615	4,689	-	2	7	87	125						
N.Y. (Upstate)	18	22	84	1,157	1,335	123	108	422	5,712	5,689	-	3	20	154	152						
N.Y. City	-	17	33	883	822	-	228	528	11,058	10,706	-	2	6	107	76						
Pa.	11	15	27	757	834	124	252	366	12,583	9,879	2	4	9	212	214						
E.N. CENTRAL	20	54	83	2,771	2,875	234	941	1,231	47,461	61,932	2	10	20	478	453						
Ill.	-	12	26	545	605	-	186	273	8,789	19,726	-	3	9	151	173						
Ind.	-	4	14	207	304	-	98	222	5,294	6,747	-	1	6	79	83						
Mich.	1	13	25	671	661	177	251	471	13,228	14,542	-	0	3	34	24						
Ohio	17	17	29	862	798	28	318	381	15,421	15,789	2	2	6	120	99						
Wis.	2	8	32	486	507	29	94	155	4,729	5,128	-	2	5	94	74						
W.N. CENTRAL	8	24	165	1,368	1,806	52	283	348	14,119	14,620	-	3	24	164	168						
Iowa	2	5	11	274	289	2	33	57	1,738	1,632	-	0	1	1	-						
Kans.	2	4	10	206	160	7	37	62	1,970	2,483	-	0	2	17	14						
Minn.	-	0	135	136	539	-	37	62	1,871	2,276	-	0	17	25	62						
Mo.	-	8	26	423	513	39	140	181	6,905	6,391	-	2	6	83	62						
Nebr.	4	4	9	218	169	4	22	48	1,113	1,354	-	0	3	26	24						
N. Dak.	-	0	7	32	25	-	2	8	106	147	-	0	4	12	6						
S. Dak.	-	1	7	79	111	-	7	19	416	337	-	0	0	-	-						
S. ATLANTIC	29	71	143	3,566	3,631	604	1,339	1,792	68,577	73,770	7	14	26	738	773						
Del.	-	0	5	31	28	29	18	48	986	950	-	0	1	5	5						
D.C.	-	1	5	39	72	-	33	66	1,705	2,549	-	0	1	5	6						
Fla.	22	41	87	2,093	1,894	142	391	492	19,722	20,574	1	3	9	186	218						
Ga.	-	7	51	485	736	59	208	392	10,560	13,331	3	3	9	170	158						
Md.	2	5	11	259	274	50	132	215	6,598	6,251	2	1	5	68	90						
N.C.	N	0	0	N	N	239	239	596	13,196	13,714	-	2	9	119	103						
S.C.	-	2	9	137	106	-	153	265	7,897	8,236	1	2	7	76	77						
Va.	4	9	36	474	467	75	152	223	7,350	7,692	-	2	4	79	87						
W. Va.	1	0	6	48	54	10	10	26	563	473	-	0	5	30	29						
E.S. CENTRAL	1	5	14	272	422	155	465	697	23,041	26,226	1	3	12	172	171						
Ala.	1	4	11	215	200	-	147	217	7,233	7,385	-	0	3	29	41						
Ky.	N	0	0	N	N	21	71	142	3,556	3,817	-	1	3	35	21						
Miss.	N	0	0	N	N	134	110	216	5,462	7,197	-	0	2	14	8						
Tenn.	-	1	9	57	222	-	137	194	6,790	7,827	1	2	10	94	101						
W.S. CENTRAL	1	8	14	363	516	85	835	1,298	42,674	46,264	1	2	20	129	128						
Ark.	-	2	7	129	150	78	77	133	3,835	4,411	1	0	3	17	21						
La.	1	3	8	171	202	-	93	351	4,812	8,874	-	0	4	24	23						
Okla.	-	1	7	63	164	7	76	359	4,154	4,350	-	2	15	80	78						
Tex.	N	0	0	N	N	-	601	959	29,873	28,629	-	0	1	8	6						
MOUNTAIN	8	30	51	1,590	1,623	69	176	244	8,688	9,242	1	5	15	284	246						
Ariz.	2	3	8	154	196	19	61	109	2,961	3,141	-	2	10	103	80						
Colo.	4	13	27	672	493	48	54	95	2,644	2,754	-	1	5	80	69						
Idaho	1	4	9	206	205	-	2	14	138	106	-	0	2	18	5						
Mont.	-	2	7	102	132	-	2	6	98	76	-	0	1	2	1						
Nev.	1	1	11	99	108	-	29	94	1,523	1,714	-	0	2	10	19						
N. Mex.	-	2	5	98	112	-	21	41	1,005	1,041	1	1	5	43	34						
Utah	-	4	11	222	306	-	5	15	282	336	-	0	4	22	35						
Wyo.	-	1	5	37	71	2	0	4	37	74	-	0	2	6	3						
PACIFIC	55	53	133	2,742	2,719	215	609	815	31,175	27,612	-	2	21	132	150						
Alaska	-	2	6	93	110	-	24	37	1,164	974	-	0	2	23	21						
Calif.	37	33	57	1,691	1,788	189	497	691	25,587	22,705	-	0	18	24	41						
