
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending February 23, 2002 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	1	1	1,546	40,679	51,558	210	246	1	3												
NEW ENGLAND	-	-	159	1,061	941	14	9	-	1												
Maine	-	-	25	13	25	1	-	-	-												
N.H.	-	-	10	14	17	2	-	-	-												
Vt.	-	-	16	13	14	2	-	-	-												
Mass.	-	-	60	570	402	8	9	-	1												
R.I.	-	-	18	142	123	-	-	-	-												
Conn.	-	-	30	309	360	1	-	-	-												
MID. ATLANTIC	-	-	262	3,328	4,813	32	42	-	-												
Upstate N.Y.	-	-	60	501	753	16	8	-	-												
N.Y. City	-	-	121	1,784	1,811	11	13	-	-												
N.J.	-	-	-	225	620	2	16	-	-												
Pa.	-	-	81	818	1,629	3	5	-	-												
E.N. CENTRAL	1	-	330	7,493	10,813	29	44	-	-												
Ohio	1	-	132	1,640	3,196	21	16	-	-												
Ind.	-	-	-	946	981	6	5	-	-												
Ill.	-	-	38	2,078	3,302	-	15	-	-												
Mich.	-	-	115	2,411	2,380	1	3	-	-												
Wis.	-	-	45	418	954	1	5	-	-												
W.N. CENTRAL	-	-	162	1,851	2,552	3	3	-	-												
Minn.	-	-	58	347	427	-	-	-	-												
Iowa	-	-	40	134	134	1	-	-	-												
Mo.	-	-	38	977	1,291	2	3	-	-												
N. Dak.	-	-	-	-	4	-	-	-	-												
S. Dak.	-	-	9	40	32	-	-	-	-												
Nebr.	-	-	-	-	212	-	-	-	-												
Kans.	-	-	17	353	452	-	-	-	-												
S. ATLANTIC	-	-	295	11,442	13,379	61	79	-	1												
Del.	-	-	10	269	251	-	-	-	-												
Md.	-	-	18	1,202	1,287	16	17	-	-												
D.C.	-	-	8	403	472	-	-	-	-												
Va.	-	-	10	1,390	1,416	2	5	-	-												
W. Va.	-	-	2	142	60	-	3	-	1												
N.C.	-	-	-	2,496	2,041	7	14	-	-												
S.C.	-	-	1	1,224	2,864	-	1	-	-												
Ga.	-	-	110	1,715	2,451	23	19	-	-												
Fla.	-	-	136	2,601	2,537	13	20	-	-												
E.S. CENTRAL	-	1	38	4,188	5,038	5	9	1	-												
Ky.	-	1	-	478	566	-	-	-	-												
Tenn.	-	-	12	1,461	1,623	3	4	-	-												
Ala.	-	-	26	1,597	1,605	2	4	1	-												
Miss.	-	-	-	652	1,244	-	1	-	-												
W.S. CENTRAL	-	-	9	6,845	8,315	10	3	-	-												
Ark.	-	-	9	253	938	-	-	-	-												
La.	-	-	-	1,833	1,893	-	1	-	-												
Okla.	-	-	-	570	784	10	2	-	-												
Tex.	-	-	-	4,189	4,700	-	-	-	-												
MOUNTAIN	-	-	147	1,374	1,498	32	39	-	-												
Mont.	-	-	6	25	10	-	-	-	-												
Idaho	-	-	3	16	17	-	1	-	-												
Wyo.	-	-	1	9	12	-	-	-	-												
Colo.	-	-	59	504	551	7	8	-	-												
N. Mex.	-	-	10	146	153	8	7	-	-												
Ariz.	-	-	12	354	474	13	22	-	-												
Utah	-	-	31	69	9	3	-	-	-												
Nev.	-	-	25	251	272	1	1	-	-												
PACIFIC	-	-	144	3,097	4,209	24	18	-	1												
Wash.	-	-	30	466	484	-	-	-	-												
Oreg.	-	-	83	-	172	19	-	-	-												
Calif.	-	-	-	2,465	3,402	-	13	-	1												
Alaska	-	-	13	107	42	-	1	-	-												
Hawaii	-	-	18	59	109	5	4	-	-												
Guam	-	-	-	-	-	-	-	-	-												
P.R.	-	-	-	-	155	-	-	-	-												
V.I.	-	-	-	-	4	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	3	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


