
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending June 16, 2012 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2011

tab delimited data:
test
UNITED STATES	9	11	95	183	171	3	27	161	167	722	1	2	11	30	45						
NEW ENGLAND	-	0	1	6	3	1	3	28	64	113	-	0	1	-	1						
Conn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	1	1	1	1	1	3	19	6	-	0	0	-	-						
Mass.	-	0	0	-	-	-	0	18	-	77	-	0	0	-	-						
N.H.	-	0	0	-	1	-	0	5	13	7	-	0	0	-	1						
R.I.	-	0	1	5	1	-	0	15	27	23	-	0	1	-	-						
Vt.	-	0	0	-	-	-	0	2	5	-	-	0	0	-	-						
MID. ATLANTIC	-	1	13	11	26	1	9	44	73	57	-	0	4	3	4						
N.J.	-	0	9	-	20	-	1	8	-	30	-	0	2	-	2						
N.Y. (Upstate)	-	0	4	7	6	1	7	41	66	16	-	0	2	3	1						
N.Y. City	-	0	1	4	-	-	0	4	7	11	-	0	0	-	-						
Pa.	-	0	1	-	-	-	0	2	-	-	-	0	2	-	1						
E.N. CENTRAL	1	0	5	6	15	-	2	62	3	235	1	1	5	14	22						
Ill.	-	0	4	4	9	-	0	2	3	2	-	0	0	-	-						
Ind.	-	0	0	-	-	-	0	0	-	-	1	0	3	12	7						
Mich.	-	0	2	-	1	-	0	0	-	-	-	0	2	2	1						
Ohio	1	0	1	2	2	-	0	1	-	1	-	0	1	-	-						
Wis.	-	0	1	-	3	-	2	61	-	232	-	0	4	-	14						
W.N. CENTRAL	-	2	18	54	46	-	2	67	4	292	-	0	6	3	10						
Iowa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Kans.	-	0	4	-	4	-	0	1	-	2	-	0	1	-	1						
Minn.	-	0	1	-	2	-	1	65	-	279	-	0	2	-	5						
Mo.	-	2	17	54	39	-	0	5	4	9	-	0	6	3	4						
Nebr.	-	0	1	-	-	-	0	0	-	1	-	0	1	-	-						
N. Dak.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
S. Dak.	-	0	0	-	1	-	0	1	-	1	-	0	0	-	-						
S. ATLANTIC	5	4	35	63	60	-	1	6	12	19	-	0	2	4	2						
Del.	-	0	2	5	8	-	0	1	1	1	-	0	0	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Fla.	-	0	2	9	10	-	0	2	1	4	-	0	0	-	-						
Ga.	-	0	2	7	10	-	0	1	2	7	-	0	1	1	2						
Md.	-	0	4	7	9	-	0	2	-	1	-	0	1	1	-						
N.C.	-	0	18	10	6	-	0	6	3	5	-	0	1	-	-						
S.C.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
Va.	5	1	13	25	17	-	0	3	5	1	-	0	2	2	-						
W. Va.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	2	1	8	20	20	1	0	2	8	5	-	0	3	5	1						
Ala.	-	0	2	3	-	-	0	1	3	2	N	0	1	N	N						
Ky.	-	0	3	3	5	-	0	0	-	-	-	0	0	-	-						
Miss.	-	0	1	-	1	-	0	1	-	-	-	0	0	-	-						
Tenn.	2	0	5	14	14	1	0	1	5	3	-	0	3	2	1						
W.S. CENTRAL	1	1	52	23	1	-	0	11	3	-	-	0	1	-	-						
Ark.	1	0	13	20	-	-	0	3	2	-	-	0	0	-	-						
La.	-	0	1	1	-	-	0	1	-	-	-	0	1	-	-						
Okla.	-	0	51	-	-	-	0	7	-	-	-	0	0	-	-						
Tex.	-	0	1	2	1	-	0	2	1	-	-	0	0	-	-						
MOUNTAIN	-	0	0	-	-	-	0	0	-	-	-	0	1	-	3						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	3						
Colo.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Idaho	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Mont.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Nev.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
N. Mex.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Utah	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
PACIFIC	-	0	1	-	-	-	0	2	-	1	-	0	2	1	2						
Alaska	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Calif.	-	0	0	-	-	-	0	0	-	-	-	0	2	1	2						
Hawaii	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	0	0	-	-	-	0	2	-	1	-	0	0	-	-						
Wash.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
P.R.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Please refer to the MMWR publication for weekly updates to the footnote for this condition.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


