
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending January 16, 2010 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2010
Legionellosis cummulative for 2009
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2010
Lyme disease cummulative for 2009
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2010
Malaria cummulative for 2009

tab delimited data:
test
UNITED STATES	22	50	159	42	80	26	335	1,947	88	272	7	22	48	19	27						
NEW ENGLAND	-	2	17	-	2	3	64	479	4	54	-	1	4	-	3						
Conn.	-	1	5	-	-	-	0	0	-	-	-	0	3	-	-						
Maine	-	0	3	-	-	1	11	77	1	-	-	0	1	-	-						
Mass.	-	1	9	-	2	-	26	321	-	30	-	0	3	-	3						
N.H.	-	0	2	-	-	-	14	89	-	15	-	0	1	-	-						
R.I.	-	0	4	-	-	-	1	28	-	-	-	0	1	-	-						
Vt.	-	0	1	-	-	2	5	42	3	9	-	0	1	-	-						
MID. ATLANTIC	7	15	69	9	20	14	180	1,078	40	120	2	6	13	8	1						
N.J.	-	2	13	-	3	-	38	378	-	46	-	0	1	-	-						
N.Y. (Upstate)	4	5	29	5	8	3	53	272	3	9	2	1	4	4	-						
N.Y. City	-	2	20	-	1	-	2	24	-	4	-	4	11	2	-						
Pa.	3	6	25	4	8	11	90	631	37	61	-	1	4	2	1						
E.N. CENTRAL	1	9	35	6	18	-	18	216	-	19	-	3	10	-	4						
Ill.	-	1	10	-	-	-	1	11	-	-	-	1	4	-	1						
Ind.	-	1	4	-	-	-	1	6	-	-	-	0	3	-	-						
Mich.	-	2	11	-	5	-	1	10	-	-	-	0	3	-	1						
Ohio	1	4	17	6	12	-	1	5	-	1	-	1	6	-	2						
Wis.	-	0	2	-	1	-	16	198	-	18	-	0	1	-	-						
W.N. CENTRAL	-	2	7	1	-	-	5	37	-	3	-	1	8	-	3						
Iowa	-	0	2	-	-	-	1	14	-	2	-	0	1	-	2						
Kans.	-	0	1	-	-	-	0	2	-	1	-	0	1	-	1						
Minn.	-	0	4	-	-	-	0	37	-	-	-	0	8	-	-						
Mo.	-	1	5	1	-	-	0	1	-	-	-	0	2	-	-						
Nebr.	-	0	2	-	-	-	0	3	-	-	-	0	1	-	-						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	1	-	-						
S. ATLANTIC	7	10	21	14	23	7	59	237	41	70	5	6	17	10	5						
Del.	-	0	5	1	-	-	12	65	6	13	-	0	1	-	1						
D.C.	-	0	2	-	-	-	0	5	-	-	-	0	2	-	-						
Fla.	3	4	10	4	6	-	2	11	3	1	4	1	7	4	-						
Ga.	1	1	5	1	6	-	1	6	-	1	1	1	5	1	-						
Md.	3	2	12	6	5	3	27	125	10	48	-	1	13	3	1						
N.C.	-	0	6	-	6	-	0	14	-	-	-	0	5	-	2						
S.C.	-	0	2	-	-	-	0	3	-	2	-	0	1	-	-						
Va.	-	1	5	2	-	4	10	49	21	5	-	1	5	2	1						
W. Va.	-	0	2	-	-	-	0	33	1	-	-	0	1	-	-						
E.S. CENTRAL	7	2	12	8	7	2	1	2	3	-	-	0	3	1	-						
Ala.	-	0	2	-	1	-	0	1	-	-	-	0	3	1	-						
Ky.	3	1	3	3	1	-	0	1	-	-	-	0	3	-	-						
Miss.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
Tenn.	4	1	9	5	5	2	1	2	3	-	-	0	3	-	-						
W.S. CENTRAL	-	2	7	1	1	-	1	9	-	-	-	1	10	-	-						
Ark.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
La.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
