
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending August 17, 1996 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	39,982	45,285	209,685	1,321	643	178,933	246,654	2,161	2,498	503	761										
NEW ENGLAND	1,589	2,205	10,943	193	45	4,637	4,737	73	82	27	18										
Maine	29	75	547	16	-	29	58	-	-	1	5										
N.H.	50	70	397	24	24	80	72	6	12	1	1										
Vt.	14	21	-	13	11	37	34	27	7	3	-										
Mass.	740	998	4,202	89	10	1,391	1,702	34	59	15	10										
R.I.	113	165	1,272	8	-	325	310	6	4	7	2										
Conn.	643	876	4,525	43	-	2,775	2,561	-	-	N	N										
MID. ATLANTIC	11,159	12,250	26,917	118	34	19,546	27,768	189	285	110	124										
Upstate N.Y.	1,378	1,457	N	78	12	3,707	6,003	154	142	43	32										
N.Y. City	6,277	6,532	12,837	7	-	6,455	11,235	1	1	5	3										
N.J.	2,130	2,869	2,482	33	5	2,853	2,226	-	116	8	19										
Pa.	1,374	1,392	11,598	N	17	6,531	8,304	34	26	54	70										
E.N. CENTRAL	3,225	3,397	27,011	317	145	26,554	49,763	298	201	137	222										
Ohio	696	723	12,517	80	43	9,086	16,096	24	7	58	103										
Ind.	433	336	6,285	42	26	4,088	5,703	7	1	31	52										
Ill.	1,397	1,396	2,765	139	16	10,805	12,299	46	61	9	22										
Mich.	528	712	U	56	41	U	11,457	221	132	30	21										
Wis.	171	230	5,444	N	19	2,575	4,208	-	-	9	24										
W.N. CENTRAL	935	1,070	14,890	284	175	7,399	12,717	84	50	26	50										
Minn.	170	242	-	101	105	U	1,890	1	2	3	-										
Iowa	63	54	2,631	74	50	668	868	40	9	6	17										
Mo.	469	473	7,900	41	-	5,193	7,343	24	15	6	13										
N. Dak.	10	4	2	9	7	1	17	-	4	-	3										
S. Dak.	8	11	689	9	-	95	122	-	1	2	-										
Nebr.	65	75	903	25	3	161	713	5	10	7	11										
Kans.	150	211	2,765	25	10	1,281	1,764	14	9	2	6										
S. ATLANTIC	9,735	11,400	34,648	76	40	61,992	68,551	159	158	91	121										
Del.	193	219	1,148	-	1	913	1,363	1	-	8	2										
Md.	1,149	1,614	4,026	N	6	8,583	7,846	1	6	17	22										
D.C.	638	696	N	-	-	2,893	2,813	-	-	6	4										
Va.	647	932	6,706	N	19	5,994	6,953	9	9	13	15										
W. Va.	73	63	1	N	2	322	470	8	38	1	3										
N.C.	539	588	-	21	9	11,785	15,553	30	38	6	25										
S.C.	500	569	-	6	3	6,962	7,953	19	15	4	21										
Ga.	1,421	1,459	7,626	22	-	12,708	12,626	U	15	3	14										
Fla.	4,575	5,260	15,141	18	-	11,832	12,974	91	37	33	15										
E.S. CENTRAL	1,311	1,449	18,904	35	29	20,328	25,641	400	710	33	45										
Ky.	212	179	4,200	7	4	2,607	2,964	20	23	3	8										
Tenn.	497	561	8,347	16	22	7,268	8,587	305	685	16	21										
Ala.	365	409	5,459	8	3	8,846	10,667	4	2	3	6										
Miss.	237	300	U	4	-	1,607	3,423	71	U	11	10										
W.S. CENTRAL	3,970	4,011	29,443	35	9	21,580	34,294	305	172	15	15										
Ark.	170	185	-	11	3	2,337	3,218	3	4	-	5										
La.	923	602	4,466	5	3	4,846	7,564	135	107	1	2										
Okla.	165	173	4,863	6	1	3,022	3,478	69	30	4	3										
Tex.	2,712	3,051	20,114	13	2	11,375	20,034	98	31	10	5										
MOUNTAIN	1,198	1,425	9,876	106	49	4,555	5,770	377	296	28	87										
Mont.	22	16	-	13	-	24	43	12	10	1	4										
Idaho	25	37	978	24	5	68	92	91	37	-	2										
Wyo.	3	10	372	-	2	19	36	122	121	3	8										
Colo.	335	492	-	41	21	1,077	1,837	35	43	7	33										
N. Mex.	114	123	U	5	-	551	657	42	36	1	4										
Ariz.	342	350	3,934	N	13	2,287	2,106	45	25	12	7										
Utah	117	98	964	13	-	197	146	21	10	2	12										
Nev.	240	299	1,087	10	8	332	853	9	14	2	17										
PACIFIC	6,859	8,078	37,053	157	117	12,342	17,413	276	544	36	79										
Wash.	447	659	5,989	34	42	1,307	1,627	37	143	3	17										
Oreg.	311	275	U	50	31	344	480	4	33	-	-										
Calif.	5,964	6,912	26,194	70	36	10,182	14,490	101	355	30	57										
Alaska	16	50	715	3	2	271	438	2	1	1	-										
Hawaii	121	182	817	N	6	238	378	132	12	2	5										
Guam	4	-	168	N	-	31	77	1	5	2	1										
P.R.	1,352	1,692	N	13	U	185	380	69	156	-	-										
V.I.	16	27	N	N	U	-	-	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	18	-	-	-	-										
C.N.M.I.	1	-	N	N	U	11	36	-	5	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


