
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 30, 2005 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Giardiasis cummulative for 2005
Giardiasis cummulative for 2004
Gonorrhea cummulative for 2005
Gonorrhea cummulative for 2004

tab delimited data:
test
UNITED STATES	321	325	44	54	57	37	4,681	5,131	91,961	103,214											
NEW ENGLAND	21	15	9	14	9	3	422	449	1,526	2,312											
Maine	2	-	2	-	-	-	44	43	44	92											
N.H.	2	3	1	1	-	-	18	16	39	42											
Vt.	1	-	-	-	-	-	50	28	12	29											
Mass.	5	7	1	5	9	3	180	235	952	1,024											
R.I.	1	2	-	-	-	-	21	33	172	319											
Conn.	10	3	5	8	-	-	109	94	307	806											
MID. ATLANTIC	35	28	3	5	4	9	831	1,145	9,251	12,115											
Upstate N.Y.	14	8	3	1	1	3	268	328	2,117	2,346											
N.Y. City	1	7	-	-	-	-	231	368	2,372	3,892											
N.J.	11	3	-	2	-	3	114	140	1,302	2,254											
Pa.	9	10	-	2	3	3	218	309	3,460	3,623											
E.N. CENTRAL	63	74	7	12	3	4	667	781	17,375	22,040											
Ohio	23	18	1	-	2	4	198	234	5,631	7,086											
Ind.	7	14	-	-	-	-	N	N	2,315	2,051											
Ill.	6	18	1	-	-	-	126	254	4,998	6,411											
Mich.	13	10	-	2	1	-	191	176	2,791	5,056											
Wis.	14	14	5	10	-	-	152	117	1,640	1,436											
W.N. CENTRAL	45	52	8	8	9	9	604	577	5,308	5,431											
Minn.	5	20	2	4	2	2	284	194	753	962											
Iowa	10	9	-	-	-	-	69	72	378	405											
Mo.	15	4	3	4	2	2	133	177	2,997	2,766											
N. Dak.	1	2	-	-	-	3	1	10	15	47											
S. Dak.	2	2	-	-	-	-	30	19	119	90											
Nebr.	5	8	3	-	2	-	37	50	344	349											
Kans.	7	7	-	-	3	2	50	55	702	812											
S. ATLANTIC	60	37	8	6	25	7	788	799	22,469	24,908											
Del.	-	-	N	N	N	N	4	16	258	327											
Md.	5	4	2	-	-	2	47	28	2,166	2,652											
D.C.	-	1	-	-	-	-	13	28	676	768											
Va.	3	1	3	5	6	-	179	115	2,544	2,972											
W. Va.	-	1	-	-	-	-	9	9	222	257											
N.C.	-	-	-	-	13	4	N	N	5,602	4,905											
S.C.	1	3	-	-	-	-	30	24	2,993	2,957											
Ga.	7	10	1	-	-	-	245	242	2,083	4,565											
Fla.	44	17	2	1	6	1	261	337	5,925	5,505											
E.S. CENTRAL	17	12	-	1	4	4	111	95	6,776	7,703											
Ky.	1	4	-	1	3	2	N	N	1,248	762											
Tenn.	9	3	-	-	1	2	55	44	2,498	2,671											
Ala.	7	1	-	-	-	-	56	51	1,322	2,328											
Miss.	-	4	-	-	-	-	-	-	1,708	1,942											
W.S. CENTRAL	5	26	1	3	2	1	68	88	14,053	13,909											
Ark.	1	3	-	1	-	-	26	38	1,448	1,235											
La.	-	1	1	-	2	-	8	15	3,180	3,735											
Okla.	1	4	-	-	-	-	34	35	1,481	1,489											
Tex.	3	18	-	2	-	1	N	N	7,944	7,450											
MOUNTAIN	37	36	8	4	1	-	349	376	3,537	3,569											
Mont.	2	3	-	-	-	-	9	11	37	19											
Idaho	3	7	5	1	-	-	31	49	31	27											
Wyo.	-	-	1	-	-	-	6	4	17	19											
Colo.	10	6	1	1	-	-	124	122	921	949											
N. Mex.	-	6	1	1	-	-	12	22	141	324											
Ariz.	8	5	N	N	N	N	55	70	1,461	1,462											
Utah	7	5	-	-	-	-	87	77	217	130											
Nev.	7	4	-	1	1	-	25	21	712	639											
PACIFIC	38	45	-	1	-	-	841	821	11,666	11,227											
Wash.	9	9	-	-	-	-	61	73	1,126	865											
Oreg.	2	7	-	1	-	-	67	131	523	328											
Calif.	21	25	-	-	-	-	670	564	9,570	9,321											
Alaska	3	1	-	-	-	-	21	23	160	240											
Hawaii	3	3	-	-	-	-	22	30	287	473											
Guam	N	N	-	-	-	-	-	-	-	58											
P.R.	-	-	-	-	-	-	10	13	125	75											
V.I.	-	-	-	-	-	-	-	-	2	47											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


