
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending November 10, 2001 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 2001
Meningococcal Disease cummulative for 2000
Mumps current week
Mumps cummulative for 2001
Mumps cummulative for 2000
Pertussis current week
Pertussis cummulative for 2001
Pertussis cummulative for 2000
Rubella current week
Rubella cummulative for 2001
Rubella cummulative for 2000

tab delimited data:
test
UNITED STATES	1,871	1,909	1	191	284	30	4,035	6,068	-	21	165										
NEW ENGLAND	98	116	-	-	4	-	366	1,584	-	-	12										
Maine	4	8	-	-	-	-	21	41	-	-	-										
N.H.	13	12	-	-	-	-	28	117	-	-	2										
Vt.	5	3	-	-	-	-	28	216	-	-	-										
Mass.	50	66	-	-	1	-	267	1,150	-	-	8										
R.I.	4	9	-	-	1	-	5	18	-	-	1										
Conn.	22	18	-	-	2	-	17	42	-	-	1										
MID. ATLANTIC	186	223	-	20	25	3	259	619	-	5	9										
Upstate N.Y.	55	64	-	3	10	3	127	302	-	1	1										
N.Y. City	34	39	-	10	6	-	44	78	-	3	8										
N.J.	43	46	-	3	3	-	18	30	-	1	-										
Pa.	54	74	-	4	6	-	70	209	-	-	-										
E.N. CENTRAL	223	342	-	18	22	1	556	711	-	3	1										
Ohio	67	80	-	1	7	-	219	309	-	-	-										
Ind.	35	38	-	3	1	-	78	93	-	1	-										
Ill.	22	77	-	11	6	1	67	103	-	2	1										
Mich.	57	105	-	3	6	-	125	91	-	-	-										
Wis.	42	42	-	-	2	-	67	115	-	-	-										
W.N. CENTRAL	134	136	-	7	17	3	297	514	-	3	2										
Minn.	20	20	-	3	-	-	146	314	-	-	1										
Iowa	28	32	-	-	7	-	26	48	-	1	-										
Mo.	47	61	-	-	4	2	92	74	-	1	-										
N. Dak.	6	2	U	-	1	U	4	6	U	-	-										
S. Dak.	5	5	-	-	-	-	4	7	-	-	-										
Nebr.	14	7	-	1	2	-	4	26	-	-	1										
Kans.	14	9	-	3	3	1	21	39	-	1	-										
S. ATLANTIC	338	260	-	36	41	6	230	443	-	7	112										
Del.	4	1	-	-	-	-	-	8	-	1	1										
Md.	38	26	-	6	9	1	33	111	-	-	-										
D.C.	-	-	-	-	-	-	1	3	-	-	-										
Va.	37	38	-	8	9	-	41	98	-	-	-										
W. Va.	12	13	-	-	-	-	3	1	-	-	-										
N.C.	61	36	-	5	7	5	68	98	-	-	82										
S.C.	33	21	-	5	10	-	31	28	-	2	27										
Ga.	46	43	-	7	2	-	27	38	-	1	-										
Fla.	107	82	-	5	4	-	26	58	-	3	2										
E.S. CENTRAL	121	125	-	9	5	-	129	105	-	-	6										
Ky.	20	26	-	3	1	-	35	52	-	-	1										
Tenn.	56	53	-	1	2	-	55	32	-	-	1										
Ala.	30	33	-	-	2	-	35	18	-	-	4										
Miss.	15	13	-	5	-	-	4	3	-	-	-										
W.S. CENTRAL	282	203	1	12	29	1	422	343	-	1	8										
Ark.	18	12	U	1	1	U	43	34	U	-	1										
La.	61	43	-	2	5	-	2	19	-	-	1										
Okla.	27	26	-	-	-	-	18	47	-	-	-										
Tex.	176	122	1	9	23	1	359	243	-	1	6										
MOUNTAIN	82	82	-	11	19	7	1,173	697	-	1	2										
Mont.	4	4	U	1	1	U	35	35	U	-	-										
Idaho	7	7	-	1	-	1	170	57	-	-	-										
Wyo.	5	-	-	1	1	-	1	4	-	-	-										
Colo.	30	30	-	1	-	4	242	410	-	1	1										
N. Mex.	10	9	-	2	1	2	135	85	-	-	-										
Ariz.	13	22	-	1	4	-	498	70	-	-	1										
Utah	7	7	-	1	6	-	74	24	-	-	-										
Nev.	6	3	-	3	6	-	18	12	-	-	-										
PACIFIC	407	422	-	78	122	9	603	1,052	-	1	13										
Wash.	60	51	-	2	9	6	142	359	-	-	7										
Oreg.	40	62	N	N	N	3	48	106	-	-	-										
Calif.	292	293	-	39	85	-	374	528	-	-	6										
Alaska	2	8	U	1	8	U	8	21	U	-	-										
Hawaii	13	8	-	36	20	-	31	38	-	1	-										
Guam	-	-	U	-	14	U	-	4	U	-	1										
P.R.	4	9	-	-	-	-	2	9	-	-	-										
V.I.	-	-	U	-	-	U	-	-	U	-	-										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	U	U	-	U	U	-	U	U	-	U										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


