
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 12, 2008 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2008
Chlamydia† cummulative for 2007
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2008
Coccidioidomycosis cummulative for 2007
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2008
Cryptosporidiosis cummulative for 2007

tab delimited data:
test
UNITED STATES	12,028	20,918	24,271	266,706	304,567	128	132	309	1,939	2,193	42	85	978	862	820						
NEW ENGLAND	697	671	1,517	9,747	9,742	-	0	1	1	1	3	5	16	51	87						
Conn.	262	210	1,093	2,444	2,435	N	0	0	N	N	-	0	3	3	42						
Maine	35	49	67	763	755	N	0	0	N	N	2	1	5	5	8						
Mass.	323	306	661	5,077	4,740	N	0	0	N	N	1	2	11	22	18						
N.H.	6	39	73	552	565	-	0	1	1	1	-	1	5	8	13						
R.I.	71	61	98	905	970	-	0	0	-	-	-	0	3	2	-						
Vt.	-	11	32	6	277	N	0	0	N	N	-	1	4	11	6						
MID. ATLANTIC	3,331	2,724	4,715	36,982	40,060	-	0	0	-	-	7	11	117	120	102						
N.J.	213	387	522	3,707	6,359	N	0	0	N	N	-	0	7	3	7						
N.Y. (Upstate)	543	557	2,044	7,266	6,759	N	0	0	N	N	6	4	20	35	27						
N.Y. City	2,449	924	2,907	14,812	14,701	N	0	0	N	N	-	1	10	19	23						
Pa.	126	787	1,754	11,197	12,241	N	0	0	N	N	1	6	103	63	45						
E.N. CENTRAL	1,355	3,407	4,863	42,976	50,199	-	1	3	10	11	6	20	134	187	186						
Ill.	3	1,016	2,209	9,695	14,245	N	0	0	N	N	-	2	13	17	25						
Ind.	201	392	651	5,675	6,175	N	0	0	N	N	-	2	41	22	11						
Mich.	1,059	731	1,002	12,837	11,356	-	0	2	7	9	3	4	11	48	40						
Ohio	92	875	2,119	9,400	12,691	-	0	1	3	2	3	5	60	59	55						
Wis.	-	381	610	5,369	5,732	N	0	0	N	N	-	7	59	41	55						
W.N. CENTRAL	814	1,215	1,462	16,829	18,062	-	0	77	-	3	8	15	124	137	103						
Iowa	136	162	251	2,468	2,444	N	0	0	N	N	-	3	61	34	18						
Kans.	208	149	393	1,918	2,298	N	0	0	N	N	1	1	16	14	13						
Minn.	-	260	318	3,200	3,893	-	0	77	-	-	-	3	34	32	26						
Mo.	357	464	551	6,842	6,723	-	0	1	-	3	5	2	13	23	19						
Nebr.	45	88	183	1,151	1,456	N	0	0	N	N	2	2	24	20	6						
N. Dak.	2	32	65	443	539	N	0	0	N	N	-	0	6	1	1						
S. Dak.	66	52	81	807	709	N	0	0	N	N	-	2	16	13	20						
S. ATLANTIC	2,123	3,952	6,420	51,496	57,135	-	0	1	2	2	11	20	65	195	186						
Del.	70	64	140	1,012	1,038	-	0	0	-	-	-	0	4	4	2						
D.C.	115	113	200	1,607	1,609	-	0	0	-	-	-	0	2	3	3						
Fla.	1,046	1,268	1,556	19,152	13,170	N	0	0	N	N	7	8	35	90	89						
Ga.	6	478	1,502	101	12,184	N	0	0	N	N	3	4	15	68	46						
Md.	357	466	675	6,160	4,898	-	0	1	2	2	-	0	3	3	6						
N.C.	-	218	4,656	7,008	8,850	N	0	0	N	N	-	1	18	9	10						
S.C.	-	503	3,155	7,723	7,323	N	0	0	N	N	1	1	15	9	12						
Va.	527	485	1,062	7,835	7,183	N	0	0	N	N	-	1	5	6	16						
W. Va.	2	63	96	898	880	N	0	0	N	N	-	0	5	3	2						
E.S. CENTRAL	804	1,492	2,283	21,526	24,587	-	0	0	-	-	1	4	65	32	41						
Ala.	23	480	605	6,078	7,421	N	0	0	N	N	-	1	14	15	17						
Ky.	292	203	357	3,064	1,836	N	0	0	N	N	-	1	40	4	11						
Miss.	-	268	1,048	4,399	6,768	N	0	0	N	N	-	0	11	3	8						
Tenn.	489	503	718	7,985	8,562	N	0	0	N	N	1	1	18	10	5						
W.S. CENTRAL	967	2,584	3,784	36,370	32,973	-	0	1	1	-	4	6	28	53	48						
Ark.	269	207	455	4,113	2,556	N	0	0	N	N	2	0	8	5	3						
La.	352	328	851	3,298	5,435	-	0	1	1	-	-	1	4	3	16						
Okla.	346	244	418	3,602	3,817	N	0	0	N	N	2	1	11	13	11						
Tex.	-	1,737	3,398	25,357	21,165	N	0	0	N	N	-	3	16	32	18						
MOUNTAIN	415	1,382	1,830	9,361	21,135	70	89	171	1,327	1,461	2	9	571	74	51						
Ariz.	63	438	668	819	6,706	70	87	169	1,307	1,421	-	1	6	11	6						
