
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending May 13, 2006 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	22	51	335	1,184	1,282	78	169	335	2,746	2,911	687	747	3,163	19,415	11,340						
NEW ENGLAND	-	1	24	10	112	3	4	17	66	67	4	48	165	531	1,945						
Conn.	U	1	7	U	46	1	0	11	16	5	U	13	67	U	668						
Maine	N	0	0	N	N	-	0	2	3	1	-	5	20	85	153						
Mass.	-	0	6	-	55	2	2	5	38	53	-	20	86	2	1,055						
N.H.	-	0	0	-	-	-	0	2	4	4	-	7	46	143	46						
R.I.	-	0	11	1	6	-	0	6	3	4	-	0	0	-	-						
Vt.	-	0	2	9	5	-	0	1	2	-	4	8	32	301	23						
MID. ATLANTIC	-	2	15	63	127	12	20	36	389	362	105	104	183	2,317	2,205						
N.J.	N	0	0	N	N	2	2	7	69	44	-	0	0	-	-						
N.Y. (Upstate)	-	1	10	15	48	4	2	15	58	28	-	0	0	-	-						
N.Y. City	U	0	0	U	U	6	10	21	187	235	-	0	0	-	-						
Pa.	-	2	9	48	79	-	4	9	75	55	105	104	183	2,317	2,205						
E.N. CENTRAL	4	12	40	290	298	4	18	38	273	308	285	177	561	7,722	2,797						
Ill.	-	1	3	8	10	-	8	23	104	167	-	1	5	4	38						
Ind.	-	3	21	69	90	-	1	5	24	28	N	0	347	N	47						
Mich.	1	0	4	10	20	-	2	19	48	31	62	92	231	2,217	1,694						
Ohio	3	6	32	203	178	4	4	11	82	73	223	49	423	5,143	773						
Wis.	N	0	0	N	N	-	1	3	15	9	-	11	41	358	245						
W.N. CENTRAL	1	1	191	22	26	1	4	9	72	91	17	22	84	784	103						
Iowa	N	0	0	N	N	-	0	2	6	4	N	0	0	N	N						
Kans.	N	0	0	N	N	-	0	2	9	7	-	0	0	-	-						
Minn.	-	0	191	-	-	-	1	4	11	25	-	0	0	-	-						
Mo.	1	1	3	22	22	1	3	8	45	53	17	15	82	737	33						
Nebr.	-	0	1	-	2	-	0	1	1	2	-	0	1	-	-						
N. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	25	18	10						
S. Dak.	-	0	1	-	2	-	0	1	-	-	-	1	12	29	60						
S. ATLANTIC	13	24	53	621	516	26	43	186	672	653	47	59	858	1,971	947						
Del.	-	0	2	-	1	-	0	2	10	6	-	1	5	33	12						
D.C.	-	0	3	19	13	2	2	9	40	37	-	0	5	14	15						
Fla.	10	13	36	338	264	11	15	29	264	270	-	0	0	-	-						
Ga.	3	8	21	224	187	1	8	147	63	86	-	0	0	-	-						
Md.	-	0	0	-	-	5	5	19	108	106	-	0	0	-	-						
N.C.	N	0	0	N	N	2	5	17	110	86	-	0	0	-	-						
S.C.	-	0	0	-	-	1	1	7	26	24	16	15	50	533	243						
Va.	N	0	0	N	N	4	3	12	51	36	31	18	812	676	149						
W. Va.	-	2	10	40	51	-	0	1	-	2	-	24	70	715	528						
E.S. CENTRAL	1	4	14	94	87	4	9	19	194	154	-	0	16	16	-						
Ala.	N	0	0	N	N	2	3	12	88	61	-	0	16	16	-						
Ky.	-	1	5	20	14	-	1	8	29	12	N	0	0	N	N						
Miss.	-	0	0	-	1	-	0	5	11	20	-	0	0	-	-						
Tenn.	1	3	13	74	72	2	4	11	66	61	N	0	0	N	N						
W.S. CENTRAL	-	1	8	42	83	11	24	37	497	461	200	180	1,717	4,654	1,904						
Ark.	-	0	3	6	8	-	1	6	34	21	5	3	110	335	-						
La.	-	1	5	36	75	1	4	17	58	91	-	0	17	82	102						
Okla.	N	0	0	N	N	2	1	6	29	15	-	0	0	-	-						
Tex.	N	0	0	N	N	8	17	31	376	334	195	170	1,607	4,237	1,802						
MOUNTAIN	3	1	27	42	33	13	7	17	132	157	29	49	135	1,420	1,439						
Ariz.	N	0	0	N	N	7	3	13	71	51	-	0	0	-	-						
Colo.	N	0	0	N	N	-	1	3	10	20	-	35	76	749	993						
Idaho	N	0	0	N	N	-	0	3	2	13	-	0	0	-	-						
Mont.	-	0	1	-	-	-	0	1	-	5	-	0	0	-	-						
Nev.	-	0	27	1	2	6	2	6	29	43	-	0	2	4	-						
N. Mex.	-	0	0	-	-	-	1	5	19	20	-	3	32	205	117						
Utah	-	0	8	19	15	-	0	1	1	5	28	9	55	452	286						
Wyo.	3	0	3	22	16	-	0	0	-	-	1	0	3	10	43						
PACIFIC	-	0	0	-	-	4	34	47	451	658	-	0	0	-	-						
Alaska	-	0	0	-	-	-	0	4	5	4	-	0	0	-	-						
Calif.	N	0	0	N	N	4	29	42	363	585	-	0	0	-	-						
Hawaii	-	0	0	-	-	-	0	2	7	1	N	0	0	N	N						
Oreg.	N	0	0	N	N	-	0	6	5	12	N	0	0	N	N						
Wash.	N	0	0	N	N	-	2	11	71	56	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	-	0	0	-	-	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	26						
P.R.	N	0	0	N	N	-	4	16	53	50	10	9	47	106	316						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


