
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending January 7, 2012 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2012
Legionellosis cummulative for 2011
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2012
Lyme disease cummulative for 2011
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2012
Malaria cummulative for 2011

tab delimited data:
test
UNITED STATES	21	59	161	21	34	70	338	1,513	70	176	4	25	49	4	22						
NEW ENGLAND	-	4	39	-	2	-	78	500	-	49	-	1	7	-	3						
Conn.	-	1	10	-	-	-	33	232	-	18	-	0	2	-	1						
Maine	-	0	3	-	-	-	12	67	-	-	-	0	2	-	-						
Mass.	-	3	24	-	1	-	19	106	-	20	-	1	6	-	2						
N.H.	-	0	3	-	-	-	10	90	-	9	-	0	1	-	-						
R.I.	-	0	9	-	-	-	1	31	-	-	-	0	2	-	-						
Vt.	-	0	2	-	1	-	6	67	-	2	-	0	1	-	-						
MID. ATLANTIC	1	15	72	1	7	52	172	746	52	75	-	6	13	-	4						
N.J.	-	0	0	-	-	37	1	107	37	-	-	0	0	-	-						
N.Y. (Upstate)	1	6	27	1	-	-	56	213	-	3	-	1	4	-	1						
N.Y. City	-	3	14	-	5	-	1	13	-	1	-	4	11	-	2						
Pa.	-	5	37	-	2	15	102	520	15	71	-	1	5	-	1						
E.N. CENTRAL	8	11	51	8	6	2	15	211	2	15	1	3	10	1	3						
Ill.	-	1	11	-	-	-	1	18	-	2	-	1	5	-	1						
Ind.	1	2	7	1	-	-	1	12	-	-	-	0	2	-	-						
Mich.	-	3	15	-	3	-	1	12	-	-	1	0	4	1	-						
Ohio	7	6	34	7	3	2	0	6	2	-	-	1	4	-	1						
Wis.	-	0	1	-	-	-	12	172	-	13	-	0	2	-	1						
W.N. CENTRAL	-	1	8	-	1	-	1	16	-	1	-	1	5	-	-						
Iowa	-	0	2	-	-	-	0	13	-	-	-	0	3	-	-						
Kans.	-	0	2	-	-	-	0	2	-	-	-	0	2	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	5	-	1	-	0	2	-	1	-	0	2	-	-						
Nebr.	-	0	2	-	-	-	0	2	-	-	-	0	1	-	-						
N. Dak.	-	0	1	-	-	-	0	9	-	-	-	0	0	-	-						
S. Dak.	-	0	1	-	-	-	0	2	-	-	-	0	1	-	-						
S. ATLANTIC	7	10	29	7	5	15	58	177	15	35	3	8	24	3	11						
Del.	-	0	4	-	-	1	12	48	1	13	-	0	3	-	-						
D.C.	-	0	3	-	-	1	0	3	1	1	-	0	1	-	1						
Fla.	3	3	13	3	2	3	2	8	3	1	1	2	6	1	2						
Ga.	3	1	3	3	1	-	0	5	-	-	-	1	6	-	3						
Md.	-	1	14	-	2	8	20	114	8	12	-	2	14	-	-						
N.C.	-	1	7	-	-	-	0	12	-	1	-	0	6	-	3						
S.C.	-	0	5	-	-	-	0	6	-	-	-	0	1	-	-						
Va.	1	1	7	1	-	2	14	74	2	7	2	1	8	2	2						
W. Va.	-	0	5	-	-	-	0	13	-	-	-	0	0	-	-						
E.S. CENTRAL	-	2	11	-	3	-	1	5	-	-	-	1	4	-	-						
Ala.	-	0	2	-	1	-	0	2	-	-	-	0	3	-	-						
Ky.	-	1	4	-	1	-	0	1	-	-	-	0	2	-	-						
Miss.	-	0	3	-	-	-	0	1	-	-	-	0	1	-	-						
Tenn.	-	1	8	-	1	-	0	4	-	-	-	0	3	-	-						
