
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending March 3, 2012 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	230	262	506	2,619	3,648	10	21	43	179	221	77	269	306	1,541	2,253						
NEW ENGLAND	1	14	31	102	200	-	1	4	6	8	6	7	23	52	68						
Conn.	-	6	20	54	93	-	0	3	2	2	-	0	12	-	12						
Maine	-	2	8	17	28	-	0	1	1	1	2	0	2	2	2						
Mass.	-	0	3	5	7	-	0	2	2	3	2	5	10	33	39						
N.H.	-	1	8	13	31	-	0	1	1	-	-	0	3	4	4						
R.I.	-	1	5	-	34	-	0	1	-	1	2	0	7	13	9						
Vt.	1	1	6	13	7	-	0	2	-	1	-	0	2	-	2						
MID. ATLANTIC	43	29	66	415	408	2	2	11	22	19	8	29	48	173	281						
N.J.	1	12	26	90	201	-	1	4	8	11	-	4	11	5	35						
N.Y. (Upstate)	37	2	33	216	15	2	1	10	10	8	4	4	9	19	24						
N.Y. City	5	12	23	109	192	-	0	9	4	-	1	14	24	75	163						
Pa.	N	0	0	N	N	N	0	0	N	N	3	7	17	74	59						
E.N. CENTRAL	53	63	122	561	711	4	3	10	33	35	1	31	49	97	293						
Ill.	N	0	0	N	N	-	0	0	-	-	-	12	25	30	125						
Ind.	1	13	36	83	178	-	1	4	3	8	-	3	8	26	31						
Mich.	4	13	26	116	139	-	1	2	7	9	-	5	12	10	47						
Ohio	41	27	43	274	301	2	1	7	14	14	1	7	17	27	79						
Wis.	7	8	23	88	93	2	0	2	9	4	-	1	6	4	11						
W.N. CENTRAL	7	2	28	38	34	1	0	2	2	2	-	5	13	4	74						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	3	3						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	-	3						
Minn.	-	0	0	-	-	-	0	0	-	-	-	2	8	-	33						
Mo.	N	0	0	N	N	-	0	0	-	-	-	2	8	-	32						
Nebr.	7	2	5	38	34	1	0	2	2	2	-	0	2	1	3						
N. Dak.	-	0	25	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	72	65	143	705	1,049	2	6	15	52	70	33	67	85	481	527						
Del.	-	0	5	8	21	-	0	0	-	-	-	0	4	7	3						
D.C.	-	0	5	1	15	-	0	1	1	2	4	3	9	33	35						
Fla.	25	21	48	248	431	2	2	8	19	34	-	24	36	169	208						
Ga.	14	19	38	215	289	-	2	6	19	20	15	12	46	88	55						
Md.	8	9	25	73	159	-	1	3	3	9	3	8	20	42	66						
N.C.	N	0	0	N	N	N	0	0	N	N	2	8	21	68	78						
S.C.	12	8	22	109	134	-	0	3	4	5	2	4	11	37	48						
Va.	N	0	0	N	N	-	0	0	-	-	7	4	13	37	34						
W. Va.	13	1	48	51	-	-	0	4	6	-	-	0	2	-	-						
E.S. CENTRAL	10	23	45	212	310	1	2	4	11	19	9	15	31	80	119						
Ala.	N	0	0	N	N	N	0	0	N	N	1	4	10	16	41						
Ky.	2	4	12	44	52	-	0	3	1	5	5	2	8	18	18						
Miss.	N	0	0	N	N	-	0	0	-	-	-	3	22	24	20						
Tenn.	8	19	42	168	258	1	1	4	10	14	3	5	11	22	40						
W.S. CENTRAL	26	32	139	296	412	-	3	10	26	31	6	37	51	253	272						
Ark.	4	4	14	41	58	-	0	3	5	5	3	4	15	50	29						
La.	-	2	14	39	73	-	0	2	3	5	-	7	25	17	46						
Okla.	N	0	0	N	N	-	0	0	-	-	3	1	6	13	8						
Tex.	22	24	125	216	281	-	3	10	18	21	-	23	39	173	189						
MOUNTAIN	16	26	67	271	486	-	2	8	20	35	3	12	20	52	109						
Ariz.	15	12	33	176	250	-	1	5	12	17	-	5	11	20	37						
Colo.	-	8	23	44	118	-	0	4	4	5	-	2	6	13	23						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	4	3	3						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	4						
Nev.	N	0	0	N	N	N	0	0	N	N	3	2	9	9	26						
N. Mex.	1	4	12	47	65	-	0	2	4	5	-	1	4	4	12						
Utah	-	1	7	-	48	-	0	1	-	8	-	0	2	3	4						
Wyo.	-	0	3	4	5	-	0	0	-	-	-	0	0	-	-						
PACIFIC	2	2	9	19	38	-	0	2	7	2	11	58	76	349	510						
Alaska	2	2	9	19	37	-	0	2	7	2	-	0	2	3	-						
Calif.	N	0	0	N	N	N	0	0	N	N	6	46	64	292	403						
Hawaii	-	0	1	-	1	-	0	1	-	-	-	0	3	-	1						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	4	14	26	36						
Wash.	N	0	0	N	N	N	0	0	N	N	5	5	12	28	70						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	5	15	33	33						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


