
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending October 19, 2002 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 2002
Legionellosis cummulative for 2001
Listeriosis cummulative for 2002
Listeriosis cummulative for 2001
Lyme Disease cummulative for 2002
Lyme Disease cummulative for 2001
Malaria cummulative for 2002
Malaria cummulative for 2001
Measles Total cummulative for 2002
Measles Total cummulative for 2001

tab delimited data:
test
UNITED STATES	845	870	450	488	12,902	12,627	1,028	1,227	22	106											
NEW ENGLAND	77	58	49	45	3,806	3,644	51	80	-	5											
Maine	2	7	5	1	53	-	5	4	-	-											
N.H.	4	9	4	4	211	73	7	2	-	-											
Vt.	31	5	3	2	27	16	4	1	-	1											
Mass.	27	19	25	23	1,118	1,067	16	43	-	3											
R.I.	2	9	1	1	306	436	5	7	-	-											
Conn.	11	9	11	14	2,091	2,052	14	23	-	1											
MID. ATLANTIC	225	203	130	90	7,506	6,882	243	374	7	19											
Upstate N.Y.	76	55	51	24	4,247	2,817	36	54	1	4											
N.Y. City	44	40	28	21	134	61	155	224	6	6											
N.J.	21	20	27	16	1,155	1,912	28	55	-	1											
Pa.	84	88	24	29	1,970	2,092	24	41	-	8											
E.N. CENTRAL	204	242	50	77	71	676	115	151	3	10											
Ohio	92	100	22	12	53	33	20	22	1	3											
Ind.	17	17	6	8	18	22	11	16	2	4											
Ill.	-	24	1	23	-	30	28	62	-	3											
Mich.	67	61	16	22	-	5	44	33	-	-											
Wis.	28	40	5	12	U	586	12	18	-	-											
W.N. CENTRAL	44	44	14	15	217	342	52	32	3	4											
Minn.	11	9	3	-	137	279	16	6	1	2											
Iowa	11	8	1	2	32	27	4	6	-	-											
Mo.	11	18	6	8	36	30	14	12	2	2											
N. Dak.	-	1	1	-	-	-	1	-	-	-											
S. Dak.	2	3	1	-	1	-	1	-	-	-											
Nebr.	9	4	1	1	5	4	5	2	-	-											
Kans.	-	1	1	4	6	2	11	6	-	-											
S. ATLANTIC	166	147	67	62	1,098	847	307	246	2	5											
Del.	7	11	-	2	143	146	3	2	-	-											
Md.	34	30	15	11	581	517	98	101	-	3											
D.C.	5	7	-	-	20	10	17	13	-	-											
Va.	20	20	7	11	132	110	30	44	-	1											
W. Va.	N	N	-	5	16	11	3	1	-	-											
N.C.	11	7	6	4	116	35	20	13	-	-											
S.C.	6	10	8	5	20	5	7	6	-	-											
Ga.	14	11	10	11	2	-	69	40	-	1											
Fla.	69	51	21	13	68	13	60	26	2	-											
E.S. CENTRAL	29	53	15	21	39	59	20	34	-	2											
Ky.	11	12	2	7	20	22	8	13	-	2											
Tenn.	11	25	9	8	18	22	3	11	-	-											
Ala.	7	12	4	6	1	8	4	6	-	-											
Miss.	-	4	-	-	-	7	5	4	-	-											
W.S. CENTRAL	8	21	12	31	18	78	14	75	2	1											
Ark.	-	-	-	1	3	-	2	3	-	-											
La.	1	6	-	-	2	7	4	6	-	-											
Okla.	3	3	7	2	-	-	8	3	-	-											
Tex.	4	12	5	28	13	71	-	63	2	1											
MOUNTAIN	37	46	27	32	18	10	41	48	1	2											
Mont.	3	-	-	-	-	-	2	2	-	-											
Idaho	1	3	2	1	4	5	-	3	-	1											
Wyo.	1	2	-	1	1	1	-	-	-	-											
Colo.	6	13	6	9	3	-	21	21	-	-											
N. Mex.	2	3	3	7	1	-	3	3	-	-											
Ariz.	8	15	12	6	2	-	7	8	-	1											
Utah	12	6	3	2	6	1	5	3	-	-											
Nev.	4	4	1	6	1	3	3	8	1	-											
PACIFIC	55	56	86	115	129	89	185	187	4	58											
Wash.	5	8	8	7	10	7	21	9	-	15											
Oreg.	N	N	8	11	15	9	9	13	-	3											
Calif.	49	42	62	91	101	71	146	153	3	33											
Alaska	-	1	-	-	3	2	2	1	-	-											
Hawaii	1	5	8	6	N	N	7	11	1	7											
Guam	-	-	-	-	-	-	-	1	-	-											
P.R.	-	2	1	-	N	N	-	5	-	1											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


