
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 20, 1996 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	34,213	39,253	158,917	882	328	146,334	214,989	1,970	2,176	390	668										
NEW ENGLAND	1,391	2,088	9,240	114	21	4,003	4,137	60	70	19	14										
Maine	22	72	-	7	-	24	44	-	-	1	4										
N.H.	42	59	397	12	5	80	69	3	11	-	1										
Vt.	10	16	-	10	6	34	27	25	6	2	-										
Mass.	648	922	3,647	47	10	1,207	1,486	28	51	10	8										
R.I.	94	143	1,120	7	-	283	278	4	2	6	1										
Conn.	575	876	4,076	31	-	2,375	2,233	-	-	N	N										
MID. ATLANTIC	9,450	10,479	21,534	71	26	16,258	24,325	212	231	81	109										
Upstate N.Y.	1,164	1,143	N	51	12	3,328	4,677	180	119	27	30										
N.Y. City	5,299	5,627	9,512	2	-	4,931	9,873	1	1	1	2										
N.J.	1,796	2,391	2,223	18	5	2,442	2,226	-	93	7	19										
Pa.	1,191	1,318	9,799	N	9	5,557	7,549	31	18	46	58										
E.N. CENTRAL	2,777	3,057	22,307	237	95	23,283	43,271	259	179	109	195										
Ohio	622	609	11,162	63	33	8,127	14,048	14	6	50	91										
Ind.	393	301	5,558	28	19	3,710	4,799	7	1	27	45										
Ill.	1,202	1,281	1,018	104	16	9,303	10,764	43	52	2	20										
Mich.	407	667	U	42	27	U	10,014	195	120	24	21										
Wis.	153	199	4,569	N	-	2,143	3,646	-	-	6	18										
W.N. CENTRAL	820	958	13,048	176	78	6,468	10,955	67	37	24	45										
Minn.	157	218	-	54	38	U	1,668	-	2	2	-										
Iowa	57	53	1,949	48	23	504	798	33	7	5	14										
Mo.	402	421	6,997	25	-	4,538	6,234	20	11	6	13										
N. Dak.	8	4	2	8	6	1	17	-	4	-	2										
S. Dak.	8	9	689	7	-	95	111	-	1	2	-										
Nebr.	55	71	885	10	2	159	556	3	9	7	11										
Kans.	133	182	2,526	24	9	1,171	1,571	11	3	2	5										
S. ATLANTIC	8,571	10,054	29,878	47	13	54,403	59,779	134	126	70	104										
Del.	167	191	-	-	1	799	1,155	1	-	6	1										
Md.	1,026	1,415	3,444	N	3	7,125	7,067	-	6	9	17										
D.C.	591	593	N	-	-	2,474	2,465	-	-	4	4										
Va.	546	830	5,953	N	2	5,205	5,937	8	7	12	8										
W. Va.	64	46	-	N	2	268	470	7	26	1	3										
N.C.	464	586	-	12	2	10,179	13,333	30	28	5	22										
S.C.	443	453	-	6	3	6,148	6,709	15	14	4	20										
Ga.	1,288	1,238	7,101	14	-	11,862	11,353	-	15	1	14										
Fla.	3,982	4,702	13,380	12	-	10,343	11,290	73	30	28	15										
E.S. CENTRAL	1,136	1,205	15,918	26	14	17,022	22,255	370	648	30	37										
Ky.	174	157	3,687	4	2	2,262	2,536	17	21	3	8										
Tenn.	444	533	6,887	11	12	5,958	7,441	301	625	14	15										
Ala.	325	297	4,529	6	-	7,250	9,340	3	2	2	5										
Miss.	193	218	U	5	-	1,552	2,938	49	-	11	9										
W.S. CENTRAL	3,320	3,621	9,363	29	5	10,218	30,006	271	150	3	12										
Ark.	145	166	-	8	2	2,199	2,872	2	3	-	5										
La.	787	548	3,811	4	2	4,206	6,744	118	95	-	2										
Okla.	138	155	3,119	4	-	1,985	2,953	69	28	3	3										
Tex.	2,250	2,752	2,433	13	1	1,828	17,437	82	24	-	2										
MOUNTAIN	984	1,266	6,470	66	26	4,122	4,884	361	266	23	79										
Mont.	14	10	-	7	-	14	40	11	10	1	4										
Idaho	23	26	856	18	5	58	70	87	33	-	2										
Wyo.	3	8	340	-	2	16	29	108	111	3	6										
Colo.	301	454	-	24	5	990	1,644	31	41	7	30										
N. Mex.	56	111	-	2	-	491	573	37	34	1	4										
Ariz.	287	298	3,437	N	11	2,100	1,651	41	18	7	7										
Utah	104	87	823	10	-	160	128	38	10	2	10										
Nev.	196	272	1,014	5	3	293	749	8	9	2	16										
PACIFIC	5,764	6,525	31,159	116	50	10,557	15,377	236	469	31	73										
Wash.	383	575	5,076	23	5	1,114	1,429	35	116	3	12										
Oreg.	266	223	2,924	42	17	269	439	4	32	-	-										
Calif.	5,013	5,520	21,889	48	23	8,720	12,796	86	311	28	56										
Alaska	14	46	578	3	-	243	383	2	1	-	-										
Hawaii	88	161	692	N	5	211	330	109	9	-	5										
Guam	4	-	114	N	-	26	70	1	4	-	1										
P.R.	1,057	1,489	N	12	U	167	334	73	120	-	-										
V.I.	14	21	N	N	U	-	-	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	13	-	-	-	-										
C.N.M.I.	-	-	N	N	U	11	29	-	5	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


