
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending May 8, 2004 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Giardiasis cummulative for 2004
Giardiasis cummulative for 2003
Gonorrhea cummulative for 2004
Gonorrhea cummulative for 2003

tab delimited data:
test
UNITED STATES	339	348	41	66	38	28	4,812	5,150	92,771	109,770											
NEW ENGLAND	23	18	2	10	7	2	419	388	2,199	2,423											
Maine	-	3	-	-	-	-	43	38	90	63											
N.H.	4	5	1	1	-	-	13	18	43	44											
Vt.	-	-	-	-	-	-	31	26	26	31											
Mass.	7	4	-	4	7	2	218	196	1,065	919											
R.I.	2	1	-	-	-	-	33	42	324	337											
Conn.	10	5	1	5	-	-	81	68	651	1,029											
MID. ATLANTIC	25	41	2	3	9	8	1,074	1,080	11,568	13,991											
Upstate N.Y.	8	12	2	1	3	4	352	259	2,484	2,407											
N.Y. City	4	3	-	-	-	-	324	408	3,357	4,668											
N.J.	2	5	-	-	2	-	91	152	1,711	3,081											
Pa.	11	21	-	2	4	4	307	261	4,016	3,835											
E.N. CENTRAL	61	91	10	15	4	5	594	927	18,558	23,580											
Ohio	19	18	-	9	4	5	248	261	5,053	7,655											
Ind.	8	11	-	-	-	-	-	-	2,039	2,210											
Ill.	11	20	-	1	-	-	84	287	4,999	7,208											
Mich.	10	17	2	-	-	-	179	221	5,246	4,462											
Wis.	13	25	8	5	-	-	83	158	1,221	2,045											
W.N. CENTRAL	60	47	7	7	7	6	594	502	5,140	5,648											
Minn.	23	17	3	6	-	-	205	163	1,089	921											
Iowa	9	5	-	-	-	-	83	70	160	364											
Mo.	8	16	4	1	2	-	165	156	2,598	2,912											
N. Dak.	2	1	-	-	3	1	11	14	39	23											
S. Dak.	2	2	-	-	-	-	19	15	90	59											
Nebr.	8	5	-	-	-	-	53	45	327	493											
Kans.	8	1	-	-	2	5	58	39	837	876											
S. ATLANTIC	36	24	15	20	4	1	802	771	22,006	26,316											
Del.	-	-	N	N	N	N	34	15	338	848											
Md.	3	1	-	-	-	1	30	38	2,734	2,609											
D.C.	1	1	-	-	-	-	23	13	781	843											
Va.	1	4	5	-	-	-	126	77	2,983	2,804											
W. Va.	1	1	-	-	-	-	9	9	270	286											
N.C.	-	-	4	9	-	-	N	N	4,905	4,304											
S.C.	1	-	-	-	-	-	16	39	2,848	2,590											
Ga.	13	6	3	2	-	-	207	253	1,510	5,713											
Fla.	16	11	3	9	4	-	357	327	5,637	6,319											
E.S. CENTRAL	12	19	1	-	5	3	94	101	7,294	9,359											
Ky.	5	8	1	-	3	3	N	N	804	1,197											
Tenn.	3	8	-	-	2	-	42	46	2,609	2,753											
Ala.	1	2	-	-	-	-	52	55	2,072	3,104											
Miss.	3	1	-	-	-	-	-	-	1,809	2,305											
W.S. CENTRAL	20	16	-	2	1	-	81	76	12,862	14,644											
Ark.	2	2	-	-	-	-	36	42	1,241	1,268											
La.	-	1	-	-	-	-	8	6	3,729	3,658											
Okla.	4	2	-	-	-	-	37	28	1,496	1,382											
Tex.	14	11	-	2	1	-	-	-	6,396	8,336											
MOUNTAIN	54	38	3	7	1	3	398	409	3,274	3,743											
Mont.	2	1	-	-	-	-	11	16	14	49											
Idaho	10	9	1	4	-	-	55	50	26	30											
Wyo.	-	1	-	-	-	-	4	5	20	17											
Colo.	24	14	1	1	1	3	133	122	836	1,022											
N. Mex.	3	1	-	2	-	-	18	17	189	438											
Ariz.	4	8	N	N	N	N	70	69	1,487	1,418											
Utah	6	3	-	-	-	-	76	89	102	101											
Nev.	5	1	1	-	-	-	31	41	600	668											
PACIFIC	48	54	1	2	-	-	756	896	9,870	10,066											
Wash.	11	17	-	1	-	-	85	68	863	1,002											
Oreg.	8	8	1	1	-	-	134	102	248	327											
Calif.	23	28	-	-	-	-	485	665	8,432	8,189											
Alaska	1	1	-	-	-	-	23	28	228	188											
Hawaii	5	-	-	-	-	-	29	33	99	360											
Guam	N	N	-	-	-	-	-	-	-	-											
P.R.	-	1	-	-	-	-	7	37	52	80											
V.I.	-	-	-	-	-	-	-	-	4	35											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	3	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


