
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending May 30, 2009 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	75	235	1,691	4,339	3,039	23	70	120	1,216	1,523	11	39	152	330	193						
NEW ENGLAND	1	18	35	175	365	-	8	21	114	138	1	0	2	4	2						
Conn.	-	0	4	6	26	-	3	17	49	62	-	0	0	-	-						
Maine	1	1	7	34	13	-	1	5	20	26	1	0	2	4	-						
Mass.	-	12	30	105	287	-	0	0	-	-	-	0	1	-	1						
N.H.	-	1	5	21	9	-	1	7	13	14	-	0	1	-	-						
R.I.	-	0	6	3	25	-	0	3	8	10	-	0	2	-	1						
Vt.	-	0	2	6	5	-	1	6	24	26	-	0	0	-	-						
MID. ATLANTIC	15	24	64	382	354	7	18	30	254	296	-	1	29	9	32						
N.J.	-	3	12	26	59	-	0	0	-	-	-	0	6	-	21						
N.Y. (Upstate)	1	6	41	74	107	7	9	20	136	144	-	0	29	1	3						
N.Y. City	7	0	21	40	38	-	0	2	-	8	-	0	2	6	5						
Pa.	7	10	33	242	150	-	7	17	118	144	-	0	2	2	3						
E.N. CENTRAL	15	37	238	859	625	4	2	28	25	31	-	2	15	10	10						
Ill.	-	14	45	173	60	-	1	20	6	8	-	1	10	6	9						
Ind.	-	2	158	76	20	-	0	2	-	1	-	0	3	-	-						
Mich.	2	8	21	195	77	1	1	9	14	17	-	0	1	1	-						
Ohio	13	14	57	383	436	3	0	7	5	5	-	0	4	3	1						
Wis.	-	2	7	32	32	N	0	0	N	N	-	0	1	-	-						
W.N. CENTRAL	8	31	872	848	236	1	5	17	97	95	3	4	33	42	36						
Iowa	-	4	21	47	34	-	0	5	9	8	-	0	2	-	1						
Kans.	-	2	12	76	26	-	1	6	37	34	-	0	0	-	-						
Minn.	5	0	808	160	49	-	0	11	18	16	-	0	0	-	-						
Mo.	3	14	51	476	99	1	1	8	17	6	3	4	32	41	33						
Nebr.	-	4	32	77	18	-	0	2	-	15	-	0	4	1	-						
N. Dak.	-	0	24	2	-	-	0	9	3	8	-	0	1	-	-						
S. Dak.	-	0	10	10	10	-	0	4	13	8	-	0	1	-	2						
S. ATLANTIC	19	25	71	580	284	-	27	66	530	767	7	16	72	194	59						
Del.	-	0	3	6	4	-	0	0	-	-	-	0	5	3	3						
D.C.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	1						
Fla.	16	7	20	198	65	-	0	22	54	138	2	0	3	4	3						
Ga.	-	3	9	79	21	-	5	47	102	167	-	1	9	9	13						
Md.	-	3	10	36	43	-	7	16	130	186	-	1	7	16	12						
N.C.	1	0	65	153	59	N	4	4	N	N	3	9	55	136	11						
S.C.	2	2	10	55	42	-	0	0	-	-	-	1	9	9	5						
Va.	-	3	24	48	44	-	11	24	205	227	2	2	15	16	8						
