
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 12, 2001 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2001
AIDS § cummulative for 2000
Chlamydia† cummulative for 2001
Chlamydia† cummulative for 2000
Cryptosporidiosis cummulative for 2001
Cryptosporidiosis cummulative for 2000
Escherichia coli O157:H7 NETSS cummulative for 2001
Escherichia coli O157:H7 NETSS cummulative for 2000
Escherichia coli O157:H7 PHLIS cummulative for 2001
Escherichia coli O157:H7 PHLIS cummulative for 2000

tab delimited data:
test
UNITED STATES	11,921	12,725	225,477	247,218	522	514	380	554	288	465											
NEW ENGLAND	469	789	8,176	8,543	19	31	43	61	37	58											
Maine	14	14	448	498	2	5	5	3	5	4											
N.H.	13	11	408	380	-	2	8	4	6	4											
Vt.	10	1	213	202	9	8	2	2	1	2											
Mass.	271	526	3,565	3,658	3	9	19	31	15	25											
R.I.	40	33	994	942	3	2	3	-	2	1											
Conn.	121	204	2,548	2,863	2	5	6	21	8	22											
MID. ATLANTIC	2,254	3,159	18,253	23,538	53	102	33	80	28	67											
Upstate N.Y.	97	157	N	N	27	26	26	60	17	38											
N.Y. City	1,028	1,930	10,071	10,077	24	69	-	6	1	3											
N.J.	635	628	1,715	4,767	1	3	7	14	10	11											
Pa.	494	444	6,467	8,694	1	4	N	N	-	15											
E.N. CENTRAL	926	1,259	32,353	43,276	165	103	88	101	44	67											
Ohio	167	172	3,926	11,318	44	18	30	19	19	12											
Ind.	85	97	5,421	4,673	18	6	17	11	9	10											
Ill.	433	803	8,701	12,619	1	15	11	32	7	25											
Mich.	189	141	10,839	8,535	40	13	17	15	-	14											
Wis.	52	46	3,466	6,131	62	51	13	24	9	6											
W.N. CENTRAL	243	271	11,784	13,975	26	27	31	72	41	74											
Minn.	47	47	2,305	2,936	-	4	8	10	19	30											
Iowa	24	23	1,379	1,794	15	7	5	14	3	7											
Mo.	117	123	4,105	4,714	5	6	6	25	9	18											
N. Dak.	1	-	352	339	-	2	-	5	3	4											
S. Dak.	-	3	677	647	3	3	4	2	3	2											
Nebr.	16	19	877	1,335	3	2	-	10	-	9											
Kans.	38	56	2,089	2,210	-	3	8	6	4	4											
S. ATLANTIC	3,720	3,357	47,527	45,104	112	82	46	47	22	40											
Del.	72	63	1,087	1,092	1	2	-	1	-	-											
Md.	436	388	4,584	4,637	22	4	3	8	-	1											
D.C.	297	264	1,317	1,181	7	-	-	-	U	U											
Va.	270	237	6,574	5,468	7	3	9	10	7	10											
W. Va.	28	19	847	755	-	-	1	2	-	2											
N.C.	190	169	7,516	7,440	14	7	20	8	9	5											
S.C.	250	256	4,469	3,638	-	-	2	2	2	2											
Ga.	392	355	9,440	9,144	40	50	4	5	2	10											
Fla.	1,785	1,606	11,693	11,749	21	16	7	11	2	10											
E.S. CENTRAL	682	596	16,883	18,408	14	18	15	30	12	21											
Ky.	121	80	3,170	2,883	1	-	1	10	3	8											
Tenn.	220	259	5,260	5,293	2	3	9	11	8	11											
Ala.	174	163	4,374	5,909	5	8	5	1	-	-											
Miss.	167	94	4,079	4,323	6	7	-	8	1	2											
W.S. CENTRAL	1,296	1,097	36,497	37,264	7	22	22	30	28	46											
Ark.	81	68	2,845	2,202	2	1	1	4	-	3											
La.	331	213	5,929	6,751	3	3	-	2	12	11											
Okla.	67	67	3,670	3,300	2	2	8	5	8	3											
Tex.	817	749	24,053	25,011	-	16	13	19	8	29											
MOUNTAIN	510	444	11,849	14,426	43	29	41	47	27	29											
Mont.	11	6	862	571	3	3	3	8	-	-											
Idaho	7	9	619	687	5	3	5	7	-	4											
Wyo.	1	2	260	279	-	3	1	3	-	2											
Colo.	109	101	972	4,131	14	8	18	13	13	7											
N. Mex.	40	50	2,055	1,808	8	1	2	2	2	2											
Ariz.	202	141	4,946	4,598	1	2	7	12	7	11											
Utah	48	48	318	948	10	7	3	1	4	1											
Nev.	92	87	1,817	1,404	2	2	2	1	1	2											
PACIFIC	1,821	1,753	42,155	42,684	83	100	61	86	49	63											
Wash.	201	196	4,991	4,802	N	U	14	17	13	28											
Oreg.	69	47	701	2,504	3	3	9	12	7	14											
Calif.	1,526	1,456	34,261	33,168	79	97	33	50	27	14											
Alaska	9	5	906	926	-	-	1	1	-	1											
Hawaii	16	49	1,296	1,284	1	-	4	6	2	6											
Guam	9	13	-	-	-	-	N	N	U	U											
P.R.	408	284	2,090	U	-	-	-	3	U	U											
V.I.	2	18	53	-	-	-	-	-	U	U											
Amer. Samoa	-	-	U	U	U	U	U	U	U	U											
C.N.M.I.	-	-	U	U	U	U	U	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


