
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending June 9, 2007 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2007
Salmonellosis cummulative for 2006
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2007
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2007
Shigellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	336	833	1,898	12,769	13,343	34	73	315	941	914	161	290	879	4,942	4,436						
NEW ENGLAND	-	34	146	609	1,034	-	3	21	59	115	-	4	16	78	153						
Conn.	-	0	132	132	503	-	0	16	16	75	-	0	13	13	67						
Maine	-	2	14	38	40	-	1	8	12	5	-	0	5	8	2						
Mass.	-	22	60	335	380	-	1	6	21	26	-	3	11	50	74						
N.H.	-	3	15	42	64	-	0	3	5	6	-	0	2	3	3						
R.I.	-	1	19	41	31	-	0	2	2	1	-	0	3	3	5						
Vt.	-	1	6	21	16	-	0	4	3	2	-	0	2	1	2						
MID. ATLANTIC	49	96	189	1,666	1,620	3	8	63	100	113	4	13	47	199	393						
N.J.	-	18	50	148	331	-	1	20	9	32	-	2	34	22	162						
N.Y. (Upstate)	35	27	112	491	349	3	3	15	44	38	4	3	42	44	89						
N.Y. City	3	24	45	432	436	-	0	4	9	17	-	5	12	103	105						
Pa.	11	32	66	595	504	-	3	47	38	26	-	1	6	30	37						
E.N. CENTRAL	50	97	203	1,778	1,952	3	9	63	113	139	20	25	75	358	450						
Ill.	-	30	65	478	562	-	1	8	13	16	-	10	53	70	147						
Ind.	18	15	55	231	217	1	1	8	12	18	2	2	17	26	59						
Mich.	-	18	35	283	363	-	1	6	20	26	-	2	5	15	82						
Ohio	32	23	56	458	462	2	3	18	46	39	18	4	23	177	74						
Wis.	-	17	48	328	348	-	2	41	22	40	-	4	14	70	88						
W.N. CENTRAL	29	51	109	982	851	9	11	45	139	144	21	43	156	906	575						
Iowa	-	8	26	145	142	-	2	38	22	29	-	2	14	26	25						
Kans.	8	7	20	163	127	-	0	4	13	6	-	1	10	13	40						
