
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending December 30, 2006 (WEEK 52)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	16	64	245	3,263	4,591	31	84	574	4,114	5,338	28	43	127	2,409	2,309						
NEW ENGLAND	2	3	20	161	454	1	2	8	94	161	2	2	12	125	159						
Conn.	2	1	2	43	51	-	0	3	30	50	2	0	9	56	35						
Maine	-	0	2	6	9	-	0	2	23	14	-	0	2	10	7						
Mass.	-	0	6	51	287	-	0	5	14	56	-	0	4	27	67						
N.H.	-	0	16	37	82	1	0	1	13	30	-	0	1	1	9						
R.I.	-	0	4	16	19	-	0	4	10	5	-	0	10	23	31						
Vt.	-	0	2	8	6	-	0	1	4	6	-	0	2	8	10						
MID. ATLANTIC	2	6	17	347	651	3	8	55	416	696	6	12	48	882	789						
N.J.	-	1	5	71	154	-	2	8	96	239	-	1	11	96	121						
N.Y. (Upstate)	1	1	14	93	112	1	1	43	64	101	3	6	30	326	240						
N.Y. City	-	2	10	117	286	-	2	5	90	132	-	2	16	137	119						
Pa.	1	1	5	66	99	2	3	9	166	224	3	5	19	323	309						
E.N. CENTRAL	1	6	13	301	380	1	7	24	388	583	2	8	26	479	463						
Ill.	-	1	4	61	130	-	1	7	61	157	-	0	3	21	66						
Ind.	-	0	5	29	23	-	0	17	56	57	-	0	4	36	33						
Mich.	1	2	7	121	129	1	3	6	137	186	-	3	11	150	122						
Ohio	-	1	4	52	51	-	2	10	126	136	2	3	19	230	206						
Wis.	-	1	4	38	47	-	0	2	8	47	-	0	5	42	36						
W.N. CENTRAL	-	2	8	133	126	-	3	22	157	297	-	1	15	77	106						
Iowa	-	0	2	12	22	-	0	3	16	32	-	0	3	10	8						
Kans.	-	0	5	27	17	-	0	2	9	32	-	0	2	6	4						
Minn.	-	0	7	23	33	-	0	13	24	42	-	0	11	25	34						
Mo.	-	1	3	44	32	-	1	6	84	159	-	0	3	22	31						
Nebr.	-	0	2	18	19	-	0	3	21	24	-	0	2	9	5						
N. Dak.	-	0	2	-	2	-	0	0	-	-	-	0	1	-	3						
S. Dak.	-	0	3	9	1	-	0	1	3	8	-	0	1	5	21						
S. ATLANTIC	5	9	29	555	733	20	23	66	1,170	1,467	15	9	19	474	437						
Del.	-	0	2	12	6	-	1	4	47	37	-	0	2	12	19						
D.C.	-	0	1	8	6	-	0	2	9	13	-	0	5	33	14						
Fla.	4	4	13	217	289	16	8	15	427	510	10	3	9	171	119						
Ga.	-	1	6	65	124	2	4	8	179	202	-	0	3	29	39						
Md.	-	1	6	62	82	1	2	9	149	160	2	2	7	100	112						
N.C.	-	0	20	99	84	-	0	23	154	167	2	0	5	40	36						
S.C.	-	0	3	24	45	-	2	5	83	163	-	0	1	5	16						
Va.	1	1	11	62	93	1	1	18	70	146	1	1	7	68	55						
W. Va.	-	0	3	6	4	-	0	18	52	69	-	0	3	16	27						
E.S. CENTRAL	1	2	8	127	235	3	7	20	392	370	1	2	9	107	90						
Ala.	-	0	3	20	44	3	2	12	147	90	1	0	2	15	14						
Ky.	-	0	5	33	24	-	1	5	68	67	-	0	5	44	33						
Miss.	-	0	1	9	19	-	1	4	38	53	-	0	2	3	4						
Tenn.	1	1	5	65	148	-	2	7	139	160	-	1	7	45	39						
W.S. CENTRAL	-	6	77	335	552	-	17	315	798	946	-	1	32	61	78						
Ark.	-	0	9	38	20	-	1	3	50	73	-	0	3	3	9						
La.	-	0	4	25	65	-	0	5	37	70	-	0	2	4	4						
Okla.	-	0	3	9	6	-	0	17	73	61	-	0	6	7	10						
Tex.	-	5	73	263	461	-	13	295	638	742	-	0	26	47	55						
MOUNTAIN	4	5	17	270	348	1	3	16	141	204	2	2	8	120	100						
Ariz.	3	3	16	168	195	-	0	4	9	-	1	1	4	39	26						
Colo.	1	1	3	39	49	-	0	5	34	63	-	0	2	22	20						
Idaho	-	0	2	9	21	-	0	2	15	16	-	0	3	11	4						
Mont.	-	0	3	11	10	-	0	7	-	10	-	0	1	6	6						
Nev.	-	0	2	11	23	-	0	5	30	52	-	0	2	8	21						
N. Mex.	-	0	2	14	28	-	0	2	21	20	-	0	1	5	4						
Utah	-	0	2	15	21	1	0	5	31	40	1	0	6	29	15						
Wyo.	-	0	1	3	1	-	0	1	1	3	-	0	0	-	4						
PACIFIC	1	16	106	1,034	1,112	2	11	61	558	614	-	1	9	84	87						
Alaska	-	0	0	-	4	-	0	3	9	8	-	0	0	-	1						
Calif.	-	14	88	922	971	-	8	41	408	412	-	1	9	84	83						
Hawaii	-	0	3	13	24	-	0	1	6	10	-	0	0	-	3						
Oreg.	1	1	5	49	50	1	1	5	81	102	N	0	0	N	N						
