
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending April 28, 2007 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A† current week
Hepatitis (Viral Acute), Type A† previous 52 weeks median 
Hepatitis (Viral Acute), Type A† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A† cummulative for 2007
Hepatitis (Viral Acute), Type A† cummulative for 2006
Hepatitis (Viral Acute), Type B† current week
Hepatitis (Viral Acute), Type B† previous 52 weeks median 
Hepatitis (Viral Acute), Type B† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B† cummulative for 2007
Hepatitis (Viral Acute), Type B† cummulative for 2006
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2007
Legionellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	28	55	120	753	1,235	33	79	309	1,174	1,321	18	49	107	417	414						
NEW ENGLAND	-	1	19	11	67	-	2	5	19	44	-	2	13	9	18						
Conn.	-	1	3	4	11	-	0	5	10	21	-	0	9	3	3						
Maine	-	0	2	1	3	-	0	2	1	6	-	0	2	-	2						
Mass.	-	0	1	-	46	-	0	1	-	13	-	0	4	-	10						
N.H.	-	0	15	3	1	-	0	2	2	-	-	0	2	-	2						
R.I.	-	0	2	3	2	-	0	4	5	3	-	0	6	5	-						
Vt.	-	0	2	-	4	-	0	1	1	1	-	0	2	1	1						
MID. ATLANTIC	2	7	19	103	97	3	9	19	134	164	6	15	53	112	119						
N.J.	-	2	4	21	31	-	2	6	30	50	-	2	11	12	15						
N.Y. (Upstate)	1	2	12	27	18	2	1	14	26	23	5	5	30	36	38						
N.Y. City	-	2	11	39	33	-	2	6	24	33	-	2	20	16	17						
Pa.	1	1	4	16	15	1	3	7	54	58	1	5	19	48	49						
E.N. CENTRAL	2	6	13	71	98	4	8	19	124	150	3	10	30	81	84						
Ill.	-	1	4	17	21	-	1	5	15	54	-	1	11	-	15						
Ind.	-	0	7	5	7	-	0	17	11	9	-	1	5	5	3						
Mich.	1	2	8	26	35	-	2	8	41	50	-	3	10	30	17						
Ohio	1	1	4	23	25	4	3	10	52	35	3	4	19	45	36						
Wis.	-	0	4	-	10	-	0	3	5	2	-	0	3	1	13						
W.N. CENTRAL	-	2	17	43	40	-	2	14	45	48	-	1	16	15	13						
Iowa	-	0	1	6	3	-	0	3	8	8	-	0	3	1	1						
Kans.	-	0	1	-	16	-	0	2	4	6	-	0	3	2	1						
Minn.	-	0	17	24	2	-	0	13	4	2	-	0	11	2	-						
Mo.	-	1	3	7	10	-	1	5	24	29	-	0	2	8	8						
Nebr.	-	0	2	4	4	-	0	3	3	2	-	0	2	1	2						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	2	2	5	-	0	1	2	1	-	0	1	1	1						
S. ATLANTIC	8	9	27	148	177	19	23	53	320	381	4	9	24	109	100						
Del.	-	0	2	-	4	-	0	4	5	14	-	0	2	1	1						
D.C.	-	0	5	14	1	-	0	2	1	4	-	0	5	-	4						
Fla.	4	3	13	54	64	11	7	14	110	140	3	3	9	51	48						
Ga.	-	1	5	16	13	-	3	8	39	54	-	1	5	11	2						
Md.	1	1	7	22	26	-	2	8	28	54	-	2	8	22	16						
N.C.	-	0	11	7	40	-	1	16	52	66	-	0	5	9	13						
S.C.	-	0	3	4	7	-	2	5	25	23	-	0	2	5	2						
Va.	3	1	5	30	21	3	2	5	41	13	1	1	5	7	13						
W. Va.	-	0	3	1	1	5	0	23	19	13	-	0	4	3	1						
E.S. CENTRAL	1	2	7	22	41	2	6	20	74	115	-	2	9	17	13						
Ala.	-	0	2	3	2	-	1	10	22	27	-	0	2	1	3						
Ky.	-	0	2	4	19	-	1	5	2	31	-	1	6	8	3						
Miss.	-	0	4	4	2	-	0	7	7	13	-	0	2	-	1						
Tenn.	1	1	5	11	18	2	3	7	43	44	-	1	7	8	6						
W.S. CENTRAL	3	6	18	43	110	3	19	151	211	206	4	1	12	22	8						
Ark.	-	0	2	4	27	-	1	4	7	19	-	0	1	1	1						
La.	-	0	4	7	3	-	1	5	14	6	-	0	2	1	-						
Okla.	3	0	3	3	3	-	1	37	11	1	-	0	6	-	1						
Tex.	-	5	15	29	77	3	15	108	179	180	4	1	12	20	6						
MOUNTAIN	11	5	17	107	107	-	3	9	71	47	-	2	8	26	23						
Ariz.	11	3	13	90	62	-	0	6	33	2	-	1	4	9	7						
Colo.	-	1	3	7	17	-	0	4	8	11	-	0	2	5	5						
Idaho	-	0	2	1	4	-	0	2	4	5	-	0	3	1	2						
Mont.	-	0	3	1	1	-	0	0	-	-	-	0	1	1	-						
Nev.	-	0	2	5	6	-	1	5	13	14	-	0	2	2	4						
N. Mex.	-	0	2	1	8	-	0	2	4	7	-	0	2	2	-						
Utah	-	0	2	2	8	-	0	4	9	8	-	0	2	4	5						
Wyo.	-	0	1	-	1	-	0	1	-	-	-	0	1	2	-						
PACIFIC	1	14	52	205	498	2	11	38	176	166	1	1	11	26	36						
Alaska	-	0	1	1	1	-	0	3	3	1	-	0	1	-	-						
Calif.	1	12	48	184	463	2	8	26	135	130	-	1	11	20	36						
