
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 10, 2007 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	9,736	19,623	22,064	85,298	107,103	66	150	367	678	936	27	67	304	227	299						
NEW ENGLAND	708	605	1,188	3,043	2,903	-	0	0	-	-	-	3	22	10	51						
Conn.	197	110	654	301	332	N	0	0	N	N	-	0	3	3	36						
Maine	-	44	72	219	224	-	0	0	-	-	-	0	6	3	4						
Mass.	360	297	604	1,867	1,616	-	0	0	-	-	-	0	14	-	9						
N.H.	37	39	70	220	195	-	0	0	-	-	-	1	5	3	1						
R.I.	95	60	108	343	387	-	0	0	-	-	-	0	5	-	-						
Vt.	19	21	45	93	149	N	0	0	N	N	-	0	5	1	1						
MID. ATLANTIC	1,626	2,398	3,497	11,369	12,720	-	0	0	-	-	4	10	31	22	51						
N.J.	130	389	562	1,175	2,270	N	0	0	N	N	-	0	3	-	1						
N.Y. (Upstate)	405	502	2,213	1,809	1,370	N	0	0	N	N	2	3	13	6	6						
N.Y. City	530	745	1,566	4,157	4,803	N	0	0	N	N	-	2	10	1	14						
Pa.	561	782	1,004	4,228	4,277	N	0	0	N	N	2	4	17	15	30						
E.N. CENTRAL	702	3,104	4,100	11,297	19,456	-	1	3	3	3	4	16	110	42	58						
Ill.	-	1,012	1,352	3,170	6,613	-	0	0	-	-	-	2	22	-	8						
Ind.	166	389	614	2,365	2,484	-	0	0	-	-	-	1	18	1	2						
Mich.	414	668	1,225	3,646	2,966	-	0	3	2	2	-	2	9	9	10						
Ohio	13	633	1,424	1,108	4,856	-	0	2	1	1	4	5	33	25	22						
Wis.	109	368	526	1,008	2,537	N	0	0	N	N	-	5	53	7	16						
W.N. CENTRAL	284	1,187	1,445	5,355	7,179	-	0	1	2	-	5	12	77	35	31						
Iowa	-	162	225	792	1,010	N	0	0	N	N	-	2	28	6	3						
Kans.	1	147	282	769	981	N	0	0	N	N	-	1	8	5	6						
Minn.	-	247	321	619	1,505	-	0	0	-	-	3	3	21	4	12						
Mo.	193	447	628	2,349	2,549	-	0	1	2	-	1	2	21	6	7						
Nebr.	-	99	180	424	592	N	0	0	N	N	-	1	16	3	3						
N. Dak.	23	30	64	110	249	N	0	0	N	N	-	0	1	-	-						
S. Dak.	67	51	84	292	293	N	0	0	N	N	1	1	7	11	-						
S. ATLANTIC	2,031	3,778	5,605	17,780	19,922	-	0	1	1	2	13	17	67	91	74						
Del.	72	68	107	434	421	N	0	0	N	N	-	0	3	1	-						
D.C.	-	58	155	327	288	-	0	0	-	-	1	0	2	3	2						
Fla.	-	973	1,187	3,300	4,951	N	0	0	N	N	6	7	32	44	27						
Ga.	289	702	2,514	2,894	2,551	N	0	0	N	N	5	5	12	29	20						
Md.	-	341	482	1,747	1,731	-	0	1	1	2	1	0	3	3	4						
N.C.	718	631	1,772	3,394	4,956	-	0	0	-	-	-	0	11	2	16						
S.C.	438	350	2,105	2,858	1,927	N	0	0	N	N	-	1	13	3	1						
Va.	485	461	687	2,557	2,874	N	0	0	N	N	-	1	5	5	4						
