
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending November 25, 2006 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	29	51	333	2,222	2,293	44	175	334	8,118	7,685	570	835	2,857	37,226	26,018						
NEW ENGLAND	3	1	24	36	206	12	4	17	187	193	27	34	144	1,330	4,789						
Conn.	U	0	7	U	82	10	0	11	48	44	U	0	55	U	1,490						
Maine	-	0	2	9	N	-	0	2	8	1	-	2	20	151	277						
Mass.	-	0	6	-	95	-	2	6	107	111	-	0	54	94	2,094						
N.H.	-	0	0	-	-	-	0	2	11	15	4	6	47	447	303						
R.I.	3	0	11	13	18	2	0	2	11	21	-	0	0	-	-						
Vt.	-	0	2	14	11	-	0	1	2	1	23	12	50	638	625						
MID. ATLANTIC	4	3	15	158	189	8	21	35	1,004	927	86	102	183	4,414	4,346						
N.J.	N	0	0	N	N	4	3	8	150	120	-	0	0	-	-						
N.Y. (Upstate)	4	1	10	60	72	2	3	14	136	69	-	0	0	-	-						
N.Y. City	U	0	0	U	U	1	10	23	488	557	-	0	0	-	-						
Pa.	-	2	9	98	117	1	5	12	230	181	86	102	183	4,414	4,346						
E.N. CENTRAL	4	11	41	512	573	4	17	39	805	834	284	245	587	13,279	5,323						
Ill.	-	0	3	17	32	1	8	23	381	470	-	1	7	68	91						
Ind.	-	2	21	146	173	-	1	4	80	57	-	0	475	475	-						
Mich.	-	0	4	18	40	-	2	19	109	75	46	102	168	4,137	3,410						
Ohio	4	6	32	331	328	3	4	8	174	197	238	129	420	7,955	1,414						
Wis.	N	0	0	N	N	-	1	4	61	35	-	13	52	644	408						
W.N. CENTRAL	-	1	191	101	42	1	5	11	236	235	28	28	98	1,610	570						
Iowa	N	0	0	N	N	-	0	3	18	8	N	0	0	N	N						
Kans.	N	0	0	N	N	-	0	3	23	17	2	3	24	295	-						
Minn.	-	0	191	60	-	-	0	2	26	67	-	0	0	-	-						
Mo.	-	1	3	39	34	1	3	8	153	137	26	22	82	1,196	380						
Nebr.	-	0	1	1	2	-	0	1	3	4	-	0	0	-	-						
N. Dak.	-	0	1	-	3	-	0	1	1	1	-	0	25	45	61						
S. Dak.	-	0	1	1	3	-	0	3	12	1	-	1	10	74	129						
S. ATLANTIC	17	25	53	1,173	963	11	42	186	1,924	1,922	44	88	860	3,943	2,278						
Del.	-	0	0	-	3	-	0	2	17	10	-	1	6	62	28						
D.C.	-	0	3	26	13	-	2	9	116	102	-	0	5	45	37						
Fla.	13	13	36	649	514	5	15	23	670	644	-	0	0	-	-						
Ga.	2	7	29	395	325	-	7	147	347	442	-	0	0	-	-						
Md.	-	0	0	-	-	-	5	19	262	273	-	0	4	11	-						
N.C.	N	0	0	N	N	1	5	17	272	248	-	0	0	-	-						
S.C.	-	0	0	-	-	-	1	6	61	75	6	16	53	962	557						
Va.	N	0	0	N	N	5	3	17	174	125	20	28	812	1,505	632						
W. Va.	2	1	14	103	108	-	0	1	5	3	18	25	70	1,358	1,024						
E.S. CENTRAL	1	3	13	133	163	1	13	26	663	429	-	1	70	119	221						
Ala.	N	0	0	N	N	1	5	19	288	142	-	1	70	117	221						
Ky.	-	0	2	-	29	-	1	8	63	47	N	0	0	N	N						
Miss.	-	0	0	-	1	-	1	7	69	43	-	0	1	2	-						
Tenn.	1	3	13	133	133	-	5	13	243	197	N	0	0	N	N						
W.S. CENTRAL	-	0	5	20	107	1	28	52	1,412	1,140	81	187	1,757	10,021	6,115						
Ark.	-	0	3	12	13	-	1	6	74	46	60	9	110	805	25						
La.	-	0	4	8	94	1	4	27	264	256	-	0	8	48	120						
Okla.	N	0	0	N	N	-	1	6	66	36	-	0	0	-	-						
Tex.	N	0	0	N	N	-	22	36	1,008	802	21	170	1,647	9,168	5,970						
MOUNTAIN	-	2	9	89	50	3	8	25	374	384	20	58	137	2,510	2,376						
Ariz.	N	0	0	N	N	3	3	16	164	157	-	0	0	-	-						
Colo.	N	0	0	N	N	-	1	3	44	43	19	31	76	1,358	1,655						
Idaho	N	0	0	N	N	-	0	1	2	20	-	0	0	-	-						
Mont.	-	0	1	-	-	-	0	1	1	6	-	0	2	2	-						
Nev.	-	0	0	-	-	-	1	12	95	98	-	0	0	-	-						
N. Mex.	-	0	1	1	-	-	1	5	59	51	1	4	34	339	203						
Utah	-	1	9	46	25	-	0	2	9	9	-	13	55	758	465						
Wyo.	-	1	4	42	25	-	0	0	-	-	-	0	11	53	53						
PACIFIC	-	0	0	-	-	3	34	51	1,513	1,621	-	0	0	-	-						
Alaska	-	0	0	-	-	-	0	4	9	6	-	0	0	-	-						
Calif.	N	0	0	N	N	1	29	42	1,310	1,435	-	0	0	-	-						
Hawaii	-	0	0	-	-	-	0	2	17	10	N	0	0	N	N						
Oreg.	N	0	0	N	N	1	0	3	18	33	N	0	0	N	N						
Wash.	N	0	0	N	N	1	2	10	159	137	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	-	0	0	-	-	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	3	-	2	5	-	430						
P.R.	N	0	0	N	N	-	3	10	120	199	-	7	47	316	644						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


