
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending September 23, 2006 (WEEK 38)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2006
Giardiasis cummulative for 2005
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2006
Gonorrhea cummulative for 2005
Haemophilus influenzae, invasive, All ages, all serotypes current week
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2005

tab delimited data:
test
UNITED STATES	227	312	1,029	11,343	13,559	3,912	6,494	14,136	236,035	239,539	14	38	142	1,490	1,709						
NEW ENGLAND	15	24	75	904	1,237	123	104	288	3,963	4,332	-	3	19	124	129						
Conn.	6	0	37	214	262	67	40	241	1,563	1,875	-	0	9	37	38						
Maine	2	2	13	118	158	5	2	6	92	100	-	0	4	17	8						
Mass.	-	10	25	357	553	40	46	86	1,775	1,870	-	1	7	52	63						
N.H.	1	0	9	23	47	-	4	9	142	123	-	0	2	6	7						
R.I.	6	0	25	78	86	11	8	19	345	324	-	0	7	4	7						
Vt.	-	3	9	114	131	-	1	3	46	40	-	0	2	8	6						
MID. ATLANTIC	44	53	254	1,927	2,439	480	608	1,014	22,131	24,465	3	7	30	288	319						
N.J.	-	7	15	206	327	35	103	143	3,589	4,160	-	2	4	45	61						
N.Y. (Upstate)	32	24	227	834	832	186	123	455	4,552	4,875	1	2	27	98	95						
N.Y. City	2	8	32	348	657	105	161	357	5,983	7,296	1	1	4	32	58						
Pa.	10	15	29	539	623	154	212	393	8,007	8,134	1	3	8	113	105						
E.N. CENTRAL	24	49	110	1,715	2,437	795	1,284	7,047	46,748	47,768	3	5	14	214	299						
Ill.	-	10	25	317	577	151	376	709	13,978	14,366	-	1	6	47	101						
Ind.	N	0	0	N	N	150	165	237	6,418	5,935	1	1	11	64	54						
Mich.	5	13	24	459	593	441	252	5,880	10,443	8,029	-	0	3	17	18						
Ohio	19	16	32	577	556	35	331	648	11,130	15,262	2	1	6	63	93						
Wis.	-	10	40	362	711	18	130	172	4,779	4,176	-	0	4	23	33						
W.N. CENTRAL	15	28	260	1,304	1,487	65	362	436	13,141	13,658	2	2	15	100	85						
Iowa	5	5	14	207	201	-	34	46	1,199	1,157	-	0	1	1	-						
Kans.	1	4	11	148	145	38	46	124	1,519	1,917	-	0	3	14	9						
Minn.	-	2	238	477	610	-	62	105	1,972	2,512	2	0	9	51	37						
Mo.	9	9	32	334	334	-	189	251	7,100	6,889	-	0	6	24	26						
Nebr.	-	2	8	74	96	23	23	56	1,003	851	-	0	2	6	12						
N. Dak.	-	0	7	11	11	-	2	7	69	72	-	0	3	4	1						
S. Dak.	-	1	7	53	90	4	6	15	279	260	-	0	0	-	-						
S. ATLANTIC	33	49	95	1,723	1,983	1,054	1,503	2,334	57,588	56,502	6	10	26	397	403						
Del.	-	1	4	30	43	34	26	44	1,075	619	-	0	1	1	-						
D.C.	-	1	5	50	40	-	34	61	1,138	1,521	-	0	1	3	7						
Fla.	21	18	39	752	697	365	433	553	16,788	14,519	1	3	9	129	99						
Ga.	12	10	44	368	528	12	305	1,014	10,217	10,679	3	2	12	79	87						
Md.	-	4	11	141	146	125	128	186	4,810	5,062	-	1	5	50	53						
N.C.	N	0	0	N	N	123	283	766	12,193	11,428	2	0	9	46	65						
S.C.	-	1	7	65	86	141	128	748	5,839	5,898	-	1	3	25	26						
Va.	-	7	50	300	411	236	130	288	4,840	6,272	-	1	8	48	43						
W. Va.	-	0	5	17	32	18	17	42	688	504	-	0	4	16	23						
E.S. CENTRAL	4	8	40	318	301	252	572	859	21,520	20,096	-	2	7	78	91						
Ala.	4	4	29	165	135	20	183	310	6,901	6,518	-	0	5	20	17						
