
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending February 15, 2003 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral, Acute), Type B cummulative for 2003
Hepatitis (Viral, Acute), Type B cummulative for 2002
Hepatitis (Viral, Acute), Type C cummulative for 2003
Hepatitis (Viral, Acute), Type c cummulative for 2002
Legionellosis cummulative for 2003
Legionellosis cummulative for 2002
Listeriosis cummulative for 2003
Listeriosis cummulative for 2002
Lyme Disease cummulative for 2003
Lyme Disease cummulative for 2002

tab delimited data:
test
UNITED STATES	627	603	102	222	98	97	43	45	354	576											
NEW ENGLAND	17	31	-	6	3	5	3	3	4	55											
Maine	-	-	-	-	-	-	-	1	-	-											
N.H.	-	3	-	-	-	1	1	-	-	7											
Vt.	1	2	-	4	1	-	-	-	3	-											
Mass.	16	22	-	2	1	2	2	1	-	45											
R.I.	-	-	-	-	-	-	-	-	1	3											
Conn.	-	4	-	-	1	2	-	1	-	-											
MID. ATLANTIC	154	121	7	7	13	19	10	5	285	417											
Upstate N.Y.	5	4	3	2	5	4	2	3	194	241											
N.Y. City	91	59	-	-	8	-	5	1	55	-											
N.J.	55	36	4	3	-	6	2	-	34	89											
Pa.	3	22	-	2	-	9	1	1	2	87											
E.N. CENTRAL	50	50	14	10	28	37	5	9	6	16											
Ohio	24	7	1	-	16	24	2	4	4	2											
Ind.	-	2	-	-	-	3	1	-	2	1											
Ill.	-	3	1	2	-	-	-	1	-	-											
Mich.	26	32	12	8	12	8	2	1	-	-											
Wis.	-	6	-	-	-	2	-	3	U	13											
W.N. CENTRAL	21	30	27	82	2	2	2	1	-	7											
Minn.	2	1	-	-	-	-	1	-	-	2											
Iowa	1	6	-	-	1	-	-	-	-	3											
Mo.	13	13	25	79	-	1	-	1	-	2											
N. Dak.	-	-	-	-	-	-	-	-	-	-											
S. Dak.	-	-	-	-	-	-	-	-	-	-											
Nebr.	4	5	2	3	-	1	1	-	-	-											
Kans.	1	5	-	-	1	-	-	-	-	-											
S. ATLANTIC	221	167	22	13	40	13	11	6	43	62											
Del.	1	2	-	3	-	3	-	-	-	9											
Md.	9	18	2	2	11	5	2	1	31	45											
D.C.	-	2	-	-	-	-	-	-	-	3											
Va.	1	18	-	-	2	-	-	-	-	-											
W. Va.	-	2	-	-	N	N	-	-	-	-											
N.C.	17	34	1	3	4	1	1	-	6	-											
S.C.	-	3	-	1	-	-	1	2	-	1											
Ga.	133	27	3	1	5	3	3	2	1	-											
Fla.	60	61	16	3	18	1	4	1	5	4											
E.S. CENTRAL	28	48	13	24	1	1	4	2	1	2											
Ky.	6	4	2	1	-	-	-	-	-	-											
Tenn.	6	17	-	3	1	-	-	1	1	-											
Ala.	9	14	1	2	-	1	3	1	-	-											
Miss.	7	13	10	18	-	-	1	-	-	2											
W.S. CENTRAL	10	21	6	61	2	2	-	4	2	8											
Ark.	-	17	-	4	-	-	-	-	-	-											
La.	10	3	6	1	-	-	-	-	2	1											
Okla.	-	1	-	-	2	-	-	-	-	-											
Tex.	-	-	-	56	-	2	-	4	-	7											
MOUNTAIN	69	38	7	5	5	4	8	3	1	1											
Mont.	2	-	-	-	-	-	1	-	-	-											
Idaho	-	-	-	-	1	-	-	-	1	-											
Wyo.	1	3	-	2	-	-	-	-	-	-											
Colo.	12	10	5	1	1	1	5	1	-	-											
N. Mex.	-	10	-	-	-	1	-	-	-	1											
Ariz.	49	7	2	-	2	-	2	2	-	-											
Utah	4	3	-	-	1	2	-	-	-	-											
Nev.	1	5	-	2	-	-	-	-	-	-											
PACIFIC	57	97	6	14	4	14	-	12	12	8											
Wash.	3	5	1	1	-	-	-	-	-	-											
Oreg.	17	20	2	6	N	N	-	1	3	1											
Calif.	37	71	3	7	4	14	-	11	9	7											
Alaska	-	1	-	-	-	-	-	-	-	-											
Hawaii	-	-	-	-	-	-	-	-	N	N											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	4	-	-	-	-	-	1	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


