
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending August 30, 2003 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2002
Giardiasis cummulative for 2003
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2003
Gonorrhea cummulative for 2002

tab delimited data:
test
UNITED STATES	1,271	2,134	150	124	84	30	10,639	12,613	197,327	232,650											
NEW ENGLAND	86	169	27	37	8	4	734	1,150	4,651	5,121											
Maine	7	23	1	6	-	-	108	126	130	89											
N.H.	11	19	2	-	-	-	20	31	72	79											
Vt.	12	5	-	1	-	-	67	86	49	71											
Mass.	29	80	3	16	8	4	304	625	1,861	2,193											
R.I.	1	8	-	1	-	-	74	93	631	581											
Conn.	26	34	21	13	-	-	161	189	1,908	2,108											
MID. ATLANTIC	148	227	9	1	23	4	2,124	2,575	24,228	28,066											
Upstate N.Y.	60	105	5	-	11	-	620	721	4,887	5,648											
N.Y. City	3	12	-	-	-	-	705	981	8,418	8,423											
N.J.	12	39	-	-	-	-	217	304	5,623	5,118											
Pa.	73	71	4	1	12	4	582	569	5,300	8,877											
E.N. CENTRAL	289	513	18	24	15	3	1,706	2,152	36,618	48,654											
Ohio	66	90	15	8	14	2	571	565	9,746	14,218											
Ind.	57	43	-	-	-	-	-	-	3,784	4,735											
Ill.	42	124	-	6	-	-	420	630	11,109	16,203											
Mich.	49	85	-	3	-	1	450	553	8,714	9,486											
Wis.	75	171	3	7	1	-	265	404	3,265	4,012											
W.N. CENTRAL	229	302	25	21	18	3	1,150	1,207	10,870	11,951											
Minn.	73	96	14	18	1	-	449	424	1,787	2,084											
Iowa	49	71	-	-	-	-	159	184	607	771											
Mo.	56	42	8	-	1	-	296	308	5,538	5,906											
N. Dak.	8	4	-	-	9	-	24	13	30	48											
S. Dak.	14	31	3	1	-	-	40	50	146	166											
Nebr.	14	36	-	2	-	-	77	115	1,016	1,036											
Kans.	15	22	-	-	7	3	105	113	1,746	1,940											
S. ATLANTIC	99	164	46	18	5	-	1,740	1,872	51,443	58,860											
Del.	4	5	N	N	N	N	25	32	793	1,067											
Md.	6	18	-	-	-	-	67	71	5,281	5,879											
D.C.	1	-	-	-	-	-	29	29	1,489	1,784											
Va.	28	34	7	2	-	-	230	173	5,045	6,514											
W. Va.	3	3	-	-	-	-	25	32	588	660											
N.C.	5	28	14	-	-	-	N	N	10,073	10,753											
S.C.	-	4	-	-	-	-	81	64	5,189	5,973											
Ga.	19	37	2	7	-	-	589	611	11,155	11,562											
Fla.	33	35	23	9	5	-	694	860	11,830	14,668											
E.S. CENTRAL	53	74	2	-	6	9	213	237	16,978	20,337											
Ky.	17	19	2	-	6	9	N	N	2,399	2,422											
Tenn.	22	33	-	-	-	-	104	107	5,450	6,248											
Ala.	11	14	-	-	-	-	109	130	5,086	7,099											
Miss.	3	8	-	-	-	-	-	-	4,043	4,568											
W.S. CENTRAL	35	78	1	-	3	3	182	150	27,286	32,780											
Ark.	5	6	-	-	-	-	97	100	2,610	3,173											
La.	3	2	-	-	-	-	5	4	6,983	8,105											
Okla.	17	16	-	-	-	-	80	44	2,691	3,270											
Tex.	10	54	1	-	3	3	-	2	15,002	18,232											
MOUNTAIN	167	204	20	17	6	4	967	989	6,427	7,328											
Mont.	12	15	-	-	-	-	62	60	69	60											
Idaho	38	28	15	9	-	-	118	73	52	58											
Wyo.	2	6	-	1	-	-	15	20	30	42											
Colo.	35	67	2	4	6	4	263	335	1,566	2,299											
N. Mex.	6	4	3	3	-	-	30	111	722	1,003											
Ariz.	23	23	N	N	N	N	185	123	2,493	2,430											
Utah	35	41	-	-	-	-	218	182	285	184											
Nev.	16	20	-	-	-	-	76	85	1,210	1,252											
PACIFIC	165	403	2	6	-	-	1,823	2,281	18,826	19,553											
Wash.	49	98	1	-	-	-	170	262	1,835	1,889											
Oreg.	33	132	1	6	-	-	233	273	581	579											
Calif.	77	137	-	-	-	-	1,311	1,614	15,579	16,235											
Alaska	1	6	-	-	-	-	51	65	332	407											
Hawaii	5	30	-	-	-	-	58	67	499	443											
Guam	N	N	-	-	-	-	-	7	-	35											
P.R.	-	1	-	-	-	-	35	53	137	249											
V.I.	-	-	-	-	-	-	-	-	36	31											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


