
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending January 6, 2007 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcus pneumoniae, invasive disease †, Age <5 years current week
Streptococcus pneumoniae, invasive disease †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, Age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease †, Age <5 years cummulative for 2006

tab delimited data:
test
UNITED STATES	35	84	213	35	75	8	21	41	8	9											
NEW ENGLAND	-	3	15	-	3	-	1	4	-	-											
Conn.	U	0	0	U	-	U	0	0	U	U											
Maine	-	0	2	-	1	-	0	2	-	-											
Mass.	-	2	6	-	2	-	0	4	-	-											
N.H.	-	0	9	-	-	-	0	4	-	-											
R.I.	-	0	2	-	-	-	0	3	-	-											
Vt.	-	0	2	-	-	-	0	0	-	-											
MID. ATLANTIC	2	18	40	2	19	-	3	8	-	-											
N.J.	-	2	8	-	6	-	1	4	-	-											
N.Y. (Upstate)	2	5	19	2	1	-	2	7	-	-											
N.Y. City	-	2	8	-	5	-	0	2	-	-											
Pa.	-	6	13	-	7	-	0	0	-	-											
E.N. CENTRAL	11	12	44	11	18	3	6	14	3	4											
Ill.	-	2	11	-	8	-	1	6	-	2											
Ind.	-	2	11	-	-	-	0	10	-	-											
Mich.	1	3	12	1	5	1	1	5	1	1											
Ohio	10	4	19	10	4	2	2	7	2	1											
Wis.	-	1	4	-	1	-	0	2	-	-											
W.N. CENTRAL	1	4	57	1	3	-	2	10	-	-											
Iowa	N	0	0	N	N	-	0	0	-	-											
Kans.	1	1	5	1	2	-	0	3	-	-											
Minn.	-	0	52	-	-	-	0	7	-	-											
Mo.	-	1	5	-	-	-	0	2	-	-											
Nebr.	-	0	4	-	1	-	0	2	-	-											
N. Dak.	-	0	2	-	-	-	0	1	-	-											
S. Dak.	-	0	2	-	-	-	0	0	-	-											
S. ATLANTIC	6	23	45	6	20	4	1	6	4	-											
Del.	-	0	2	-	1	-	0	0	-	-											
D.C.	-	0	2	-	1	-	0	1	-	-											
Fla.	-	5	16	-	5	-	0	0	-	-											
Ga.	3	5	12	3	6	2	0	0	2	-											
Md.	3	4	12	3	5	2	1	5	2	-											
N.C.	-	0	26	-	-	U	0	0	U	U											
S.C.	-	1	6	-	2	-	0	0	-	-											
Va.	-	2	9	-	-	-	0	0	-	-											
W. Va.	-	0	6	-	-	-	0	2	-	-											
E.S. CENTRAL	3	3	11	3	6	-	0	2	-	2											
Ala.	N	0	0	N	N	-	0	0	-	-											
Ky.	-	0	5	-	1	-	0	0	-	-											
Miss.	-	0	0	-	-	-	0	2	-	2											
Tenn.	3	3	9	3	5	-	0	0	-	-											
W.S. CENTRAL	2	7	18	2	-	1	3	8	1	-											
Ark.	-	0	5	-	-	-	0	2	-	-											
La.	-	0	2	-	-	-	0	1	-	-											
Okla.	2	2	8	2	-	1	1	5	1	-											
Tex.	-	4	14	-	-	-	2	6	-	-											
MOUNTAIN	9	11	41	9	5	-	3	12	-	3											
Ariz.	1	5	34	1	1	-	2	9	-	-											
Colo.	7	2	7	7	4	-	1	4	-	3											
Idaho	-	0	1	-	-	-	0	1	-	-											
Mont.	-	0	0	-	-	-	0	0	-	-											
Nev.	-	0	0	-	-	-	0	0	-	-											
N. Mex.	-	1	5	-	-	-	0	3	-	-											
Utah	1	1	7	1	-	-	0	0	-	-											
Wyo.	-	0	1	-	-	-	0	0	-	-											
PACIFIC	1	2	9	1	1	-	0	1	-	-											
Alaska	-	0	0	-	-	-	0	0	-	-											
Calif.	-	0	0	-	-	-	0	0	-	-											
Hawaii	1	2	9	1	1	-	0	1	-	-											
Oreg.	N	0	0	N	N	-	0	0	-	-											
Wash.	N	0	0	N	N	-	0	0	-	-											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	-	0	0	-	-											
V.I.	U	0	0	U	U	U	0	0	U	U											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


