
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending July 1, 2006 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	18	75	245	1,610	1,885	33	88	597	1,850	2,591	12	41	127	674	649						
NEW ENGLAND	1	5	22	97	212	1	2	9	34	71	-	2	12	26	31						
Conn.	1	1	3	19	26	-	0	3	-	27	-	0	8	11	7						
Maine	-	0	2	4	1	-	0	2	10	5	-	0	1	3	2						
Mass.	-	4	14	47	130	-	1	5	14	23	-	1	6	10	15						
N.H.	-	1	12	15	46	1	0	3	6	13	-	0	1	1	4						
R.I.	-	0	4	5	5	-	0	2	4	1	-	0	10	-	3						
Vt.	-	0	2	7	4	-	0	1	-	2	-	0	3	1	-						
MID. ATLANTIC	2	9	24	136	313	2	9	55	171	343	10	14	53	180	186						
N.J.	-	2	9	17	56	-	3	10	40	123	-	1	13	6	32						
N.Y. (Upstate)	2	2	14	42	49	1	1	43	30	29	4	5	29	76	42						
N.Y. City	-	3	10	51	160	-	1	5	24	74	-	2	20	19	28						
Pa.	-	1	6	26	48	1	3	9	77	117	6	5	17	79	84						
E.N. CENTRAL	-	6	15	127	169	1	8	24	162	283	-	8	25	139	130						
Ill.	-	1	11	17	52	-	1	6	6	83	-	1	5	13	19						
Ind.	-	0	7	19	9	-	0	17	23	15	-	0	6	6	10						
Mich.	-	2	8	48	57	-	3	7	66	95	-	2	6	33	32						
Ohio	-	1	4	36	27	1	2	8	62	71	-	4	19	68	57						
Wis.	-	0	5	7	24	-	0	6	5	19	-	1	5	19	12						
W.N. CENTRAL	-	2	30	72	48	1	4	22	69	130	-	1	12	20	20						
Iowa	-	0	2	4	12	-	0	3	5	13	-	0	1	1	3						
Kans.	-	0	5	21	8	-	0	2	5	18	-	0	1	1	2						
Minn.	-	0	29	6	3	-	0	13	6	11	-	0	10	-	1						
Mo.	-	1	4	27	22	-	3	7	47	71	-	0	3	11	9						
Nebr.	-	0	3	9	3	1	0	2	6	14	-	0	2	3	1						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	1						
S. Dak.	-	0	3	5	-	-	0	1	-	3	-	0	6	4	3						
S. ATLANTIC	5	11	34	238	289	6	23	66	562	750	1	9	19	166	151						
Del.	-	0	2	9	4	-	1	4	19	18	-	0	2	3	8						
D.C.	-	0	2	2	2	-	0	2	4	4	-	0	2	6	2						
Fla.	5	4	18	87	96	5	8	19	213	256	1	3	8	73	45						
Ga.	-	1	6	28	61	-	3	9	77	122	-	0	4	8	14						
Md.	-	1	6	29	27	-	2	9	78	84	-	1	6	27	42						
N.C.	-	0	20	45	38	1	0	23	86	86	-	0	5	19	14						
S.C.	-	1	3	10	15	-	2	7	32	81	-	0	2	2	6						
Va.	-	1	11	24	43	-	1	18	20	79	-	1	7	24	16						
W. Va.	-	0	3	4	3	-	0	18	33	20	-	0	3	4	4						
E.S. CENTRAL	-	3	15	57	117	3	6	18	155	193	-	2	9	39	33						
Ala.	-	0	9	7	14	3	1	7	53	47	-	0	1	7	9						
Ky.	-	0	5	23	8	-	1	5	38	40	-	0	4	10	10						
Miss.	-	0	2	3	11	-	0	3	5	31	-	0	1	1	1						
Tenn.	-	1	7	24	84	-	2	12	59	75	-	1	7	21	13						
W.S. CENTRAL	1	7	77	107	206	1	14	315	298	250	-	1	32	13	14						
Ark.	1	0	9	29	8	-	1	4	19	33	-	0	3	-	4						
La.	-	0	4	4	33	-	0	3	10	41	-	0	1	6	-						
Okla.	-	0	2	4	3	1	0	17	13	25	-	0	3	1	2						
Tex.	-	5	73	70	162	-	11	295	256	151	-	0	26	6	8						
MOUNTAIN	1	5	18	119	153	3	6	39	138	264	1	2	8	42	53						
Ariz.	-	2	16	64	76	-	4	27	86	168	-	0	3	14	12						
Colo.	1	1	4	24	18	1	1	5	20	27	-	0	3	3	14						
Idaho	-	0	2	6	18	-	0	2	5	6	-	0	2	7	3						
Mont.	-	0	2	5	7	-	0	7	-	3	-	0	1	3	4						
Nev.	-	0	2	6	8	-	1	4	13	24	-	0	2	3	10						
N. Mex.	-	0	3	5	12	-	0	3	1	12	-	0	1	-	2						
Utah	-	0	2	8	13	2	0	4	13	23	1	0	2	11	5						
Wyo.	-	0	1	1	1	-	0	1	-	1	-	0	1	1	3						
PACIFIC	8	17	163	657	378	15	9	61	261	307	-	2	9	49	31						
Alaska	-	0	1	-	3	-	0	1	1	7	-	0	1	-	-						
Calif.	4	15	162	597	315	11	7	41	203	209	-	2	9	49	30						
Hawaii	-	0	2	8	14	-	0	1	4	2	-	0	1	-	1						
Oreg.	-	0	5	26	23	-	1	6	32	51	N	0	0	N	N						
Wash.	4	1	13	26	23	4	0	18	21	38	-	0	0	-	-						
Amer. Samoa	U	0	0	U	1	U	0	0	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	2	-	0	2	-	16	-	0	0	-	-						
P.R.	-	0	4	8	43	-	1	8	14	20	-	0	1	1	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


