
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending March 30, 2002 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Congenital) cummulative for 2002
Syphilis (Congenital) cummulative for 2001
Tuberculosis cummulative for 2002
Tuberculosis cummulative for 2001
Typhoid Fever cummulative for 2002
Typhoid Fever cummulative for 2001

tab delimited data:
test
UNITED STATES	1,332	1,341	2	116	1,597	2,455	51	69													
NEW ENGLAND	17	9	-	1	64	78	5	4													
Maine	-	-	-	-	-	-	-	-													
N.H.	-	-	-	-	3	6	-	-													
Vt.	-	-	-	-	-	2	-	-													
Mass.	12	6	-	1	29	42	4	4													
R.I.	2	-	-	-	11	6	-	-													
Conn.	3	3	-	-	21	22	1	-													
MID. ATLANTIC	132	108	-	18	329	368	13	26													
Upstate N.Y.	2	4	-	12	26	-	2	4													
N.Y. City	81	64	-	-	235	209	8	3													
N.J.	30	18	-	5	11	100	3	19													
Pa.	19	22	-	1	57	59	-	-													
E.N. CENTRAL	265	195	-	20	214	234	8	4													
Ohio	37	16	-	1	40	49	3	1													
Ind.	12	44	-	3	22	21	1	-													
Ill.	66	71	-	14	102	113	-	1													
Mich.	145	57	-	2	44	33	3	1													
Wis.	5	7	-	-	6	18	1	1													
W.N. CENTRAL	12	21	-	3	88	88	1	4													
Minn.	3	11	-	-	46	46	-	-													
Iowa	-	-	-	-	-	9	-	-													
Mo.	4	5	-	1	34	22	1	4													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	-	-	-	-	5	1	-	-													
Nebr.	3	-	-	-	-	10	-	-													
Kans.	2	5	-	2	3	-	-	-													
S. ATLANTIC	351	506	-	29	336	476	9	10													
Del.	4	3	-	-	-	-	-	-													
Md.	29	69	-	1	33	35	1	3													
D.C.	18	9	-	1	-	20	-	-													
Va.	8	38	-	-	15	51	-	1													
W. Va.	-	-	-	-	7	8	-	-													
N.C.	84	124	-	2	49	53	-	1													
S.C.	29	76	-	8	27	37	-	-													
Ga.	49	65	-	6	42	85	5	3													
Fla.	130	122	-	11	163	187	3	2													
E.S. CENTRAL	158	144	-	7	147	170	-	-													
Ky.	15	12	-	-	26	17	-	-													
Tenn.	64	76	-	4	66	58	-	-													
Ala.	60	26	-	2	45	67	-	-													
Miss.	19	30	-	1	10	28	-	-													
W.S. CENTRAL	178	177	2	20	52	386	-	4													
Ark.	6	12	-	2	19	33	-	-													
La.	34	37	-	-	-	-	-	-													
Okla.	14	23	-	1	33	13	-	-													
Tex.	124	105	2	17	-	340	-	4													
MOUNTAIN	59	48	-	5	42	95	3	2													
Mont.	-	-	-	-	-	-	-	1													
Idaho	1	-	-	-	-	4	-	-													
Wyo.	-	-	-	-	1	-	-	-													
Colo.	-	4	-	-	10	26	2	-													
N. Mex.	9	4	-	-	7	10	-	-													
Ariz.	43	32	-	5	17	29	-	-													
Utah	5	6	-	-	5	5	1	-													
Nev.	1	2	-	-	2	21	-	1													
PACIFIC	160	133	-	13	325	560	12	15													
Wash.	13	19	-	-	55	38	-	1													
Oreg.	4	3	-	-	19	19	2	-													
Calif.	142	108	-	13	204	452	10	13													
Alaska	-	-	-	-	19	13	-	-													
Hawaii	1	3	-	-	28	38	-	1													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	111	-	4	-	23	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	2	U	-	U	11	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


