
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending March 26, 2005 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2005
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2005
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2005
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2005
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2004

tab delimited data:
test
UNITED STATES	521	529	-	3	27	26	48	54													
NEW ENGLAND	39	50	-	1	3	4	2	-													
Maine	2	5	-	-	-	-	-	-													
N.H.	-	9	-	-	-	1	-	-													
Vt.	5	4	-	-	-	-	2	-													
Mass.	16	23	-	1	-	2	-	-													
R.I.	4	1	-	-	2	-	-	-													
Conn.	12	8	-	-	1	1	-	-													
MID. ATLANTIC	99	108	-	-	-	1	10	14													
Upstate N.Y.	28	33	-	-	-	1	1	2													
N.Y. City	15	21	-	-	-	-	3	4													
N.J.	20	21	-	-	-	-	3	2													
Pa.	36	33	-	-	-	-	3	6													
E.N. CENTRAL	71	100	-	-	1	6	2	15													
Ohio	39	34	-	-	-	2	2	4													
Ind.	17	13	-	-	1	3	-	1													
Ill.	2	26	-	-	-	-	-	6													
Mich.	8	7	-	-	-	1	-	3													
Wis.	5	20	-	-	-	-	-	1													
W.N. CENTRAL	30	22	-	1	2	1	5	2													
Minn.	13	9	-	-	2	1	-	-													
Iowa	-	1	-	1	-	-	-	-													
Mo.	12	8	-	-	-	-	2	2													
N. Dak.	1	-	-	-	-	-	1	-													
S. Dak.	-	-	-	-	-	-	-	-													
Nebr.	2	4	-	-	-	-	1	-													
Kans.	2	-	-	-	-	-	1	-													
S. ATLANTIC	145	119	-	-	5	2	10	8													
Del.	-	-	-	-	-	-	-	-													
Md.	22	27	-	-	2	1	1	-													
D.C.	-	-	-	-	-	-	-	-													
Va.	13	9	-	-	-	-	-	-													
W. Va.	9	6	-	-	-	1	3	2													
N.C.	24	11	-	-	2	-	-	-													
S.C.	4	2	-	-	-	-	1	-													
Ga.	46	31	-	-	-	-	4	6													
Fla.	27	33	-	-	1	-	1	-													
E.S. CENTRAL	24	19	-	-	-	-	4	5													
Ky.	-	-	-	-	-	-	-	-													
Tenn.	19	11	-	-	-	-	2	4													
Ala.	5	8	-	-	-	-	2	1													
Miss.	-	-	-	-	-	-	-	-													
W.S. CENTRAL	27	23	-	-	2	3	5	-													
Ark.	-	-	-	-	-	-	-	-													
La.	10	8	-	-	-	-	5	-													
Okla.	17	15	-	-	2	3	-	-													
Tex.	-	-	-	-	-	-	-	-													
MOUNTAIN	67	67	-	1	10	8	8	8													
Mont.	-	-	-	-	-	-	-	-													
Idaho	2	2	-	-	-	-	1	1													
Wyo.	1	-	-	-	-	-	-	-													
Colo.	14	12	-	-	-	-	2	1													
N. Mex.	6	19	-	-	2	3	-	4													
Ariz.	29	31	-	-	6	5	1	1													
Utah	5	1	-	1	-	-	2	-													
Nev.	10	2	-	-	2	-	2	1													
PACIFIC	19	21	-	-	4	1	2	2													
Wash.	-	1	-	-	-	-	-	1													
Oreg.	9	11	-	-	-	-	2	-													
Calif.	7	6	-	-	4	1	-	1													
Alaska	1	-	-	-	-	-	-	-													
Hawaii	2	3	-	-	-	-	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	-	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


