
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending June 23, 2007 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	52	243	1,479	3,510	6,348	56	95	168	1,953	2,307	63	29	211	509	637						
NEW ENGLAND	-	32	77	474	748	14	10	22	252	178	-	0	10	-	6						
Conn.	-	2	10	18	31	5	4	14	86	72	-	0	0	-	-						
Maine	-	2	15	36	23	-	2	8	38	43	N	0	0	N	N						
Mass.	-	21	46	369	472	-	0	0	-	-	-	0	1	-	5						
N.H.	-	2	9	30	123	3	1	4	20	13	-	0	0	-	1						
R.I.	-	0	31	1	22	-	0	3	18	14	-	0	9	-	-						
Vt.	-	1	9	20	77	6	2	13	90	36	-	0	0	-	-						
MID. ATLANTIC	10	34	155	549	785	-	13	38	303	198	1	1	6	21	25						
N.J.	-	3	16	60	148	-	0	0	-	-	-	0	4	-	14						
N.Y. (Upstate)	8	18	146	299	289	-	-	-	-	-	1	0	0	1	-						
N.Y. City	-	2	6	51	44	-	1	5	24	6	-	0	3	9	4						
Pa.	2	8	20	139	304	-	11	37	279	192	-	0	3	11	7						
E.N. CENTRAL	21	41	80	720	904	4	2	18	70	48	-	0	9	8	25						
Ill.	-	8	23	73	241	1	0	7	21	10	-	0	4	1	15						
Ind.	9	2	45	25	87	-	0	2	5	3	-	0	1	1	2						
Mich.	-	10	39	121	176	2	0	5	19	23	-	0	1	2	-						
Ohio	12	14	54	386	289	1	0	12	25	12	-	0	4	4	7						
Wis.	-	3	20	115	111	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	2	17	151	233	651	4	6	19	110	120	-	3	13	76	64						
Iowa	-	4	16	70	169	2	0	7	15	16	-	0	1	2	2						
Kans.	-	3	14	71	134	-	2	6	66	34	-	0	1	-	-						
Minn.	-	0	119	-	87	-	0	6	6	16	-	0	2	1	1						
Mo.	-	3	10	37	179	-	1	6	9	15	-	3	12	67	55						
Nebr.	2	1	4	15	63	-	0	0	-	-	-	0	5	4	6						
N. Dak.	-	0	18	4	4	2	0	6	9	13	-	0	0	-	-						
S. Dak.	-	0	6	36	15	-	0	2	5	26	-	0	1	2	-						
S. ATLANTIC	8	19	163	432	523	29	40	63	940	1,048	54	14	67	272	389						
Del.	-	0	2	5	3	-	0	0	-	-	-	0	3	5	11						
D.C.	-	0	2	2	3	-	0	0	-	-	-	0	1	1	-						
Fla.	7	4	18	112	104	-	0	24	65	176	1	0	4	8	8						
Ga.	-	1	7	6	40	-	4	9	81	114	-	0	5	5	18						
Md.	1	2	7	59	80	-	6	12	128	146	-	1	7	19	30						
N.C.	-	2	112	159	101	9	11	21	240	193	47	8	61	178	295						
S.C.	-	3	11	40	72	-	3	11	46	70	2	1	5	16	7						
Va.	-	2	17	42	100	20	12	31	343	301	4	2	12	39	19						
W. Va.	-	0	19	7	20	-	1	8	37	48	-	0	2	1	1						
E.S. CENTRAL	1	5	24	90	138	-	3	11	61	122	6	6	27	93	95						
Ala.	-	1	18	28	32	-	0	8	-	37	-	1	9	25	22						
Ky.	-	0	5	2	25	-	0	4	9	7	-	0	1	2	-						
Miss.	-	0	10	12	19	-	0	0	-	4	-	0	1	2	1						
Tenn.	1	3	9	48	62	-	2	8	52	74	6	4	22	64	72						
W.S. CENTRAL	1	17	226	222	340	1	14	35	57	424	2	0	168	27	21						
Ark.	1	2	17	61	33	1	0	5	12	18	-	0	53	1	16						
La.	-	0	2	6	16	-	0	1	-	2	-	0	1	-	-						
Okla.	-	0	36	2	10	-	1	22	45	31	1	0	108	21	1						
Tex.	-	14	174	153	281	-	10	34	-	373	1	0	7	5	4						
MOUNTAIN	6	28	61	559	1,522	1	3	28	60	75	-	0	4	11	10						
Ariz.	-	6	17	139	332	1	2	10	46	59	-	0	2	-	3						
Colo.	-	7	18	141	506	-	0	0	-	-	-	0	1	1	1						
Idaho	-	1	6	21	42	-	0	24	-	-	-	0	3	2	-						
Mont.	-	1	8	30	59	-	0	2	1	7	-	0	2	-	-						
Nev.	-	0	9	3	44	-	0	1	-	-	-	0	0	-	-						
N. Mex.	-	2	8	23	50	-	0	2	4	5	-	0	1	2	3						
Utah	6	8	48	188	456	-	0	1	5	3	-	0	0	-	-						
Wyo.	-	1	8	14	33	-	0	2	4	1	-	0	2	6	3						
PACIFIC	3	22	547	231	737	3	4	13	100	94	-	0	1	1	2						
Alaska	-	1	8	16	35	-	0	6	35	14	N	0	0	N	N						
Calif.	-	17	225	99	569	3	3	12	64	78	-	0	0	-	-						
Hawaii	-	0	5	10	60	N	0	0	N	N	N	0	0	N	N						
Oreg.	2	1	11	49	73	-	0	4	1	2	-	0	1	1	2						
Wash.	1	0	377	57	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	1	7	-	14	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	-	1	1	4	20	54	N	0	0	N	N						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


