
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 26, 1997 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1997*
AIDS § cummulative for 1996
Chlamydia† cummulative for 1997
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1997
Escherichia coli O157:H7 PHLIS cummulative for 1997
Gonorrhea cummulative for 1997
Gonorrhea cummulative for 1996
Hepatitis C/NA,NB cummulative for 1997
Hepatitis C/NA,NB cummulative for 1996

tab delimited data:
test
UNITED STATES	15,582	19,904	112,078	127,477	303	135	73,995	95,061	895	987											
NEW ENGLAND	465	841	4,892	6,122	28	10	1,576	2,474	14	26											
Maine	18	10	316	-	1	-	14	15	-	-											
N.H.	4	25	214	222	-	-	43	39	2	3											
Vt.	10	8	131	162	2	1	15	22	-	11											
Mass.	220	486	2,328	2,154	21	9	757	710	10	9											
R.I.	43	38	688	703	1	-	173	182	2	3											
Conn.	170	274	1,215	2,881	3	-	574	1,506	-	-											
MID. ATLANTIC	5,146	5,591	7,229	17,030	19	4	5,493	8,420	91	81											
Upstate N.Y.	833	571	N	N	11	3	1,557	38	70	68											
N.Y. City	2,649	3,283	U	7,743	5	-	U	4,200	-	1											
N.J.	1,098	1,023	2,265	3,053	3	-	1,359	865	-	-											
Pa.	566	714	4,964	6,234	N	1	2,577	3,317	21	12											
E.N. CENTRAL	1,088	1,538	19,563	29,464	55	19	11,883	19,301	179	174											
Ohio	216	401	4,559	6,775	17	9	2,927	4,879	5	4											
Ind.	286	264	2,700	2,998	13	2	1,849	2,151	4	6											
Ill.	372	527	3,688	8,524	10	-	1,857	5,602	16	36											
Mich.	158	254	6,275	7,492	15	2	4,207	5,072	154	128											
Wis.	56	92	2,341	3,675	N	6	1,043	1,597	-	-											
W.N. CENTRAL	313	424	7,116	10,746	41	27	3,258	4,100	53	19											
Minn.	55	84	U	1,806	23	17	U	-	-	-											
Iowa	52	31	1,550	1,107	10	4	401	312	20	7											
Mo.	135	173	3,496	4,746	3	3	2,219	2,784	22	7											
N. Dak.	4	1	300	317	3	2	22	9	2	-											
S. Dak.	2	7	339	452	-	-	38	70	-	-											
Nebr.	28	32	259	766	1	-	89	156	-	2											
Kans.	37	96	1,172	1,552	1	1	489	769	9	3											
S. ATLANTIC	3,895	5,141	26,694	18,305	45	10	26,722	33,191	84	56											
Del.	51	113	-	-	1	1	331	472	-	-											
Md.	425	645	2,245	1,935	2	1	4,143	4,407	5	-											
D.C.	182	243	N	N	-	-	1,367	1,416	-	-											
Va.	323	266	3,732	3,984	N	3	2,824	3,018	7	4											
W. Va.	21	32	1,126	720	N	-	549	378	3	4											
N.C.	217	277	5,631	U	12	5	5,175	6,489	20	16											
S.C.	213	276	3,964	U	-	-	3,465	3,716	16	12											
Ga.	528	682	2,527	4,177	15	-	3,586	7,548	U	-											
Fla.	1,935	2,607	7,469	7,489	15	-	5,282	5,747	33	20											
E.S. CENTRAL	473	723	10,449	9,310	26	7	10,557	10,004	128	188											
Ky.	48	118	2,147	2,313	8	-	1,447	1,316	6	12											
Tenn.	203	244	4,024	3,929	13	7	3,425	3,425	67	154											
Ala.	127	235	2,469	2,874	2	-	3,385	4,414	5	1											
Miss.	95	126	1,809	194	3	-	2,300	849	50	21											
W.S. CENTRAL	1,459	2,030	11,299	7,567	3	1	7,939	7,239	78	100											
Ark.	59	96	409	497	2	-	820	1,296	2	2											
La.	219	494	2,002	2,247	1	1	1,928	2,602	56	45											
Okla.	86	66	2,441	2,390	-	-	1,568	1,513	4	26											
Tex.	1,095	1,374	6,447	2,433	-	-	3,623	1,828	16	27											
MOUNTAIN	441	632	6,775	4,551	30	21	2,341	2,554	112	207											
Mont.	12	8	300	438	2	-	14	10	4	8											
Idaho	8	10	505	529	4	-	34	30	15	41											
Wyo.	9	2	168	237	2	-	20	10	44	69											
Colo.	114	177	100	7	13	8	512	591	16	20											
N. Mex.	34	43	1,227	1,317	4	3	453	306	18	29											
Ariz.	122	191	3,070	595	N	8	989	1,228	10	26											
Utah	30	73	473	498	2	-	54	101	2	7											
Nev.	112	128	932	930	3	2	265	278	3	7											
PACIFIC	2,302	2,984	18,061	24,382	56	34	4,226	7,778	156	136											
Wash.	176	217	2,959	3,105	9	4	661	784	8	25											
Oreg.	97	188	1,039	1,721	14	10	166	143	4	3											
Calif.	2,002	2,523	13,074	18,685	30	17	3,101	6,506	95	47											
Alaska	12	3	458	263	3	-	153	170	-	2											
Hawaii	15	53	531	608	N	3	145	175	49	59											
Guam	-	3	-	113	N	-	-	26	-	1											
P.R.	420	418	N	N	22	U	199	91	27	13											
V.I.	17	6	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	11	11	2	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


