
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 20, 2006 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	10,749	18,781	35,071	352,457	369,714	13	118	1,643	3,227	1,495	23	70	860	874	769						
NEW ENGLAND	560	649	1,533	11,972	11,149	-	0	0	-	-	2	4	35	50	42						
Conn.	-	173	1,197	2,812	2,506	N	0	0	N	N	-	0	14	8	5						
Maine	40	41	74	806	822	N	0	0	N	N	-	0	3	10	7						
Mass.	410	291	432	5,916	5,402	-	0	0	-	-	-	2	15	19	15						
N.H.	35	34	64	706	715	-	0	0	-	-	1	1	3	10	5						
R.I.	53	65	99	1,277	1,316	-	0	0	-	-	1	0	6	1	1						
Vt.	22	19	43	455	388	N	0	0	N	N	-	0	5	2	9						
MID. ATLANTIC	1,341	2,257	3,696	44,406	45,122	-	0	0	-	-	3	11	597	126	108						
N.J.	89	374	526	6,608	7,193	N	0	0	N	N	-	0	8	3	7						
N.Y. (Upstate)	492	502	1,727	8,689	8,810	N	0	0	N	N	2	4	561	36	27						
N.Y. City	265	692	1,615	14,396	14,654	N	0	0	N	N	-	2	15	16	29						
Pa.	495	705	1,071	14,713	14,465	N	0	0	N	N	1	4	21	71	45						
E.N. CENTRAL	1,252	3,202	12,578	63,114	62,720	-	0	3	14	4	3	14	162	185	163						
Ill.	521	919	1,536	16,472	19,221	-	0	0	-	-	-	2	16	21	21						
Ind.	124	393	553	7,202	7,766	N	0	0	N	N	2	1	13	17	11						
Mich.	406	628	9,888	18,740	10,014	-	0	3	9	4	-	2	7	30	25						
Ohio	101	812	1,445	13,348	17,762	-	0	1	5	-	1	5	109	76	45						
Wis.	100	401	531	7,352	7,957	N	0	0	N	N	-	4	38	41	61						
W.N. CENTRAL	497	1,121	1,452	20,916	22,769	-	0	12	-	3	3	9	51	133	107						
Iowa	98	146	225	3,192	2,745	N	0	0	N	N	-	1	11	12	18						
Kans.	99	151	269	3,155	2,867	N	0	0	N	N	-	1	5	17	9						
Minn.	-	231	298	3,332	4,867	-	0	12	-	3	3	3	22	59	28						
Mo.	242	432	525	7,726	8,675	-	0	1	-	-	-	2	37	29	39						
Nebr.	-	96	176	1,874	1,975	N	0	1	N	N	-	0	3	4	3						
N. Dak.	1	33	54	611	583	N	0	0	N	N	-	0	4	1	-						
S. Dak.	57	52	117	1,026	1,057	N	0	0	N	N	-	0	4	11	10						
S. ATLANTIC	2,613	3,248	4,905	64,354	68,582	-	0	1	2	-	7	15	54	239	149						
