
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending January 26, 2008 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2008
Salmonellosis cummulative for 2007
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2008
Shiga toxin-producing E. coli(STEC)† cummulative for 2007
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2008
Shigellosis cummulative for 2007

tab delimited data:
test
UNITED STATES	271	771	1,322	1,339	2,686	25	69	210	72	199	125	357	550	777	765						
NEW ENGLAND	1	30	74	28	505	-	4	11	1	81	-	3	11	2	61						
Conn.	-	0	14	14	415	-	0	0	-	73	-	0	0	-	44						
Maine	1	2	13	4	8	-	0	4	1	1	-	0	4	-	2						
Mass.	-	22	58	-	71	-	2	10	-	6	-	2	8	-	14						
N.H.	-	3	10	4	5	-	0	4	-	1	-	0	1	1	1						
R.I.	-	2	15	3	2	-	0	2	-	-	-	0	9	1	-						
Vt.	-	1	5	3	4	-	0	3	-	-	-	0	1	-	-						
MID. ATLANTIC	47	107	189	182	350	3	8	27	7	19	7	14	40	28	33						
N.J.	-	19	49	4	73	-	2	7	-	6	-	3	10	-	2						
N.Y. (Upstate)	11	27	63	38	44	-	3	12	3	4	4	3	19	7	3						
N.Y. City	-	24	51	48	97	-	0	5	-	2	-	5	11	9	21						
Pa.	36	34	69	92	136	3	2	11	4	7	3	2	21	12	7						
E.N. CENTRAL	22	103	254	114	284	1	9	35	9	27	13	48	133	106	71						
Ill.	-	32	187	3	104	-	1	13	-	2	-	14	25	-	49						
Ind.	-	14	34	9	2	-	1	13	-	-	-	2	81	42	5						
Mich.	-	18	41	32	52	1	1	8	4	7	2	1	7	3	3						
Ohio	22	25	64	68	77	-	2	9	5	17	11	20	104	60	8						
Wis.	-	15	50	2	49	-	3	11	-	1	-	4	13	1	6						
W.N. CENTRAL	24	49	103	87	131	7	12	38	9	14	9	33	80	30	81						
Iowa	-	9	18	5	25	-	2	13	1	-	-	1	6	-	5						
Kans.	4	7	20	12	22	2	1	4	2	2	-	0	3	-	2						
Minn.	14	13	41	15	12	3	4	17	3	5	2	4	12	2	18						
Mo.	3	15	29	39	40	1	2	12	2	4	3	22	72	18	46						
Nebr.	3	5	13	15	13	1	2	6	1	3	-	0	3	-	1						
N. Dak.	-	0	9	-	-	-	0	1	-	-	2	0	3	2	-						
S. Dak.	-	3	11	1	19	-	0	5	-	-	2	1	30	8	9						
S. ATLANTIC	99	226	438	535	665	4	13	39	18	27	33	81	153	209	242						
Del.	-	2	8	3	8	-	0	2	1	2	-	0	2	-	1						
D.C.	-	0	4	-	3	-	0	1	-	-	-	0	1	-	-						
Fla.	64	86	181	319	285	2	3	18	12	7	19	41	75	90	142						
Ga.	17	33	85	108	103	-	1	6	1	3	12	27	85	92	81						
Md.	5	15	43	37	49	1	1	6	2	8	1	2	7	4	7						
N.C.	-	28	191	-	102	-	1	24	-	-	-	0	10	-	-						
S.C.	7	19	51	43	54	-	0	3	1	-	1	4	20	18	6						
Va.	6	22	45	23	59	1	3	9	1	7	-	3	14	5	5						
W. Va.	-	4	20	2	2	-	0	3	-	-	-	0	36	-	-						
E.S. CENTRAL	15	59	145	119	223	2	4	26	12	9	15	49	177	142	75						
Ala.	4	16	50	33	41	-	1	19	3	1	2	13	41	28	23						
Ky.	-	10	23	19	34	-	1	12	2	2	2	7	35	21	8						
Miss.	2	13	57	27	101	-	0	1	1	1	7	18	111	57	15						
Tenn.	9	17	35	40	47	2	2	11	6	5	4	4	32	36	29						
W.S. CENTRAL	11	81	248	40	89	-	3	12	3	5	34	43	135	196	35						
Ark.	3	13	51	17	16	-	0	3	-	4	-	2	6	4	3						
La.	1	15	42	7	39	-	0	2	-	-	1	9	22	4	10						
Okla.	7	9	43	16	10	-	0	3	-	1	1	2	8	9	1						
Tex.	-	43	135	-	24	-	2	10	3	-	32	29	126	179	21						
MOUNTAIN	15	49	84	74	167	8	9	42	10	12	6	17	41	29	70						
Ariz.	11	17	40	47	65	-	1	8	1	2	6	10	29	27	34						
Colo.	-	10	24	5	44	-	1	17	-	5	-	2	6	1	7						
Idaho	3	3	9	9	11	8	1	16	9	1	-	0	2	-	-						
Mont.	-	2	9	2	6	-	0	0	-	-	-	0	2	-	2						
Nev.	-	5	12	-	15	-	0	3	-	1	-	0	10	-	8						
N. Mex.	-	5	13	-	15	-	0	3	-	2	-	2	6	-	6						
Utah	-	4	17	4	6	-	1	9	-	1	-	0	5	-	1						
Wyo.	1	1	5	7	5	-	0	0	-	-	-	0	5	1	12						
PACIFIC	37	112	209	160	272	-	9	38	3	5	8	27	70	35	97						
Alaska	-	1	5	2	2	N	0	0	N	N	1	0	2	1	2						
Calif.	33	85	138	127	244	-	5	33	3	2	7	21	61	28	86						
Hawaii	-	1	13	10	-	-	0	1	-	-	-	0	3	4	-						
Oreg.	2	6	16	19	21	-	1	11	-	3	-	1	6	2	6						
Wash.	2	12	82	2	5	-	1	19	-	-	-	2	20	-	3						
Amer. Samoa	-	0	1	1	-	-	0	0	-	-	-	0	1	1	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	5	-	-	N	0	0	N	N	-	0	3	-	1						
P.R.	-	13	55	5	29	-	0	0	-	-	-	0	2	-	7						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
