
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending July 26, 2003 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	3,787	3,705	201	238	5,830	7,095	138	176	7,902												
NEW ENGLAND	121	75	1	-	162	233	13	8	1,231												
Maine	4	1	1	-	5	10	-	-	631												
N.H.	13	2	-	-	7	7	1	-	-												
Vt.	-	1	-	-	3	4	-	-	489												
Mass.	81	55	-	-	104	113	5	6	108												
R.I.	11	1	-	-	19	33	2	-	3												
Conn.	12	15	-	-	24	66	5	2	-												
MID. ATLANTIC	429	409	40	34	1,154	1,213	19	48	16												
Upstate N.Y.	20	20	12	1	138	171	4	3	N												
N.Y. City	262	246	21	16	661	596	9	25	-												
N.J.	82	75	7	16	215	270	5	13	-												
Pa.	65	68	-	1	140	176	1	7	16												
E.N. CENTRAL	521	707	39	34	615	680	10	19	3,642												
Ohio	128	83	2	-	112	107	-	5	918												
Ind.	27	38	7	2	73	62	4	2	-												
Ill.	187	272	13	26	289	329	-	6	-												
Mich.	169	301	17	6	115	141	6	3	2,237												
Wis.	10	13	-	-	26	41	-	3	487												
W.N. CENTRAL	88	72	2	-	217	304	2	6	37												
Minn.	30	34	-	-	97	132	-	3	N												
Iowa	4	2	-	-	16	17	1	-	N												
Mo.	32	16	2	-	23	84	1	1	-												
N. Dak.	-	-	-	-	-	4	-	-	37												
S. Dak.	1	-	-	-	16	10	-	-	-												
Nebr.	1	5	-	-	9	9	-	2	-												
Kans.	20	15	-	-	56	48	-	-	-												
S. ATLANTIC	1,013	904	37	56	1,110	1,473	30	22	1,505												
Del.	4	9	-	-	-	13	-	-	16												
Md.	166	107	6	10	124	158	7	5	-												
D.C.	34	29	1	1	-	-	-	-	22												
Va.	55	43	1	1	99	143	10	1	419												
W. Va.	1	-	-	-	11	14	-	-	889												
N.C.	93	169	10	15	169	174	5	1	N												
S.C.	62	72	4	6	86	108	-	-	159												
Ga.	232	186	3	9	157	285	4	4	-												
Fla.	366	289	12	14	464	578	4	11	N												
E.S. CENTRAL	183	304	12	17	364	437	4	4	-												
Ky.	24	58	1	2	69	74	-	4	N												
Tenn.	77	112	6	5	118	169	1	-	N												
Ala.	70	103	4	7	133	124	3	-	-												
Miss.	12	31	1	3	44	70	-	-	-												
W.S. CENTRAL	481	467	37	51	825	1,109	1	19	1,110												
Ark.	30	19	-	3	57	73	-	-	-												
La.	66	79	-	-	-	-	-	-	3												
Okla.	31	36	1	1	82	92	-	-	N												
Tex.	354	333	36	47	686	944	1	19	1,107												
MOUNTAIN	169	177	19	9	183	220	3	7	361												
Mont.	-	-	-	-	5	6	-	-	N												
Idaho	6	1	-	-	3	10	-	-	N												
Wyo.	-	-	-	-	2	2	-	-	36												
Colo.	12	36	3	1	42	43	3	3	-												
N. Mex.	28	19	-	-	6	22	-	-	-												
Ariz.	111	112	16	8	86	107	-	-	4												
Utah	5	2	-	-	18	17	-	2	321												
Nev.	7	7	-	-	21	13	-	2	-												
PACIFIC	782	590	14	37	1,200	1,426	56	43	-												
Wash.	42	27	-	1	124	134	2	4	-												
Oreg.	27	7	-	-	70	57	3	2	-												
Calif.	712	549	14	35	950	1,123	51	36	-												
Alaska	-	-	-	-	32	31	-	-	-												
Hawaii	1	7	-	1	24	81	-	1	-												
Guam	-	6	-	-	-	38	-	-	-												
P.R.	110	152	1	18	33	67	-	-	263												
V.I.	1	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


