
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 3, 1999 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 1999
Legionellosis cummulative for 1998
Lyme Disease cummulative for 1999
Lyme Disease cummulative for 1998
Malaria cummulative for 1999
Malaria cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 1998
Tuberculosis cummulative for 1999
Tuberculosis cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998

tab delimited data:
test
UNITED STATES	192	306	833	988	246	280	1,398	1,803	1,083	1,813	1,146										
NEW ENGLAND	13	18	146	183	3	12	16	18	77	83	199										
Maine	2	1	-	2	-	-	-	1	3	3	36										
N.H.	1	2	-	5	-	1	-	1	-	2	13										
Vt.	3	1	-	2	-	-	1	-	-	1	40										
Mass.	3	5	96	42	3	11	10	14	41	42	41										
R.I.	1	4	8	15	-	-	1	-	15	10	19										
Conn.	3	5	42	117	-	-	4	2	18	25	50										
MID. ATLANTIC	55	67	490	637	67	93	55	66	404	421	249										
Upstate N.Y.	15	16	140	296	21	21	5	7	41	54	163										
N.Y. City	4	16	3	17	15	49	28	9	246	259	U										
N.J.	5	3	97	74	21	14	2	22	117	108	51										
Pa.	31	32	250	250	10	9	20	28	U	U	35										
E.N. CENTRAL	42	123	19	19	17	21	242	258	55	74	3										
Ohio	18	42	13	14	4	1	24	49	U	U	2										
Ind.	5	25	5	4	4	1	32	41	U	U	-										
Ill.	2	17	-	-	-	11	159	111	U	U	-										
Mich.	16	17	1	1	7	7	27	38	48	49	1										
Wis.	1	22	U	U	2	1	-	19	7	25	-										
W.N. CENTRAL	8	18	13	9	12	12	6	50	98	84	133										
Minn.	-	1	6	1	2	4	1	3	42	26	25										
Iowa	6	2	2	6	3	2	1	-	-	-	24										
Mo.	1	7	-	1	6	5	-	36	43	39	5										
N. Dak.	-	-	1	-	-	-	-	-	1	1	30										
S. Dak.	1	-	-	-	-	-	-	-	3	4	25										
Nebr.	-	7	-	-	-	-	1	4	4	-	1										
Kans.	-	1	4	1	1	1	3	7	5	14	23										
S. ATLANTIC	32	34	106	101	69	56	520	697	172	355	416										
Del.	2	6	-	2	-	1	1	6	-	5	-										
Md.	5	8	83	86	20	22	117	186	U	U	87										
D.C.	-	2	1	4	6	3	10	23	10	27	-										
Va.	5	3	2	2	11	6	41	52	17	53	98										
W. Va.	N	N	2	1	1	-	2	-	11	17	22										
N.C.	5	4	14	1	5	6	130	207	78	175	97										
S.C.	5	4	1	-	-	-	62	85	56	78	27										
Ga.	-	-	-	2	5	12	78	64	U	U	46										
Fla.	10	7	3	3	21	6	79	74	U	U	39										
E.S. CENTRAL	8	11	13	11	3	8	247	319	79	145	60										
Ky.	2	5	-	1	-	-	-	34	U	U	13										
Tenn.	5	3	5	5	2	4	132	160	U	U	22										
Ala.	1	1	6	5	1	2	78	69	73	93	25										
Miss.	-	2	2	-	-	2	37	56	6	52	-										
W.S. CENTRAL	1	2	-	1	5	5	232	231	51	498	19										
Ark.	-	-	-	1	-	1	25	30	28	22	-										
La.	1	-	-	-	3	3	61	87	U	U	-										
Okla.	-	-	-	-	1	-	61	12	23	28	19										
Tex.	-	2	-	-	1	1	85	102	-	448	-										
MOUNTAIN	14	15	3	1	12	15	34	73	38	56	34										
Mont.	-	1	-	-	2	-	-	-	-	2	15										
Idaho	-	-	-	-	1	1	-	-	-	2	-										
Wyo.	-	1	1	-	-	-	-	-	-	1	8										
Colo.	1	4	-	-	4	4	-	4	U	U	1										
N. Mex.	1	1	1	-	2	5	-	7	13	12	-										
Ariz.	1	1	-	-	3	2	32	57	U	U	10										
Utah	5	6	1	-	-	1	1	2	11	11	-										
Nev.	6	1	-	1	-	2	1	3	14	28	-										
PACIFIC	19	18	43	26	58	58	46	91	109	97	33										
Wash.	2	1	-	1	3	1	11	4	58	45	-										
Oreg.	-	-	1	1	7	6	-	-	U	U	-										
Calif.	17	17	42	24	44	51	33	87	U	U	30										
Alaska	-	-	-	-	-	-	1	-	10	11	3										
Hawaii	-	-	-	-	4	-	1	-	41	41	-										
Guam	-	1	-	-	-	1	-	-	-	37	-										
P.R.	-	-	-	-	-	-	59	59	-	30	16										
V.I.	U	U	U	U	U	U	U	U	U	U	U										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	-	-	-	-	-	-	59	-	32	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


