
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 7, 2006 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal diseases, invasive, all serogroups current week
Meningococcal diseases, invasive, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive, all serogroups cummulative for 2006
Meningococcal diseases, invasive, all serogroups cummulative for 2005
Meningococcal diseases, invasive, serogroup unknown current week
Meningococcal diseases, invasive, serogroup unknown previous 52 weeks median 
Meningococcal diseases, invasive, serogroup unknown previous 52 weeks maximum 
Meningococcal diseases, invasive, serogroup unknown cummulative for 2006
Meningococcal diseases, invasive, serogroup unknown cummulative for 2005
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2006
Pertussis cummulative for 2005

tab delimited data:
test
UNITED STATES	5	20	46	5	21	5	12	27	5	16	49	416	588	49	391						
NEW ENGLAND	-	1	5	-	3	-	0	2	-	2	1	26	43	1	35						
Conn.	-	0	3	-	-	-	0	2	-	-	-	1	4	-	3						
Maine	-	0	1	-	-	-	0	1	-	-	-	0	5	-	2						
Mass.	-	0	3	-	2	-	0	2	-	1	1	19	36	1	28						
N.H.	-	0	2	-	-	-	0	2	-	-	-	1	15	-	-						
R.I.	-	0	2	-	-	-	0	0	-	-	-	0	8	-	-						
Vt.	-	0	1	-	1	-	0	1	-	1	-	1	24	-	2						
MID. ATLANTIC	1	3	8	1	1	1	2	6	1	1	8	24	47	8	30						
N.J.	-	0	4	-	-	-	0	4	-	-	-	4	9	-	7						
N.Y. (Upstate)	-	1	3	-	-	-	0	2	-	-	-	11	28	-	4						
N.Y. City	-	0	2	-	1	-	0	2	-	1	-	2	6	-	3						
Pa.	1	1	3	1	-	1	1	3	1	-	8	7	28	8	16						
E.N. CENTRAL	1	2	8	1	2	1	1	6	1	2	14	63	144	14	95						
Ill.	-	0	4	-	-	-	0	4	-	-	-	15	30	-	4						
Ind.	-	0	3	-	-	-	0	2	-	-	-	6	23	-	-						
Mich.	-	1	3	-	1	-	0	3	-	1	-	4	26	-	8						
Ohio	1	1	5	1	1	1	0	4	1	1	14	20	59	14	62						
Wis.	-	0	2	-	-	-	0	2	-	-	-	21	54	-	21						
W.N. CENTRAL	-	1	5	-	2	-	0	3	-	2	6	63	205	6	43						
Iowa	-	0	2	-	-	-	0	2	-	-	-	13	91	-	4						
Kans.	-	0	1	-	-	-	0	1	-	-	-	10	29	-	3						
Minn.	-	0	2	-	-	-	0	1	-	-	-	2	148	-	-						
Mo.	-	0	3	-	2	-	0	2	-	2	6	9	39	6	10						
Nebr.	-	0	1	-	-	-	0	1	-	-	-	2	12	-	6						
N. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	28	-	-						
S. Dak.	-	0	1	-	-	-	0	0	-	-	-	3	9	-	20						
S. ATLANTIC	1	4	11	1	6	1	2	6	1	4	17	24	90	17	26						
Del.	-	0	1	-	-	-	0	1	-	-	-	0	3	-	2						
D.C.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	-						
Fla.	1	1	7	1	2	1	1	6	1	1	4	4	14	4	3						
Ga.	-	0	2	-	2	-	0	2	-	2	-	1	3	-	2						
Md.	-	0	2	-	-	-	0	1	-	-	5	4	8	5	7						
N.C.	-	0	6	-	1	-	0	2	-	-	8	0	21	8	-						
S.C.	-	0	2	-	1	-	0	1	-	1	-	8	17	-	12						
Va.	-	0	3	-	-	-	0	1	-	-	-	1	72	-	-						
W. Va.	-	0	1	-	-	-	0	1	-	-	-	0	12	-	-						
E.S. CENTRAL	-	1	4	-	-	-	1	4	-	-	1	8	23	1	4						
Ala.	-	0	1	-	-	-	0	1	-	-	1	1	9	1	3						
Ky.	-	0	3	-	-	-	0	3	-	-	-	3	11	-	1						
Miss.	-	0	1	-	-	-	0	1	-	-	-	1	4	-	-						
Tenn.	-	0	2	-	-	-	0	1	-	-	-	3	17	-	-						
W.S. CENTRAL	1	2	6	1	-	1	0	3	1	-	-	35	114	-	1						
Ark.	1	0	3	1	-	1	0	1	1	-	-	5	19	-	-						
La.	-	0	4	-	-	-	0	1	-	-	-	0	3	-	-						
Okla.	-	0	3	-	-	-	0	3	-	-	-	0	0	-	-						
Tex.	-	1	4	-	-	-	0	3	-	-	-	27	99	-	1						
MOUNTAIN	-	1	7	-	1	-	1	5	-	1	2	77	143	2	57						
Ariz.	-	0	5	-	-	-	0	5	-	-	-	15	86	-	1						
Colo.	-	0	2	-	1	-	0	2	-	1	-	24	55	-	50						
Idaho	-	0	2	-	-	-	0	2	-	-	-	3	19	-	-						
Mont.	-	0	0	-	-	-	0	0	-	-	2	9	58	2	1						
Nev.	-	0	2	-	-	-	0	1	-	-	-	0	6	-	-						
N. Mex.	-	0	2	-	-	-	0	2	-	-	-	3	9	-	5						
Utah	-	0	2	-	-	-	0	1	-	-	-	12	35	-	-						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	4	-	-						
PACIFIC	1	3	27	1	6	1	3	13	1	4	-	56	170	-	100						
Alaska	-	0	1	-	-	-	0	1	-	-	-	1	11	-	1						
Calif.	1	2	11	1	4	1	2	11	1	4	-	26	145	-	57						
Hawaii	-	0	2	-	-	-	0	1	-	-	-	3	10	-	8						
Oreg.	-	0	6	-	2	-	0	2	-	-	-	10	30	-	34						
Wash.	-	0	25	-	-	-	0	11	-	-	-	12	59	-	-						
Amer. Samoa	U	0	1	-	-	U	0	1	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	-	-	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	2	-	-	-	0	2	-	-	-	0	2	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


