
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending September 8, 2007 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	28	179	1,479	5,666	9,604	66	96	171	3,428	3,799	16	33	211	1,149	1,477						
NEW ENGLAND	-	27	77	779	1,121	6	12	21	408	304	-	0	10	-	9						
Conn.	-	2	6	42	77	4	5	11	168	135	-	0	0	-	-						
Maine	-	3	15	54	66	1	2	8	55	73	-	0	0	-	-						
Mass.	-	22	46	613	708	-	0	0	-	-	-	0	1	-	8						
N.H.	-	2	9	37	151	1	1	4	35	31	-	0	0	-	1						
R.I.	-	0	31	6	33	-	0	3	26	18	-	0	9	-	-						
Vt.	-	0	9	27	86	-	2	13	124	47	-	0	0	-	-						
MID. ATLANTIC	12	24	155	798	1,226	-	13	44	604	357	1	1	6	41	72						
N.J.	-	2	16	81	212	-	0	0	-	-	-	0	2	6	33						
N.Y. (Upstate)	9	13	146	424	525	-	-	-	-	-	-	0	1	3	-						
N.Y. City	-	2	6	80	68	-	1	5	32	19	-	0	3	16	20						
Pa.	3	7	20	213	421	-	12	44	572	338	1	0	2	16	19						
E.N. CENTRAL	5	33	80	1,041	1,414	20	2	47	292	129	-	1	4	30	53						
Ill.	-	4	23	98	365	4	1	15	90	40	-	0	3	16	24						
Ind.	-	1	45	46	150	-	0	1	9	10	-	0	2	5	5						
Mich.	-	8	39	186	328	14	1	26	138	39	-	0	1	3	2						
Ohio	5	15	54	512	410	2	0	11	55	40	-	0	1	6	21						
Wis.	-	4	24	199	161	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	1	14	151	438	898	2	5	13	192	238	2	2	12	126	152						
Iowa	-	4	16	106	216	2	0	3	26	49	-	0	1	7	5						
Kans.	-	3	14	104	193	-	2	8	91	56	-	0	1	1	-						
Minn.	-	0	119	103	136	-	0	5	20	33	-	0	2	1	1						
Mo.	1	2	10	46	232	-	0	4	29	51	2	2	12	105	124						
Nebr.	-	1	4	31	77	-	0	0	-	-	-	0	2	9	22						
N. Dak.	-	0	18	4	25	-	0	6	13	16	-	0	0	-	-						
S. Dak.	-	0	6	44	19	-	0	2	13	33	-	0	1	3	-						
