
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending September 2, 2006 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	50	54	297	1,608	1,816	163	220	1,013	6,686	9,185	36	87	283	3,518	3,335						
NEW ENGLAND	2	3	48	179	143	1	4	48	182	212	5	5	15	167	208						
Conn.	-	0	47	47	36	-	0	42	42	34	U	0	3	U	78						
Maine	1	0	8	23	25	-	0	3	3	12	-	0	2	15	12						
Mass.	1	2	9	76	53	1	3	8	119	133	1	3	6	101	87						
N.H.	-	0	3	17	13	-	0	4	7	6	4	0	9	37	14						
R.I.	-	0	2	4	3	-	0	6	8	12	-	0	3	5	8						
Vt.	-	0	2	2	13	-	0	1	3	15	-	0	2	9	9						
MID. ATLANTIC	6	5	107	111	211	9	16	72	502	829	4	15	43	643	691						
N.J.	-	0	7	3	45	-	5	24	188	233	-	2	7	107	145						
N.Y. (Upstate)	-	0	103	12	74	5	4	60	166	190	3	4	32	238	196						
N.Y. City	-	0	4	13	9	-	4	12	94	298	-	1	10	69	136						
Pa.	-	0	7	3	83	4	2	48	54	108	1	6	13	229	214						
E.N. CENTRAL	11	11	31	322	368	4	20	41	597	748	4	14	43	645	704						
Ill.	-	1	7	53	101	-	7	25	199	231	-	4	11	144	231						
Ind.	4	1	6	48	39	1	2	18	87	104	-	2	11	90	82						
Mich.	1	1	6	55	63	-	3	10	108	169	-	3	12	172	168						
