
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending June 9, 2007 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	74	249	1,427	3,216	5,826	77	95	168	1,774	2,144	57	28	212	388	516						
NEW ENGLAND	-	32	77	464	711	13	10	22	211	144	-	0	10	-	6						
Conn.	-	2	10	18	27	9	4	14	76	59	-	0	0	-	-						
Maine	-	2	15	33	23	-	2	8	32	35	N	0	0	N	N						
Mass.	-	21	46	369	443	-	0	0	-	-	-	0	1	-	5						
N.H.	-	2	9	24	122	1	1	4	17	9	-	0	0	-	1						
R.I.	-	0	31	1	22	-	0	3	17	9	-	0	9	-	-						
Vt.	-	1	9	19	74	3	2	10	69	32	-	0	0	-	-						
MID. ATLANTIC	23	33	155	466	733	-	13	38	303	179	-	1	7	17	21						
N.J.	-	3	16	60	143	-	0	0	-	-	-	0	4	-	10						
N.Y. (Upstate)	18	18	146	275	266	-	-	-	-	-	-	0	2	-	1						
N.Y. City	-	0	6	-	40	-	1	5	24	4	-	0	3	7	4						
Pa.	5	9	20	131	284	-	12	37	279	175	-	0	3	10	6						
E.N. CENTRAL	20	41	80	640	842	2	2	18	39	34	-	1	9	6	23						
Ill.	-	9	23	68	223	-	0	7	3	8	-	0	4	1	14						
Ind.	1	2	44	14	83	-	0	2	5	2	-	0	1	1	1						
Mich.	-	10	39	116	156	-	0	5	8	18	-	0	1	1	-						
Ohio	19	14	56	359	273	2	0	12	23	6	-	0	4	3	7						
Wis.	-	3	20	83	107	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	3	17	151	188	615	4	6	19	97	105	5	3	13	65	46						
Iowa	-	4	16	53	159	-	1	7	13	15	-	0	1	-	2						
Kans.	-	3	14	70	131	4	2	6	58	34	-	0	1	-	-						
Minn.	-	0	119	-	75	-	0	6	6	12	-	0	2	1	1						
Mo.	2	3	10	37	172	-	1	6	8	9	5	3	12	61	40						
Nebr.	1	1	4	9	61	-	0	0	-	-	-	0	5	3	3						
N. Dak.	-	0	18	4	4	-	0	6	7	13	-	0	0	-	-						
S. Dak.	-	0	4	15	13	-	0	3	5	22	-	0	0	-	-						
S. ATLANTIC	4	19	163	399	459	28	40	63	870	1,029	27	14	67	199	318						
Del.	-	0	1	3	2	-	0	0	-	-	-	0	3	5	8						
D.C.	-	0	2	2	3	-	0	0	-	-	-	0	1	1	-						
Fla.	-	4	18	103	93	-	0	24	58	176	-	0	4	7	8						
Ga.	-	1	7	6	34	-	5	9	81	108	-	0	5	5	13						
Md.	-	2	7	52	77	-	6	12	116	191	1	1	7	17	15						
N.C.	3	1	112	148	87	15	10	21	221	171	22	8	61	131	254						
S.C.	1	3	11	38	65	-	3	11	46	66	4	1	5	12	5						
Va.	-	2	17	40	87	11	12	31	311	274	-	2	12	20	14						
W. Va.	-	0	19	7	11	2	1	8	37	43	-	0	2	1	1						
E.S. CENTRAL	1	6	24	82	126	-	3	11	60	113	3	6	27	71	73						
Ala.	-	1	17	23	27	-	0	8	-	34	-	1	9	16	19						
Ky.	-	0	5	2	22	-	0	4	8	7	-	0	1	1	-						
Miss.	-	0	10	11	17	-	0	0	-	4	-	0	1	2	-						
Tenn.	1	3	9	46	60	-	2	8	52	68	3	4	22	52	54						
W.S. CENTRAL	11	17	186	210	295	23	15	35	56	385	21	1	167	25	19						
Ark.	10	2	17	58	31	1	0	5	11	16	1	0	53	1	16						
La.	-	0	2	6	16	-	0	1	-	2	-	0	1	-	-						
Okla.	1	0	36	2	10	22	1	7	45	30	20	0	108	20	1						
Tex.	-	14	134	144	238	-	12	34	-	337	-	0	6	4	2						
MOUNTAIN	11	29	63	544	1,425	1	2	28	45	71	1	0	4	5	8						
Ariz.	-	6	17	135	317	-	2	10	36	57	-	0	2	-	2						
Colo.	-	7	18	141	491	-	0	0	-	-	-	0	1	-	1						
Idaho	-	1	7	20	31	-	0	24	-	-	1	0	3	2	-						
Mont.	-	1	8	27	55	-	0	2	-	6	-	0	2	-	-						
Nev.	-	0	9	3	37	-	0	1	-	-	-	0	0	-	-						
N. Mex.	-	2	8	23	40	-	0	1	1	5	-	0	1	-	3						
Utah	11	9	48	181	423	1	0	1	4	2	-	0	0	-	-						
Wyo.	-	1	8	14	31	-	0	2	4	1	-	0	2	3	2						
PACIFIC	1	23	547	223	620	6	4	13	93	84	-	0	1	-	2						
Alaska	1	1	8	15	34	1	0	6	34	13	N	0	0	N	N						
Calif.	-	19	225	99	462	5	3	12	58	69	-	0	0	-	-						
Hawaii	-	0	5	10	54	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	11	42	70	-	0	4	1	2	-	0	1	-	2						
Wash.	-	0	377	57	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	1	7	-	14	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	-	-	1	4	19	49	N	0	0	N	N						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


