
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending May 29, 2004 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2004
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2003
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2003
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2003
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2003
Hepatitis (Viral Acute), Type A cummulative for 2004
Hepatitis (Viral Acute), Type A cummulative for 2003

tab delimited data:
test
UNITED STATES	816	782	7	11	43	57	90	99	2,140	2,520											
NEW ENGLAND	78	56	1	1	4	5	3	3	371	106											
Maine	7	2	-	-	-	-	-	1	8	1											
N.H.	12	5	-	-	2	-	-	-	7	6											
Vt.	5	6	-	-	-	-	1	-	5	4											
Mass.	30	29	1	1	-	5	2	1	315	56											
R.I.	2	3	-	-	-	-	-	1	7	10											
Conn.	22	11	-	-	2	-	-	-	29	29											
MID. ATLANTIC	167	136	-	-	3	1	24	21	250	532											
Upstate N.Y.	60	44	-	-	3	1	3	6	34	41											
N.Y. City	33	23	-	-	-	-	7	5	83	195											
N.J.	25	31	-	-	-	-	2	4	52	86											
Pa.	49	38	-	-	-	-	12	6	81	210											
E.N. CENTRAL	119	131	-	1	10	4	17	26	196	243											
Ohio	59	34	-	-	2	-	10	7	23	40											
Ind.	20	21	-	-	4	2	1	-	15	20											
Ill.	19	56	-	-	-	-	5	16	72	77											
Mich.	9	8	-	1	4	2	-	-	68	78											
Wis.	12	12	-	-	-	-	1	3	18	28											
W.N. CENTRAL	43	53	1	-	2	6	3	6	67	72											
Minn.	14	21	-	-	2	6	-	1	10	20											
Iowa	1	-	1	-	-	-	-	-	20	13											
Mo.	15	21	-	-	-	-	2	5	21	21											
N. Dak.	3	1	-	-	-	-	-	-	1	-											
S. Dak.	-	1	-	-	-	-	-	-	2	-											
Nebr.	5	-	-	-	-	-	-	-	7	5											
Kans.	5	9	-	-	-	-	1	-	6	13											
S. ATLANTIC	200	151	-	-	10	6	16	9	415	575											
Del.	7	-	-	-	-	-	2	-	4	4											
Md.	35	37	-	-	2	4	-	-	59	55											
D.C.	-	-	-	-	-	-	-	-	4	17											
Va.	18	15	-	-	-	-	1	3	39	36											
W. Va.	10	5	-	-	-	-	3	-	2	8											
N.C.	25	10	-	-	3	-	-	-	30	26											
S.C.	2	2	-	-	-	-	-	-	17	23											
Ga.	50	31	-	-	-	-	10	4	153	233											
Fla.	53	51	-	-	5	2	-	2	107	173											
E.S. CENTRAL	31	42	-	1	-	2	7	4	69	69											
Ky.	-	3	-	-	-	1	-	-	9	11											
Tenn.	21	23	-	-	-	1	5	3	42	37											
Ala.	10	16	-	1	-	-	2	1	6	10											
Miss.	-	-	-	-	-	-	-	-	12	11											
W.S. CENTRAL	34	42	1	1	3	6	1	3	152	250											
Ark.	1	4	-	-	-	1	-	-	32	12											
La.	7	15	-	-	-	2	1	3	11	21											
Okla.	25	22	-	-	3	3	-	-	16	5											
Tex.	1	1	1	1	-	-	-	-	93	212											
MOUNTAIN	109	90	2	5	11	13	14	12	206	167											
Mont.	-	-	-	-	-	-	-	-	3	2											
Idaho	4	2	-	-	-	-	2	1	10	7											
Wyo.	-	-	-	-	-	-	-	-	1	1											
Colo.	24	16	-	-	-	-	3	4	20	23											
N. Mex.	20	12	-	-	3	3	3	1	5	8											
Ariz.	45	49	-	5	7	6	1	4	135	94											
Utah	9	7	2	-	-	2	3	2	27	12											
Nev.	7	4	-	-	1	2	2	-	5	20											
PACIFIC	35	81	2	2	-	14	5	15	414	506											
Wash.	3	3	2	-	-	2	1	1	26	28											
Oreg.	22	20	-	-	-	-	1	2	30	30											
Calif.	3	34	-	2	-	12	2	7	347	439											
Alaska	2	18	-	-	-	-	1	5	4	5											
Hawaii	5	6	-	-	-	-	-	-	7	4											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	-	-	-	-	7	35											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


