
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending November 22, 2008 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	42	96	259	4,666	4,687	21	34	166	1,459	1,616											
NEW ENGLAND	-	6	31	315	355	-	1	14	71	115											
Conn.	-	0	26	96	109	-	0	11	11	13											
Maine	-	0	3	25	26	-	0	1	2	3											
Mass.	-	3	8	138	170	-	0	5	39	78											
N.H.	-	0	2	26	26	-	0	1	11	11											
R.I.	-	0	9	18	8	-	0	2	7	8											
Vt.	-	0	2	12	16	-	0	1	1	2											
MID. ATLANTIC	5	18	43	909	863	1	4	19	190	284											
N.J.	-	3	11	137	157	-	1	6	56	60											
N.Y. (Upstate)	2	6	17	294	259	1	2	14	93	92											
N.Y. City	-	4	10	170	211	-	0	8	41	132											
Pa.	3	6	16	308	236	N	0	0	N	N											
E.N. CENTRAL	4	19	42	848	879	1	6	23	240	278											
Ill.	-	4	16	222	264	-	1	5	48	75											
Ind.	3	2	11	122	105	1	0	14	36	18											
Mich.	-	3	10	159	187	-	1	5	68	72											
Ohio	1	5	14	243	206	-	1	5	54	56											
Wis.	-	2	10	102	117	-	1	3	34	57											
W.N. CENTRAL	12	5	39	357	310	7	2	16	134	91											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	36	30	-	0	3	18	1											
Minn.	12	0	35	166	149	7	0	13	60	48											
Mo.	-	2	10	83	79	-	1	2	31	24											
Nebr.	-	1	3	39	23	-	0	2	8	17											
N. Dak.	-	0	5	12	18	-	0	2	8	1											
S. Dak.	-	0	2	21	11	-	0	1	9	-											
S. ATLANTIC	13	21	37	1,006	1,145	5	6	16	270	293											
Del.	-	0	2	8	10	-	0	0	-	-											
D.C.	-	0	4	26	17	-	0	1	2	2											
Fla.	7	5	10	246	290	2	1	4	61	60											
Ga.	2	5	14	218	229	-	1	5	62	71											
Md.	2	4	8	167	191	3	1	5	52	60											
N.C.	1	2	10	126	150	N	0	0	N	N											
S.C.	-	1	5	62	91	-	1	4	47	51											
Va.	1	3	12	121	141	-	1	6	38	42											
W. Va.	-	0	3	32	26	-	0	1	8	7											
E.S. CENTRAL	-	4	9	160	196	1	2	11	93	91											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	38	37	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	20	6											
Tenn.	-	3	6	122	159	1	2	9	73	85											
W.S. CENTRAL	4	9	85	419	280	3	5	66	242	230											
Ark.	-	0	2	5	17	-	0	2	6	14											
La.	-	0	2	16	16	-	0	2	10	35											
Okla.	2	2	19	104	63	-	1	7	59	50											
Tex.	2	6	65	294	184	3	3	58	167	131											
MOUNTAIN	4	11	22	498	525	3	4	12	204	221											
Ariz.	2	4	9	187	196	3	2	8	103	109											
Colo.	2	3	8	137	131	-	1	4	55	43											
Idaho	-	0	2	15	17	-	0	1	5	2											
Mont.	N	0	0	N	N	-	0	1	4	1											
Nev.	-	0	1	12	2	N	0	0	N	N											
N. Mex.	-	2	8	90	96	-	0	3	17	38											
Utah	-	1	5	51	78	-	0	3	19	28											
Wyo.	-	0	2	6	5	-	0	1	1	-											
PACIFIC	-	3	10	154	134	-	0	2	15	13											
Alaska	-	1	4	36	25	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	-	2	10	118	109	-	0	2	15	13											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	30	4	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	14	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


