
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 21, 1998 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1998
H. influenzae, Invasive cummulative for 1997
Hepatitis (Viral), Type A cummulative for 1998
Hepatitis (Viral), Type A cummulative for 1997
Hepatitis (Viral), Type B cummulative for 1998
Hepatitis (Viral), Type B cummulative for 1997
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1998
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1998
Measles (Rubeola), Total cummulative for 1998
Measles (Rubeola), Total cummulative for 1997

tab delimited data:
test
UNITED STATES	912	957	19,662	25,233	7,718	8,405	-	60	2	25	85	128									
NEW ENGLAND	61	55	247	599	169	161	-	1	-	2	3	19									
Maine	3	5	19	58	4	6	-	-	-	-	-	1									
N.H.	9	10	14	32	18	15	-	-	-	-	-	1									
Vt.	7	3	15	13	5	11	-	-	-	1	1	-									
Mass.	36	32	100	246	51	68	-	1	-	1	2	16									
R.I.	5	3	16	126	66	14	-	-	-	-	-	-									
Conn.	1	2	83	124	25	47	-	-	-	-	-	1									
MID. ATLANTIC	133	150	1,317	1,898	985	1,208	-	8	-	6	14	26									
Upstate N.Y.	57	49	324	330	268	275	-	1	-	1	2	5									
N.Y. City	26	41	345	834	247	424	-	-	-	-	-	10									
N.J.	45	42	307	279	176	218	U	7	U	1	8	3									
Pa.	5	18	341	455	294	291	-	-	-	4	4	8									
E.N. CENTRAL	151	149	3,237	2,632	1,407	1,324	-	11	-	3	14	10									
Ohio	46	80	278	280	72	76	-	-	-	1	1	-									
Ind.	39	14	306	285	713	93	-	2	-	1	3	-									
Ill.	51	37	613	736	173	249	-	-	-	-	-	7									
Mich.	8	17	1,882	1,163	409	386	-	9	-	1	10	2									
Wis.	7	1	158	168	40	520	-	-	-	-	-	1									
W.N. CENTRAL	83	56	1,237	1,963	366	427	-	1	-	-	1	17									
Minn.	65	44	118	184	45	37	-	-	-	-	-	8									
Iowa	2	5	392	419	59	38	-	1	-	-	1	-									
Mo.	9	4	562	1,003	219	303	U	-	U	-	-	1									
N. Dak.	-	-	3	10	4	5	-	-	-	-	-	-									
S. Dak.	-	2	31	21	2	1	-	-	-	-	-	8									
Nebr.	1	1	39	86	14	14	-	-	-	-	-	-									
Kans.	6	-	92	240	23	29	U	-	U	-	-	-									
S. ATLANTIC	176	142	1,796	1,807	1,032	1,095	-	3	-	5	8	14									
Del.	-	-	3	29	3	6	-	-	-	1	1	-									
Md.	50	52	297	177	144	148	-	-	-	1	1	2									
D.C.	-	-	54	32	11	29	-	-	-	-	-	1									
Va.	16	12	191	209	91	114	-	-	-	2	2	1									
W. Va.	5	3	7	11	8	16	-	-	-	-	-	-									
N.C.	23	21	115	185	214	235	-	-	-	-	-	2									
S.C.	3	4	37	98	41	90	-	-	-	-	-	1									
Ga.	45	29	589	554	128	126	-	1	-	1	2	1									
Fla.	34	21	503	512	392	331	-	2	-	-	2	6									
E.S. CENTRAL	50	54	339	553	362	634	-	-	-	2	2	1									
Ky.	7	8	22	67	41	36	-	-	-	-	-	-									
Tenn.	28	30	206	342	252	401	-	-	-	1	1	-									
Ala.	13	14	68	76	67	71	-	-	-	1	1	1									
Miss.	2	2	43	68	2	126	-	-	-	-	-	-									
W.S. CENTRAL	52	47	3,727	5,209	1,128	1,156	-	1	-	-	1	8									
Ark.	-	2	89	194	87	78	-	-	-	-	-	-									
La.	23	12	108	213	153	150	-	1	-	-	1	-									
Okla.	26	30	535	1,313	88	45	U	-	U	-	-	1									
Tex.	3	3	2,995	3,489	800	883	-	-	-	-	-	7									
MOUNTAIN	104	79	2,949	3,845	745	774	-	3	2	2	5	8									
Mont.	-	-	92	68	5	11	-	-	-	-	-	-									
Idaho	1	1	226	124	40	46	-	-	-	-	-	-									
Wyo.	1	4	35	31	7	23	U	-	U	-	-	-									
Colo.	18	18	309	373	104	132	-	-	-	-	-	-									
N. Mex.	7	8	135	318	289	232	-	-	-	-	-	-									
Ariz.	53	29	1,773	2,020	163	180	-	3	2	2	5	5									
Utah	5	3	180	519	66	82	-	-	-	-	-	1									
Nev.	19	16	199	392	71	68	U	-	U	-	-	2									
PACIFIC	102	225	4,813	6,727	1,524	1,626	-	32	-	5	37	25									
Wash.	10	5	879	591	108	72	-	-	-	1	1	2									
Oreg.	37	31	348	335	111	105	-	-	-	-	-	-									
Calif.	47	174	3,533	5,628	1,287	1,425	-	5	-	3	8	19									
Alaska	1	8	17	32	12	14	-	27	-	1	28	-									
Hawaii	7	7	36	141	6	10	-	-	-	-	-	4									
Guam	-	-	-	-	2	3	U	-	U	-	-	-									
P.R.	2	-	49	256	332	734	-	-	-	-	-	-									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	-	6	3	1	53	44	U	-	U	-	-	1									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1998 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


