
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending August 11, 2007 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	66	183	1,479	4,984	8,451	90	91	171	2,750	3,245	38	31	211	924	1,138						
NEW ENGLAND	4	33	77	743	958	10	12	22	353	238	-	0	10	-	9						
Conn.	-	1	6	26	60	9	5	11	141	103	-	0	0	-	-						
Maine	-	2	15	38	49	-	2	8	46	59	-	0	0	-	-						
Mass.	4	22	46	613	603	-	0	0	-	-	-	0	1	-	8						
N.H.	-	2	9	36	139	-	1	4	31	22	-	0	0	-	1						
R.I.	-	0	31	4	25	-	0	3	25	17	-	0	9	-	-						
Vt.	-	1	9	26	82	1	2	13	110	37	-	0	0	-	-						
MID. ATLANTIC	18	28	155	697	1,045	-	13	44	420	295	1	1	6	32	57						
N.J.	-	2	16	66	190	-	0	0	-	-	-	0	3	1	28						
N.Y. (Upstate)	15	16	146	374	425	-	-	-	-	-	1	0	1	3	-						
N.Y. City	-	2	6	68	62	-	1	5	28	13	-	0	3	14	15						
Pa.	3	8	20	189	368	-	12	44	392	282	-	0	3	14	14						
E.N. CENTRAL	16	36	80	936	1,235	16	2	19	154	86	-	1	9	26	39						
Ill.	-	4	23	88	302	3	1	7	45	21	-	0	3	16	20						
Ind.	-	1	45	39	138	1	0	1	7	7	-	0	1	3	3						
Mich.	4	8	39	159	280	10	1	11	55	34	-	0	1	3	1						
Ohio	12	15	54	451	369	2	0	12	47	24	-	0	4	4	14						
Wis.	-	5	24	199	146	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	1	14	151	363	791	4	6	17	170	193	2	3	12	115	118						
Iowa	-	4	16	95	204	-	0	7	21	36	-	0	1	6	4						
Kans.	1	3	14	92	162	2	2	8	87	51	-	0	1	2	-						
Minn.	-	0	119	59	111	-	0	5	17	28	-	0	2	1	1						
Mo.	-	3	10	45	203	2	0	6	23	36	2	2	12	96	95						
Nebr.	-	1	4	28	74	-	0	0	-	-	-	0	2	7	18						
N. Dak.	-	0	18	4	20	-	0	6	12	14	-	0	0	-	-						
S. Dak.	-	0	6	40	17	-	0	2	10	28	-	0	1	3	-						
S. ATLANTIC	10	19	163	571	685	49	40	65	1,252	1,472	22	12	67	505	650						
Del.	-	0	2	7	3	-	0	0	-	-	-	0	2	7	17						
D.C.	-	0	2	2	3	-	0	0	-	-	-	0	1	1	1						
Fla.	8	4	18	149	133	-	0	28	79	176	-	0	4	12	8						
Ga.	1	1	5	21	61	19	4	23	141	167	-	0	5	14	32						
Md.	-	2	8	68	96	9	6	12	182	268	2	1	7	38	49						
N.C.	-	2	112	200	131	8	9	19	311	310	19	6	61	335	469						
S.C.	1	2	11	52	106	-	2	11	46	97	1	1	7	35	23						
Va.	-	2	17	60	129	13	13	31	451	387	-	2	12	61	48						
W. Va.	-	0	19	12	23	-	1	8	42	67	-	0	2	2	3						
E.S. CENTRAL	-	5	24	147	206	1	4	11	99	157	3	5	27	149	194						
Ala.	-	1	18	40	40	-	0	8	-	49	2	1	9	40	47						
Ky.	-	0	3	5	44	1	0	3	14	14	-	0	2	4	1						
Miss.	-	0	10	40	20	-	0	0	-	4	-	0	1	2	2						
Tenn.	-	2	7	62	102	-	2	7	85	90	1	3	22	103	144						
W.S. CENTRAL	2	20	226	551	481	2	2	35	68	568	10	1	168	75	44						
Ark.	-	2	17	103	51	2	0	5	23	24	10	0	53	27	29						
La.	-	0	2	11	19	-	0	1	-	3	-	0	1	1	-						
Okla.	1	0	36	4	18	-	0	22	45	48	-	0	108	34	7						
Tex.	1	17	174	433	393	-	0	34	-	493	-	0	7	13	8						
MOUNTAIN	7	25	61	669	1,815	5	3	28	105	104	-	0	4	20	25						
Ariz.	2	6	13	147	371	4	2	10	73	80	-	0	2	1	7						
Colo.	-	6	17	183	574	-	0	0	-	-	-	0	1	1	4						
Idaho	1	1	6	28	54	-	0	24	-	-	-	0	3	3	2						
Mont.	-	1	7	31	84	-	0	2	9	9	-	0	1	1	2						
Nev.	2	0	5	5	56	-	0	2	2	2	-	0	0	-	-						
N. Mex.	-	2	8	34	62	-	0	2	7	6	-	0	1	4	5						
Utah	2	8	47	226	560	-	0	1	6	5	-	0	0	-	-						
Wyo.	-	1	5	15	54	1	0	2	8	2	-	0	2	10	5						
PACIFIC	8	14	547	307	1,235	3	4	13	129	132	-	0	1	2	2						
Alaska	1	1	8	33	50	-	0	6	34	14	N	0	0	N	N						
Calif.	-	7	225	99	1,028	3	3	12	89	108	-	0	0	-	-						
Hawaii	-	0	2	13	77	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	11	62	80	-	0	3	6	10	-	0	1	2	2						
