
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending June 19, 2004 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Congenital) cummulative for 2004
Syphilis (Congenital) cummulative for 2003
Tuberculosis cummulative for 2004
Tuberculosis cummulative for 2003
Typhoid Fever cummulative for 2004
Typhoid Fever cummulative for 2003
Varicella (Chicken Pox) cummulative for 2004
Varicella (Chicken Pox) cummulative for 2003

tab delimited data:
test
UNITED STATES	3,154	3,246	143	211	3,402	5,340	112	135	8,796	9,061											
NEW ENGLAND	71	97	1	-	156	174	13	13	565	1,996											
Maine	-	4	-	-	-	10	-	-	175	615											
N.H.	3	12	-	-	7	8	-	1	-	-											
Vt.	-	-	-	-	-	5	-	-	390	427											
Mass.	50	61	-	-	103	77	11	7	-	100											
R.I.	9	11	-	-	11	25	1	2	-	3											
Conn.	9	9	1	-	35	49	1	3	-	851											
MID. ATLANTIC	465	364	25	33	855	972	28	23	34	10											
Upstate N.Y.	41	15	1	3	103	103	2	3	-	-											
N.Y. City	239	203	9	19	448	527	7	12	-	-											
N.J.	77	73	15	11	170	176	9	7	-	-											
Pa.	108	73	-	-	134	166	10	1	34	10											
E.N. CENTRAL	336	451	33	38	486	497	5	16	4,055	3,526											
Ohio	104	93	1	2	81	88	1	-	964	884											
Ind.	25	21	8	7	60	54	-	4	-	-											
Ill.	105	187	2	13	225	231	-	6	-	-											
Mich.	92	139	22	16	91	96	3	6	2,752	2,102											
Wis.	10	11	-	-	29	28	1	-	339	540											
W.N. CENTRAL	63	87	-	4	168	215	2	3	115	37											
Minn.	11	26	-	-	68	75	1	1	-	-											
Iowa	4	7	-	-	15	11	-	1	N	N											
Mo.	30	30	-	4	49	62	1	1	2	-											
N. Dak.	-	-	-	-	3	-	-	-	70	37											
S. Dak.	-	1	-	-	5	13	-	-	43	-											
Nebr.	4	3	-	-	6	9	-	-	-	-											
Kans.	14	20	-	-	22	45	-	-	-	-											
S. ATLANTIC	851	859	17	44	795	975	19	26	1,354	1,241											
Del.	3	4	1	-	-	-	-	-	4	13											
Md.	169	129	2	7	110	94	3	7	-	-											
D.C.	33	26	1	-	-	-	-	-	16	17											
Va.	48	39	1	1	87	97	3	11	344	305											
W. Va.	2	1	-	-	10	10	-	-	773	759											
N.C.	69	77	3	9	96	106	3	4	N	N											
S.C.	48	51	-	4	90	63	-	-	217	147											
Ga.	137	229	-	11	11	234	8	2	-	-											
Fla.	342	303	9	12	391	371	2	2	-	-											
E.S. CENTRAL	169	156	6	7	262	295	4	2	2	-											
Ky.	23	21	-	1	42	52	2	-	-	-											
Tenn.	65	68	1	1	95	89	2	1	-	-											
Ala.	68	56	3	4	92	109	-	1	-	-											
Miss.	13	11	2	1	33	45	-	-	2	-											
W.S. CENTRAL	501	375	22	32	300	876	7	7	1,160	1,953											
Ark.	18	19	-	1	60	45	-	-	-	-											
La.	97	51	-	-	-	-	-	-	34	9											
Okla.	13	20	2	1	64	61	-	-	-	-											
Tex.	373	285	20	30	176	770	7	7	1,126	1,944											
MOUNTAIN	165	145	29	19	177	160	5	4	1,511	298											
Mont.	-	-	-	-	-	-	-	-	-	-											
Idaho	13	4	1	-	-	1	-	-	-	-											
Wyo.	1	-	-	-	1	2	-	-	19	25											
Colo.	10	19	-	3	42	39	1	3	1,132	-											
N. Mex.	26	29	1	4	13	24	-	-	63	-											
Ariz.	103	85	27	12	101	69	2	1	-	-											
Utah	2	2	-	-	20	13	1	-	297	273											
Nev.	10	6	-	-	-	12	1	-	-	-											
PACIFIC	533	712	10	34	203	1,176	29	41	-	-											
Wash.	43	34	-	-	105	106	2	2	-	-											
Oreg.	9	18	-	-	34	47	1	2	-	-											
Calif.	478	653	10	34	-	948	20	37	-	-											
Alaska	-	1	-	-	13	28	-	-	-	-											
Hawaii	3	6	-	-	51	47	6	-	-	-											
Guam	-	1	-	-	-	27	-	-	-	81											
P.R.	54	99	2	8	14	38	-	-	146	270											
V.I.	4	1	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	10	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


