
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending October 25, 2008 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2008
Giardiasis cummulative for 2007
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2008
Gonorrhea cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2008
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007

tab delimited data:
test
UNITED STATES	232	308	1,158	13,751	15,117	3,649	5,991	8,913	246,648	291,969	24	47	173	2,080	1,996						
NEW ENGLAND	9	24	49	1,064	1,251	100	103	227	4,333	4,574	-	3	12	125	154						
Conn.	-	6	11	256	312	75	51	199	2,160	1,744	-	0	9	35	41						
Maine	4	3	12	140	163	2	2	6	80	102	-	0	3	10	12						
Mass.	-	9	17	343	530	18	38	127	1,718	2,207	-	1	5	57	75						
N.H.	-	2	11	124	26	1	2	6	82	124	-	0	1	9	16						
R.I.	-	1	5	64	72	4	6	13	269	346	-	0	1	6	8						
Vt.	5	2	13	137	148	-	0	5	24	51	-	0	3	8	2						
MID. ATLANTIC	69	60	131	2,610	2,615	403	626	1,028	26,871	30,337	7	10	31	407	381						
N.J.	-	8	14	300	336	-	107	168	3,971	5,035	-	1	7	61	58						
N.Y. (Upstate)	51	23	111	970	952	115	124	545	4,986	5,595	4	3	22	126	106						
N.Y. City	-	16	27	652	714	138	179	516	8,708	8,960	-	1	6	67	85						
Pa.	18	15	45	688	613	150	222	394	9,206	10,747	3	4	8	153	132						
E.N. CENTRAL	34	48	76	1,999	2,418	316	1,247	1,644	51,277	60,209	3	8	28	317	302						
Ill.	-	10	20	434	768	4	370	589	14,136	16,426	-	2	7	100	96						
Ind.	N	0	0	N	N	69	150	284	6,746	7,475	2	1	20	64	49						
Mich.	3	11	21	460	518	177	329	657	14,001	12,800	-	0	3	16	23						
Ohio	28	16	31	732	676	2	307	531	12,586	17,820	1	2	6	113	84						
Wis.	3	9	23	373	456	64	100	183	3,808	5,688	-	1	2	24	50						
W.N. CENTRAL	13	29	621	1,662	1,100	232	318	425	13,571	16,354	2	3	24	161	113						
Iowa	1	6	17	269	260	26	29	48	1,254	1,641	-	0	1	2	1						
Kans.	4	3	11	140	155	65	41	130	1,904	1,924	-	0	3	11	11						
Minn.	-	0	575	590	6	-	58	92	2,422	2,871	1	0	21	54	49						
Mo.	6	8	22	385	446	133	150	203	6,634	8,380	-	1	6	60	35						
Nebr.	2	4	10	163	129	-	25	47	995	1,219	1	0	2	22	14						
N. Dak.	-	0	36	18	16	-	2	6	82	104	-	0	3	12	3						
S. Dak.	-	1	10	97	88	8	6	15	280	215	-	0	0	-	-						
S. ATLANTIC	32	54	85	2,179	2,528	938	1,234	3,072	52,769	68,248	7	11	29	528	512						
Del.	-	1	3	32	38	24	20	44	881	1,070	-	0	2	6	8						
D.C.	2	1	5	47	63	60	47	104	2,197	1,970	-	0	1	8	3						
Fla.	25	22	52	1,040	1,058	372	453	549	19,195	19,323	3	3	10	150	139						
Ga.	-	11	25	451	562	2	156	560	5,668	14,548	2	2	9	125	103						
Md.	3	5	12	189	229	92	118	168	5,043	5,527	1	2	6	76	74						
N.C.	N	0	0	N	N	-	36	1,949	2,638	11,234	1	1	9	63	48						
S.C.	-	2	7	85	95	191	187	832	8,036	8,698	-	1	7	40	43						
