
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending March 30, 2013 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2013
Legionellosis cummulative for 2012
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2013
Lyme disease cummulative for 2012
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2013
Malaria cummulative for 2012

tab delimited data:
test
UNITED STATES	21	63	155	447	516	36	470	1,542	1,397	3,488	7	23	46	165	211						
NEW ENGLAND	1	5	19	28	30	-	132	673	102	1,100	-	2	5	7	15						
Conn.	-	1	7	3	5	-	38	182	3	364	-	0	2	-	2						
Maine	-	0	3	4	2	-	16	69	34	97	-	0	1	-	-						
Mass.	1	3	11	15	15	-	53	360	27	453	-	0	4	5	12						
N.H.	-	0	2	1	4	-	16	96	14	144	-	0	2	2	-						
R.I.	-	0	6	3	4	-	0	42	2	7	-	0	4	-	-						
Vt.	-	0	2	2	-	-	8	29	22	35	-	0	1	-	1						
MID. ATLANTIC	6	14	45	102	121	23	197	664	881	1,646	-	5	13	37	43						
N.J.	-	2	12	13	21	-	50	166	265	573	-	0	4	6	-						
N.Y. (Upstate)	2	6	15	24	35	17	41	259	127	200	-	1	4	12	5						
N.Y. City	1	2	13	24	25	-	1	12	1	4	-	3	11	15	30						
Pa.	3	4	19	41	40	6	97	412	488	869	-	1	4	4	8						
E.N. CENTRAL	4	14	54	94	119	2	22	173	36	212	-	2	8	17	24						
Ill.	-	3	23	13	23	-	2	18	2	11	-	0	6	4	5						
Ind.	1	3	6	30	23	-	1	6	1	6	-	0	2	3	5						
Mich.	-	2	9	4	16	1	1	9	3	10	-	0	5	3	3						
Ohio	3	4	17	44	50	1	1	6	11	7	-	1	3	6	8						
Wis.	-	1	7	3	7	-	17	143	19	178	-	0	2	1	3						
W.N. CENTRAL	-	3	10	17	30	-	2	18	4	10	-	1	5	8	9						
Iowa	-	0	2	1	1	-	1	16	1	6	-	0	2	3	1						
Kans.	-	0	2	1	1	-	0	2	2	2	-	0	1	2	3						
Minn.	-	1	4	5	11	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	8	2	14	-	0	2	1	1	-	0	2	1	4						
Nebr.	-	0	2	6	1	-	0	2	-	-	-	0	1	1	1						
N. Dak.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	2	1	-	0	1	-	1	-	0	2	1	-						
S. ATLANTIC	8	11	27	97	106	10	64	219	346	464	6	7	15	72	66						
Del.	-	0	2	-	5	-	10	30	58	115	-	0	1	-	1						
D.C.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	2						
Fla.	2	4	11	42	44	1	2	6	16	26	-	1	3	17	18						
Ga.	-	1	4	8	12	-	0	4	7	4	1	1	6	12	5						
Md.	3	2	6	15	17	3	28	97	196	193	4	2	8	32	14						
N.C.	2	1	8	15	6	-	0	29	9	7	-	0	8	2	7						
S.C.	-	0	3	3	4	-	0	3	-	7	-	0	2	-	3						
Va.	1	2	4	13	11	6	17	171	56	107	1	1	4	9	16						
W. Va.	-	0	3	1	7	-	1	10	4	5	-	0	1	-	-						
E.S. CENTRAL	-	2	7	18	15	-	1	5	9	7	1	0	4	7	5						
Ala.	-	0	2	3	4	-	0	2	3	3	-	0	2	1	2						
Ky.	-	0	4	4	4	-	0	4	4	2	-	0	2	3	2						
Miss.	-	0	2	3	1	-	0	1	-	1	-	0	1	-	1						
Tenn.	-	1	3	8	6	-	0	4	2	1	1	0	2	3	-						
W.S. CENTRAL	-	4	28	28	26	-	1	6	1	5	-	1	13	3	12						
Ark.	-	0	3	2	1	-	0	0	-	-	-	0	1	-	-						
La.	-	0	3	7	3	-	0	1	-	1	-	0	2	2	1						
Okla.	-	0	9	-	-	-	0	0	-	-	-	0	4	1	4						
Tex.	-	2	25	19	22	-	1	6	1	4	-	1	13	-	7						
MOUNTAIN	-	2	7	19	23	-	0	5	5	6	-	1	6	4	12						
Ariz.	-	0	3	2	8	-	0	2	-	1	-	0	3	1	1						
Colo.	-	0	3	4	6	-	0	0	-	-	-	0	3	-	4						
Idaho	-	0	2	3	2	-	0	3	5	2	-	0	1	-	1						
Mont.	-	0	1	1	-	-	0	1	-	-	-	0	0	-	-						
Nev.	-	0	2	2	4	-	0	2	-	1	-	0	1	3	4						
N. Mex.	-	0	2	3	-	-	0	1	-	-	-	0	1	-	1						
Utah	-	0	5	4	2	-	0	1	-	1	-	0	2	-	1						
Wyo.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	-						
PACIFIC	2	3	16	44	46	1	2	8	13	38	-	2	7	10	25						
Alaska	-	0	0	-	-	-	0	1	-	3	-	0	1	-	2						
Calif.	1	2	10	28	34	-	1	4	5	20	-	1	5	6	21						
Hawaii	1	0	1	2	-	N	0	0	N	N	-	0	1	-	1						
Oreg.	-	0	3	6	10	-	1	6	7	15	-	0	2	-	1						
Wash.	-	0	9	8	2	1	0	4	1	-	-	0	5	4	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


