
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending January 31, 2004 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral, Acute), Type B cummulative for 2004
Hepatitis (Viral, Acute), Type B cummulative for 2003
Hepatitis (Viral, Acute), Type C cummulative for 2004
Hepatitis (Viral, Acute), Type c cummulative for 2003
Legionellosis cummulative for 2004
Legionellosis cummulative for 2003
Listeriosis cummulative for 2004
Listeriosis cummulative for 2003
Lyme Disease cummulative for 2004
Lyme Disease cummulative for 2003

tab delimited data:
test
UNITED STATES	222	497	47	172	86	78	25	30	320	469											
NEW ENGLAND	9	24	-	-	1	4	-	2	1	22											
Maine	-	-	-	-	-	-	-	-	-	-											
N.H.	-	-	-	-	-	-	-	1	-	-											
Vt.	1	1	-	-	-	1	-	-	-	2											
Mass.	8	16	-	-	-	2	-	1	1	20											
R.I.	-	-	-	-	-	-	-	-	-	-											
Conn.	-	7	U	U	1	1	-	-	-	-											
MID. ATLANTIC	16	75	9	6	14	20	3	10	269	373											
Upstate N.Y.	3	-	1	-	3	3	1	1	102	79											
N.Y. City	-	39	-	-	-	4	-	4	-	-											
N.J.	3	18	-	-	1	1	1	1	9	79											
Pa.	10	18	8	6	10	12	1	4	158	215											
E.N. CENTRAL	17	41	7	13	31	23	4	3	11	12											
Ohio	11	13	1	1	24	9	3	1	11	2											
Ind.	-	-	-	-	-	-	-	-	-	1											
Ill.	-	-	-	3	-	6	-	2	-	-											
Mich.	6	18	6	9	7	8	-	-	-	-											
Wis.	-	10	-	-	-	-	1	-	U	9											
W.N. CENTRAL	2	30	-	11	1	2	-	2	4	2											
Minn.	-	-	-	-	-	-	-	1	-	-											
Iowa	-	1	-	-	-	1	-	-	2	1											
Mo.	-	27	-	11	-	-	-	-	-	1											
N. Dak.	-	-	-	-	-	-	-	-	-	-											
S. Dak.	-	-	-	-	1	-	-	-	-	-											
Nebr.	1	1	-	-	-	-	-	1	-	-											
Kans.	1	1	-	-	-	1	-	-	2	-											
S. ATLANTIC	100	168	22	7	21	10	8	4	28	37											
Del.	-	-	-	-	1	-	N	N	-	8											
Md.	8	5	2	2	3	5	2	1	19	22											
D.C.	-	-	-	-	-	-	-	-	-	-											
Va.	1	4	-	-	-	2	-	-	-	-											
W. Va.	-	-	1	-	-	-	1	-	-	-											
N.C.	11	12	1	1	3	2	2	1	5	5											
S.C.	-	-	-	-	-	-	-	1	-	-											
Ga.	40	132	4	2	-	1	2	1	-	-											
Fla.	40	15	14	2	14	-	1	-	4	2											
E.S. CENTRAL	14	24	3	7	1	1	1	2	-	5											
Ky.	3	2	2	1	-	-	1	-	-	-											
Tenn.	1	3	1	2	1	1	-	-	-	-											
Ala.	2	9	-	-	-	-	-	2	-	-											
Miss.	8	10	-	4	-	-	-	-	-	5											
W.S. CENTRAL	4	46	2	119	-	11	-	1	-	8											
Ark.	-	3	-	1	-	-	-	-	-	-											
La.	4	8	2	13	-	-	-	-	-	-											
Okla.	-	2	-	-	-	1	-	-	-	-											
Tex.	-	33	-	105	-	10	-	1	-	8											
MOUNTAIN	6	38	1	2	5	2	-	2	1	1											
Mont.	-	1	-	-	-	-	-	1	-	-											
Idaho	1	1	-	-	1	-	-	-	-	-											
Wyo.	1	1	-	-	2	-	-	-	-	-											
Colo.	2	4	-	2	-	-	-	-	-	-											
N. Mex.	-	3	-	-	-	-	-	-	-	-											
Ariz.	-	18	1	-	-	1	-	1	-	-											
Utah	2	4	-	-	2	1	-	-	1	-											
Nev.	-	6	-	-	-	-	-	-	-	1											
PACIFIC	54	51	3	7	12	5	9	4	6	9											
Wash.	4	1	-	-	1	-	1	-	-	-											
Oreg.	9	10	1	1	N	N	3	-	-	2											
Calif.	41	38	1	5	11	5	5	4	6	7											
Alaska	-	-	-	-	-	-	-	-	-	-											
Hawaii	-	2	1	1	-	-	-	-	N	N											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	3	-	-	-	-	-	-	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


