
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 19, 2005 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	1,272	2,115	31	54	4,848	4,339	-	-	-												
NEW ENGLAND	52	63	1	7	90	187	-	-	-												
Maine	-	-	-	-	75	21	-	-	-												
N.H.	3	-	-	-	-	-	-	-	-												
Vt.	-	-	-	-	14	166	-	-	-												
Mass.	37	36	-	6	1	-	-	-	-												
R.I.	-	11	-	1	-	-	-	-	-												
Conn.	12	16	1	-	-	-	-	-	-												
MID. ATLANTIC	373	320	10	13	975	10	-	-	-												
Upstate N.Y.	36	36	2	-	-	-	-	-	-												
N.Y. City	208	182	1	5	-	-	-	-	-												
N.J.	78	61	3	5	-	-	-	-	-												
Pa.	51	41	4	3	975	10	-	-	-												
E.N. CENTRAL	218	168	1	3	1,808	1,683	-	-	-												
Ohio	40	36	-	1	361	444	-	-	-												
Ind.	22	34	1	-	N	N	-	-	-												
Ill.	122	75	-	-	2	-	-	-	-												
Mich.	19	10	-	2	1,323	1,071	-	-	-												
Wis.	15	13	-	-	122	168	-	-	-												
W.N. CENTRAL	71	56	1	1	40	84	-	-	-												
Minn.	21	20	1	1	-	-	-	-	-												
Iowa	7	7	-	-	N	N	-	-	-												
Mo.	26	17	-	-	2	2	-	-	-												
N. Dak.	1	2	-	-	9	62	-	-	-												
S. Dak.	4	2	-	-	29	20	-	-	-												
Nebr.	1	2	-	-	-	-	-	-	-												
Kans.	11	6	-	-	-	-	-	-	N												
S. ATLANTIC	258	382	4	8	448	401	-	-	-												
Del.	-	5	-	-	1	-	-	-	-												
Md.	43	33	1	2	-	-	-	-	-												
D.C.	21	4	-	-	5	6	-	-	-												
Va.	-	28	-	2	37	50	-	-	-												
W. Va.	7	5	-	-	338	277	-	-	N												
N.C.	26	24	1	2	-	N	-	-	-												
S.C.	32	16	-	-	67	68	-	-	-												
Ga.	4	140	1	-	-	-	-	-	-												
Fla.	125	127	1	2	-	-	-	-	-												
E.S. CENTRAL	91	92	1	-	-	-	-	-	-												
Ky.	21	9	1	-	N	N	-	-	-												
Tenn.	57	31	-	-	-	-	-	-	-												
Ala.	13	30	-	-	-	-	-	-	-												
Miss.	-	22	-	-	-	-	-	-	-												
W.S. CENTRAL	37	388	2	5	641	1,349	-	-	-												
Ark.	17	23	-	-	-	-	-	-	-												
La.	-	-	-	-	5	33	-	-	-												
Okla.	20	27	-	-	-	-	-	-	-												
Tex.	-	338	2	5	636	1,316	-	-	-												
MOUNTAIN	27	65	1	2	846	625	-	-	-												
Mont.	-	-	-	-	-	-	-	-	-												
Idaho	-	-	-	-	-	-	-	-	-												
Wyo.	-	-	-	-	32	13	-	-	-												
Colo.	8	18	-	-	596	458	-	-	-												
N. Mex.	1	5	-	-	45	22	-	-	-												
Ariz.	15	24	1	1	-	-	-	-	-												
Utah	3	11	-	1	173	132	-	-	-												
Nev.	-	7	-	-	-	-	-	-	-												
PACIFIC	145	581	10	15	-	-	-	-	-												
Wash.	46	43	-	1	N	N	-	-	-												
Oreg.	21	15	1	1	-	-	-	-	-												
Calif.	50	490	5	8	-	-	-	-	-												
Alaska	3	7	-	-	-	-	-	-	-												
Hawaii	25	26	4	5	-	-	-	-	-												
Guam	-	12	-	-	-	17	-	-	-												
P.R.	-	5	-	-	38	83	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


