
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending May 12, 2012 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2012
Hepatitis (Viral Acute), Type A cummulative for 2011
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2012
Hepatitis (Viral Acute), Type B cummulative for 2011
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2012
Hepatitis (Viral Acute), Type C cummulative for 2011

tab delimited data:
test
UNITED STATES	20	28	59	444	464	22	52	131	911	974	5	22	63	383	416						
NEW ENGLAND	-	1	5	17	25	1	1	73	93	37	-	1	5	15	35						
Conn.	-	0	3	5	6	-	0	73	78	8	-	0	4	10	21						
Maine	-	0	2	4	1	1	0	2	6	4	-	0	3	-	4						
Mass.	-	0	3	4	14	-	1	4	7	24	-	0	2	2	7						
N.H.	-	0	1	4	-	-	0	1	2	1	N	0	0	N	N						
R.I.	-	0	1	-	2	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	2	-	2	-	0	0	-	-	-	0	2	3	3						
MID. ATLANTIC	5	5	12	70	96	2	5	10	82	113	2	2	8	50	46						
N.J.	-	1	5	4	34	-	1	4	25	24	-	0	5	5	17						
N.Y. (Upstate)	5	1	3	31	15	2	1	4	21	16	2	1	4	24	15						
N.Y. City	-	1	4	16	26	-	1	5	22	39	-	0	1	2	5						
Pa.	-	1	5	19	21	-	1	4	14	34	-	0	4	19	9						
E.N. CENTRAL	1	4	9	63	75	1	6	36	126	128	1	3	8	60	72						
Ill.	-	1	5	21	19	-	1	5	23	38	-	0	2	2	2						
Ind.	-	0	2	2	8	-	1	5	20	23	-	1	7	17	41						
Mich.	-	1	6	28	24	-	1	5	26	36	1	1	4	38	17						
Ohio	1	0	2	6	21	1	2	30	53	27	-	0	2	3	2						
Wis.	-	0	1	6	3	-	0	3	4	4	-	0	1	-	10						
W.N. CENTRAL	1	1	18	21	17	-	2	12	35	39	-	0	15	6	7						
Iowa	-	0	1	-	2	-	0	2	2	5	-	0	0	-	-						
Kans.	-	0	1	1	3	-	0	2	-	5	-	0	2	1	1						
Minn.	-	0	18	-	2	-	0	11	-	2	-	0	15	-	-						
Mo.	1	0	3	11	5	-	1	4	29	20	-	0	1	3	6						
Nebr.	-	0	2	9	3	-	0	2	4	6	-	0	1	2	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	0	-	2	-	0	1	-	1	-	0	0	-	-						
S. ATLANTIC	6	4	12	79	92	9	13	58	234	245	-	5	13	90	89						
Del.	-	0	1	2	1	-	0	2	6	2	U	0	0	U	U						
D.C.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Fla.	4	1	8	31	30	6	4	7	78	73	-	1	5	32	19						
Ga.	-	0	5	15	30	1	3	8	39	58	-	1	4	11	21						
Md.	2	0	4	8	9	1	1	5	24	20	-	0	4	8	12						
N.C.	-	0	3	6	7	1	1	8	27	54	-	1	7	18	18						
S.C.	-	0	2	2	4	-	0	3	10	15	-	0	1	-	-						
Va.	-	0	3	14	8	-	1	5	19	23	-	0	3	8	7						
W. Va.	-	0	2	1	3	-	0	43	31	-	-	1	5	13	12						
E.S. CENTRAL	2	1	6	19	8	1	11	21	185	170	-	5	10	71	74						
Ala.	2	0	2	7	-	-	2	6	28	36	-	0	3	10	3						
Ky.	-	0	2	2	3	-	3	10	60	58	-	2	8	26	41						
Miss.	-	0	1	1	2	1	1	5	21	18	U	0	0	U	U						
Tenn.	-	0	5	9	3	-	4	10	76	58	-	2	6	35	30						
W.S. CENTRAL	2	3	13	57	25	3	7	37	78	113	1	1	12	17	36						
Ark.	-	0	2	2	-	-	1	3	17	20	-	0	0	-	-						
La.	-	0	2	1	1	-	1	4	15	22	-	0	1	-	4						
Okla.	1	0	8	1	1	-	1	15	6	16	1	0	9	2	19						
Tex.	1	3	7	53	23	3	3	17	40	55	-	1	3	15	13						
MOUNTAIN	3	2	6	49	50	-	1	4	23	39	-	2	5	36	35						
Ariz.	-	1	6	17	23	-	0	1	3	8	U	0	0	U	U						
Colo.	-	0	3	15	10	-	0	2	5	11	-	1	4	12	11						
Idaho	2	0	1	7	4	-	0	1	1	2	-	0	2	7	7						
Mont.	-	0	1	2	3	-	0	0	-	-	-	0	4	1	1						
Nev.	1	0	3	4	4	-	0	3	13	13	-	0	2	7	6						
N. Mex.	-	0	2	3	3	-	0	2	1	2	-	0	2	5	4						
Utah	-	0	2	1	1	-	0	1	-	3	-	0	2	4	5						
Wyo.	-	0	0	-	2	-	0	0	-	-	-	0	1	-	1						
PACIFIC	-	4	12	69	76	5	3	12	55	90	1	2	10	38	22						
Alaska	-	0	1	1	1	-	0	2	3	2	U	0	0	U	U						
Calif.	-	3	9	50	58	-	2	6	29	64	-	1	5	19	10						
Hawaii	-	0	2	3	4	-	0	1	3	5	U	0	0	U	U						
Oreg.	-	0	2	3	3	-	0	4	8	10	-	0	2	11	6						
Wash.	-	0	4	12	10	5	0	6	12	9	1	0	10	8	6						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	8	-	-	-	-	28	-	-	-	-	10						
P.R.	-	0	2	-	11	-	0	3	4	9	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


