
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 17, 1999 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1999
AIDS § cummulative for 1998
Chlamydia† cummulative for 1999
Chlamydia† cummulative for 1998
Cryptosporidiosis cummulative for 1999
Cryptosporidiosis cummulative for 1998
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	23,194	23,725	306,823	309,501	724	1,055	949	1,044	528	884											
NEW ENGLAND	1,120	810	10,070	10,936	36	79	125	143	85	128											
Maine	29	18	193	552	12	18	12	17	-	-											
N.H.	26	15	497	518	6	6	18	21	11	24											
Vt.	6	10	254	215	6	12	14	6	7	5											
Mass.	716	372	4,886	4,456	12	39	48	73	39	73											
R.I.	61	69	1,259	1,310	-	4	9	5	6	1											
Conn.	282	326	2,981	3,885	-	-	24	21	22	25											
MID. ATLANTIC	5,913	6,918	37,452	32,427	104	311	54	107	14	41											
Upstate N.Y.	725	856	N	N	63	190	46	70	-	-											
N.Y. City	3,003	3,888	19,678	14,212	22	109	2	7	4	7											
N.J.	1,158	1,215	5,882	6,193	9	12	6	30	10	26											
Pa.	1,027	959	11,892	12,022	10	-	N	N	-	8											
E.N. CENTRAL	1,502	1,760	44,353	52,941	69	113	165	200	105	159											
Ohio	241	339	12,425	14,366	20	44	64	48	38	25											
Ind.	191	323	5,486	5,778	13	20	19	54	16	27											
Ill.	682	693	14,940	13,982	12	33	50	54	18	34											
Mich.	308	305	11,502	11,612	24	16	32	44	15	30											
Wis.	80	100	U	7,203	-	-	N	N	18	43											
W.N. CENTRAL	537	441	17,039	18,180	55	136	199	136	85	128											
Minn.	82	64	3,264	3,720	14	46	68	47	47	58											
Iowa	50	49	1,334	2,071	13	28	30	37	10	25											
Mo.	261	210	7,420	6,448	11	11	23	16	22	23											
N. Dak.	4	4	325	528	4	14	3	2	1	8											
S. Dak.	11	9	832	864	3	17	12	8	4	10											
Nebr.	39	37	1,273	1,538	9	17	53	16	-	-											
Kans.	90	68	2,591	3,011	1	3	10	10	1	4											
S. ATLANTIC	6,366	5,825	70,564	58,680	174	103	125	64	64	75											
Del.	80	75	1,474	1,349	-	-	2	-	-	1											
Md.	720	717	6,397	4,538	9	10	7	13	-	8											
D.C.	242	480	N	N	7	4	-	-	-	-											
Va.	340	424	7,623	5,887	10	1	31	-	20	29											
W. Va.	31	51	1,011	1,291	-	1	4	3	1	3											
N.C.	390	389	12,249	11,509	5	-	24	14	25	22											
S.C.	588	381	8,635	9,970	-	-	12	3	9	2											
Ga.	958	618	17,159	12,667	87	30	8	24	-	-											
Fla.	3,017	2,690	16,016	11,469	56	57	37	7	9	10											
E.S. CENTRAL	1,034	933	21,004	21,236	11	15	62	59	24	38											
Ky.	152	126	3,333	3,311	2	5	15	18	-	-											
Tenn.	405	330	7,294	6,902	4	6	27	24	17	25											
Ala.	257	274	5,676	5,476	3	-	16	14	6	12											
Miss.	220	203	4,701	5,547	2	4	4	3	1	1											
W.S. CENTRAL	2,491	2,889	44,718	46,340	33	18	31	41	42	53											
Ark.	90	104	3,257	1,952	-	3	5	4	5	6											
La.	463	507	7,726	7,513	21	8	3	3	6	2											
Okla.	70	170	4,258	5,263	2	3	7	9	5	4											
Tex.	1,868	2,108	29,477	31,612	10	4	16	25	26	41											
MOUNTAIN	860	816	16,863	17,259	43	74	81	146	37	119											
Mont.	4	15	697	655	8	6	4	6	-	2											
Idaho	12	15	665	1,051	3	14	4	11	2	7											
Wyo.	3	1	397	357	-	-	3	46	5	49											
Colo.	172	146	3,833	4,244	4	5	29	28	13	24											
N. Mex.	46	130	1,731	2,075	17	31	6	12	1	7											
Ariz.	427	327	6,965	5,861	8	10	14	17	6	13											
Utah	80	65	1,026	1,223	-	1	17	19	8	10											
Nev.	116	117	1,549	1,793	3	7	4	7	2	7											
PACIFIC	3,371	3,333	44,760	51,502	199	206	107	148	72	143											
Wash.	188	230	6,303	5,903	-	-	34	28	26	41											
Oreg.	88	94	3,175	2,788	78	22	27	36	21	36											
Calif.	3,036	2,930	32,673	40,542	121	181	46	82	22	60											
Alaska	13	12	1,003	1,005	-	-	-	2	-	-											
Hawaii	46	67	1,606	1,264	-	3	-	-	3	6											
Guam	5	-	149	203	-	-	N	N	-	-											
P.R.	734	995	U	U	-	-	5	-	U	U											
V.I.	15	17	N	N	-	-	N	N	U	U											
Amer. Samoa	-	-	U	U	-	-	N	N	U	U											
C.N.M.I.	-	-	N	N	-	-	N	N	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


