
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 19, 2000 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	112	149	1,274	2,069	466	634	-	1	-	-	1	14									
NEW ENGLAND	7	12	23	30	6	21	-	-	-	-	-	1									
Maine	-	1	1	2	1	-	-	-	-	-	-	-									
N.H.	2	1	5	2	3	2	-	-	-	-	-	1									
Vt.	1	2	1	-	2	-	-	-	-	-	-	-									
Mass.	4	7	4	11	-	9	-	-	-	-	-	-									
R.I.	-	-	-	-	-	2	-	-	-	-	-	-									
Conn.	-	1	12	15	-	8	-	-	-	-	-	-									
MID. ATLANTIC	14	23	45	132	38	98	-	-	-	-	-	-									
Upstate N.Y.	10	10	26	16	6	13	-	-	-	-	-	-									
N.Y. City	-	6	19	50	32	26	-	-	-	-	-	-									
N.J.	3	7	-	25	-	20	-	-	-	-	-	-									
Pa.	1	-	-	41	-	39	-	-	-	-	-	-									
E.N. CENTRAL	15	27	147	566	65	69	-	1	-	-	1	-									
Ohio	9	12	61	91	16	16	-	-	-	-	-	-									
Ind.	2	1	2	11	1	4	-	-	-	-	-	-									
Ill.	2	13	11	117	-	-	-	-	-	-	-	-									
Mich.	2	1	72	336	48	45	-	1	-	-	1	-									
Wis.	-	-	1	11	-	4	U	-	U	-	-	-									
W.N. CENTRAL	2	7	109	113	18	34	-	-	-	-	-	-									
Minn.	-	-	12	2	-	1	-	-	-	-	-	-									
Iowa	-	3	11	11	2	3	U	-	U	-	-	-									
Mo.	1	2	80	80	14	21	-	-	-	-	-	-									
N. Dak.	-	-	-	-	-	-	U	-	U	-	-	-									
S. Dak.	-	1	-	-	1	-	-	-	-	-	-	-									
Nebr.	1	-	6	12	1	7	-	-	-	-	-	-									
Kans.	-	1	-	8	-	2	U	-	U	-	-	-									
S. ATLANTIC	40	27	114	154	70	88	-	-	-	-	-	-									
Del.	-	-	-	-	-	-	-	-	-	-	-	-									
Md.	18	18	20	54	18	33	-	-	-	-	-	-									
D.C.	-	-	-	9	-	2	U	-	U	-	-	-									
Va.	10	2	24	12	19	7	-	-	-	-	-	-									
W. Va.	1	1	7	-	-	-	-	-	-	-	-	-									
N.C.	3	2	24	20	11	31	-	-	-	-	-	-									
S.C.	1	2	2	1	1	10	-	-	-	-	-	-									
Ga.	6	1	6	58	-	4	-	-	-	-	-	-									
Fla.	1	1	31	-	21	1	U	-	U	-	-	-									
E.S. CENTRAL	3	12	62	68	42	57	-	-	-	-	-	-									
Ky.	-	2	2	10	1	3	-	-	-	-	-	-									
Tenn.	3	4	21	30	27	32	-	-	-	-	-	-									
Ala.	-	4	11	19	4	13	-	-	-	-	-	-									
Miss.	-	2	28	9	10	9	-	-	-	-	-	-									
W.S. CENTRAL	-	10	168	191	7	46	-	-	-	-	-	2									
Ark.	-	-	14	3	7	7	-	-	-	-	-	-									
La.	-	-	-	1	-	1	U	-	U	-	-	-									
Okla.	-	8	-	76	-	10	U	-	U	-	-	-									
Tex.	-	2	154	111	-	28	-	-	-	-	-	2									
MOUNTAIN	20	17	103	209	50	64	-	-	-	-	-	-									
Mont.	-	1	1	2	1	1	-	-	-	-	-	-									
Idaho	1	1	4	4	3	4	-	-	-	-	-	-									
Wyo.	-	1	-	1	-	-	U	-	U	-	-	-									
Colo.	6	1	29	51	12	13	-	-	-	-	-	-									
N. Mex.	6	4	11	5	13	21	-	-	-	-	-	-									
Ariz.	6	6	43	113	18	12	-	-	-	-	-	-									
Utah	1	3	8	13	1	5	-	-	-	-	-	-									
Nev.	-	-	7	20	2	8	-	-	-	-	-	-									
PACIFIC	11	14	503	606	170	157	-	-	-	-	-	11									
Wash.	2	-	9	20	1	1	-	-	-	-	-	2									
Oreg.	4	4	33	31	13	11	-	-	-	-	-	8									
Calif.	-	9	458	552	153	142	-	-	-	-	-	1									
Alaska	1	1	3	2	2	2	-	-	-	-	-	-									
Hawaii	4	-	-	1	1	1	-	-	-	-	-	-									
Guam	-	-	-	2	-	1	U	-	U	-	-	-									
P.R.	-	-	-	8	-	15	U	-	U	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


