
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 29, 2000 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	389	431	3,578	6,197	1,543	2,013	-	10	2	5	15	42									
NEW ENGLAND	22	29	84	71	14	55	-	-	-	-	-	7									
Maine	1	2	6	2	2	-	-	-	-	-	-	-									
N.H.	6	5	8	7	6	4	-	-	-	-	-	1									
Vt.	2	4	3	1	3	1	-	-	-	-	-	-									
Mass.	8	12	36	24	3	24	-	-	-	-	-	6									
R.I.	1	-	1	6	-	10	-	-	-	-	-	-									
Conn.	4	6	30	31	-	16	U	-	U	-	-	-									
MID. ATLANTIC	55	67	154	399	169	298	-	-	-	-	-	2									
Upstate N.Y.	26	27	76	79	35	61	-	-	-	-	-	2									
N.Y. City	12	21	78	106	134	101	-	-	-	-	-	-									
N.J.	13	18	-	50	-	35	-	-	-	-	-	-									
Pa.	4	1	-	164	-	101	U	-	U	-	-	-									
E.N. CENTRAL	54	61	463	1,215	186	185	-	3	-	-	3	1									
Ohio	24	24	115	275	36	33	-	2	-	-	2	-									
Ind.	7	8	17	46	15	10	-	-	-	-	-	1									
Ill.	19	24	158	228	15	-	-	-	-	-	-	-									
Mich.	4	5	160	628	119	129	-	1	-	-	1	-									
Wis.	-	-	13	38	1	13	-	-	-	-	-	-									
W.N. CENTRAL	15	26	402	262	124	92	-	1	-	-	1	-									
Minn.	7	12	36	18	7	12	-	-	-	-	-	-									
Iowa	-	1	36	53	19	15	-	-	-	-	-	-									
Mo.	4	6	235	150	78	54	-	-	-	-	-	-									
N. Dak.	1	-	-	-	-	-	-	-	-	-	-	-									
S. Dak.	-	1	-	8	-	-	-	-	-	-	-	-									
Nebr.	1	3	7	27	8	10	-	-	-	-	-	-									
Kans.	2	3	88	6	12	1	U	1	U	-	1	-									
S. ATLANTIC	111	88	443	540	331	324	-	-	1	1	1	4									
Del.	-	-	-	1	-	-	-	-	-	-	-	-									
Md.	25	27	58	121	40	69	-	-	-	-	-	-									
D.C.	-	2	2	23	6	7	U	-	U	-	-	-									
Va.	20	10	49	46	42	36	U	-	U	-	-	3									
W. Va.	3	1	34	5	2	8	-	-	-	-	-	-									
N.C.	8	16	77	45	92	69	-	-	1	1	1	-									
S.C.	5	2	14	8	2	35	-	-	-	-	-	-									
Ga.	33	21	53	161	45	41	-	-	-	-	-	-									
Fla.	17	9	156	130	102	59	-	-	-	-	-	1									
E.S. CENTRAL	20	34	131	153	98	151	-	-	-	-	-	2									
Ky.	9	5	18	29	27	12	-	-	-	-	-	2									
Tenn.	8	16	21	65	28	70	-	-	-	-	-	-									
Ala.	3	11	22	30	9	38	-	-	-	-	-	-									
Miss.	-	2	70	29	34	31	-	-	-	-	-	-									
W.S. CENTRAL	21	31	569	1,513	77	253	-	-	-	-	-	2									
Ark.	-	1	58	16	30	23	-	-	-	-	-	-									
La.	4	9	11	56	18	67	-	-	-	-	-	-									
Okla.	17	19	117	205	29	44	-	-	-	-	-	-									
Tex.	-	2	383	1,236	-	119	-	-	-	-	-	2									
MOUNTAIN	51	48	300	531	137	196	-	6	1	1	7	-									
Mont.	-	1	1	7	3	8	U	-	U	-	-	-									
Idaho	2	1	12	18	4	10	-	-	-	-	-	-									
Wyo.	-	1	6	3	-	2	-	-	-	-	-	-									
Colo.	11	5	57	92	28	29	-	1	1	1	2	-									
N. Mex.	10	10	31	19	34	73	-	-	-	-	-	-									
Ariz.	24	26	153	324	51	42	-	-	-	-	-	-									
Utah	4	3	19	22	4	9	-	3	-	-	3	-									
Nev.	-	1	21	46	13	23	-	2	-	-	2	-									
PACIFIC	40	47	1,032	1,513	407	459	-	-	-	3	3	24									
Wash.	3	-	86	92	15	18	-	-	-	-	-	5									
Oreg.	13	16	71	93	33	38	U	-	U	-	-	8									
Calif.	11	26	871	1,321	351	391	U	-	U	3	3	11									
Alaska	1	4	4	4	3	7	-	-	-	-	-	-									
Hawaii	12	1	-	3	5	5	-	-	-	-	-	-									
Guam	-	-	-	2	-	2	U	-	U	-	-	1									
P.R.	-	1	16	93	21	93	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


