
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending September 15, 2007 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	365	795	2,813	25,925	32,627	1	1	98	573	1,352	6	2	224	1,409	2,553						
NEW ENGLAND	8	18	124	504	3,217	-	0	2	4	9	-	0	2	3	3						
Conn.	-	0	76	2	1,149	-	0	2	3	7	-	0	1	1	2						
Maine	-	0	7	-	176	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	1	-	1,141	-	0	1	1	2	-	0	2	2	1						
N.H.	1	8	17	221	252	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	7	9	66	281	499	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	97	111	195	3,346	3,461	-	0	2	5	24	-	0	0	-	12						
N.J.	N	0	0	N	N	-	0	0	-	2	-	0	0	-	3						
N.Y. (Upstate)	N	0	0	N	N	-	0	1	-	7	-	0	0	-	4						
N.Y. City	-	0	0	-	-	-	0	2	4	8	-	0	0	-	4						
Pa.	97	111	195	3,346	3,461	-	0	1	1	7	-	0	0	-	1						
E.N. CENTRAL	66	229	568	7,258	10,531	-	0	26	27	221	-	0	11	15	156						
