
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending March 13, 2010 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type A cummulative for 2009
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type B cummulative for 2009
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2010
Hepatitis (Viral Acute), Type C cummulative for 2009

tab delimited data:
test
UNITED STATES	10	35	58	215	373	26	56	99	383	723	4	17	39	100	153						
NEW ENGLAND	-	2	5	8	20	-	1	4	4	9	-	1	5	2	9						
Conn.	-	0	2	7	6	-	0	3	3	3	-	1	4	2	6						
Maine	-	0	1	1	1	-	0	2	1	1	-	0	2	-	-						
Mass.	-	1	4	-	11	-	0	2	-	4	-	0	1	-	2						
N.H.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	-						
R.I.	-	0	1	-	1	-	0	0	-	-	-	0	0	-	-						
Vt.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	1						
MID. ATLANTIC	1	4	10	28	55	1	5	16	28	77	-	2	7	12	17						
N.J.	-	0	5	2	15	-	1	6	-	19	-	0	1	-	1						
N.Y. (Upstate)	1	1	3	8	7	1	1	6	7	15	-	1	4	10	5						
N.Y. City	-	2	5	10	17	-	1	5	12	14	-	0	0	-	-						
Pa.	-	1	6	8	16	-	1	6	9	29	-	0	4	2	11						
E.N. CENTRAL	1	4	19	25	62	3	6	14	44	114	-	4	12	18	32						
Ill.	-	2	13	1	22	-	1	6	-	21	-	0	1	-	3						
Ind.	1	0	4	2	5	-	1	5	8	18	-	0	4	-	1						
Mich.	-	1	4	9	15	-	2	6	16	30	-	3	10	17	17						
Ohio	-	0	4	8	14	3	1	4	20	35	-	0	3	1	10						
Wis.	-	0	2	5	6	-	0	4	-	10	-	0	2	-	1						
W.N. CENTRAL	-	2	7	6	16	-	3	10	26	38	-	0	7	5	5						
Iowa	-	0	3	3	-	-	0	3	4	8	-	0	4	-	1						
Kans.	-	0	2	2	1	-	0	2	1	1	-	0	1	-	1						
Minn.	-	0	4	-	4	-	0	9	-	5	-	0	6	-	-						
Mo.	-	0	3	1	6	-	1	5	14	18	-	0	2	3	2						
Nebr.	-	0	3	-	5	-	0	2	7	5	-	0	1	1	1						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	1	-	0	1	1	-						
S. ATLANTIC	3	8	14	51	84	7	15	32	124	225	-	3	12	20	34						
Del.	-	0	1	2	-	U	0	0	U	U	U	0	0	U	U						
D.C.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Fla.	-	3	9	25	43	4	5	13	57	62	-	1	4	10	4						
Ga.	1	1	4	8	12	2	3	7	31	40	-	0	3	1	9						
Md.	-	0	3	2	10	-	1	6	12	29	-	1	3	5	7						
N.C.	2	0	7	2	9	-	0	12	2	76	-	0	10	-	4						
S.C.	-	1	4	7	6	-	1	4	6	3	-	0	1	-	-						
Va.	-	1	3	4	4	1	1	13	10	12	-	0	2	3	4						
W. Va.	-	0	2	1	-	-	0	19	6	3	-	0	2	1	6						
E.S. CENTRAL	-	1	3	7	9	1	7	13	59	77	-	2	5	18	23						
Ala.	-	0	2	2	1	-	1	5	16	24	-	0	2	1	1						
Ky.	-	0	2	3	1	1	2	6	22	15	-	1	5	16	12						
Miss.	-	0	1	-	4	-	1	2	2	4	-	0	0	-	-						
Tenn.	-	0	2	2	3	-	3	6	19	34	-	0	3	1	10						
W.S. CENTRAL	2	3	18	23	35	6	9	21	32	93	2	1	6	8	9						
Ark.	-	0	2	-	4	1	1	4	1	9	-	0	1	-	1						
La.	-	0	1	-	2	-	0	4	-	12	-	0	1	-	1						
Okla.	-	0	3	1	1	2	2	8	8	15	-	0	4	2	-						
Tex.	2	3	18	22	28	3	6	15	23	57	2	0	4	6	7						
MOUNTAIN	-	3	8	29	25	2	2	5	12	35	-	0	4	5	12						
Ariz.	-	1	5	19	11	-	0	3	3	15	-	0	0	-	-						
Colo.	-	1	5	5	7	-	0	2	1	7	-	0	3	-	8						
Idaho	-	0	1	2	-	-	0	2	1	1	-	0	2	3	-						
Mont.	-	0	1	-	2	-	0	0	-	-	-	0	0	-	-						
Nev.	-	0	2	2	-	2	0	3	7	5	-	0	1	-	-						
N. Mex.	-	0	1	1	2	-	0	1	-	4	-	0	1	-	4						
Utah	-	0	2	-	3	-	0	1	-	3	-	0	2	2	-						
Wyo.	-	0	1	-	-	-	0	2	-	-	-	0	0	-	-						
PACIFIC	3	5	16	38	67	6	6	25	54	55	2	1	6	12	12						
Alaska	-	0	1	-	2	-	0	1	1	-	-	0	2	-	-						
Calif.	3	4	15	34	56	4	4	17	44	46	-	1	4	4	8						
Hawaii	-	0	2	-	2	-	0	1	-	1	-	0	0	-	-						
Oreg.	-	0	2	2	4	-	1	4	5	5	-	0	3	5	2						
Wash.	-	1	4	2	3	2	0	8	4	3	2	0	6	3	2						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	2	2	9	-	0	5	2	1	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


