
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending July 21, 2012 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	88	273	803	7,877	10,650	11	21	58	533	718	84	271	323	6,890	7,517						
NEW ENGLAND	-	11	27	351	536	-	1	4	27	31	2	7	23	229	217						
Conn.	-	6	13	162	234	-	0	2	8	6	-	0	13	19	30						
Maine	-	2	7	69	85	-	0	1	1	3	-	0	2	7	10						
Mass.	-	1	4	24	21	-	0	3	13	10	2	5	13	156	137						
N.H.	-	1	6	45	73	-	0	1	4	5	-	0	2	15	12						
R.I.	-	0	5	19	71	-	0	1	1	2	-	0	6	29	23						
Vt.	-	1	4	32	52	-	0	1	-	5	-	0	2	3	5						
MID. ATLANTIC	16	43	157	1,249	1,652	3	2	11	57	84	11	32	47	767	940						
N.J.	-	9	26	247	449	-	0	2	11	31	-	4	8	79	135						
N.Y. (Upstate)	12	18	108	582	732	3	1	10	33	31	4	4	12	116	94						
N.Y. City	4	13	24	420	471	-	0	3	13	22	-	16	22	329	514						
Pa.	N	0	0	N	N	N	0	0	N	N	7	8	17	243	197						
E.N. CENTRAL	42	61	101	1,705	2,101	6	3	10	110	119	8	30	62	699	1,053						
Ill.	N	0	0	N	N	-	0	0	-	-	6	13	54	282	472						
Ind.	1	12	33	348	510	-	1	2	16	24	1	3	10	103	102						
Mich.	2	13	25	321	457	-	1	3	22	25	-	4	13	106	181						
Ohio	38	23	46	762	818	5	1	6	53	56	-	7	15	173	260						
Wis.	1	9	27	274	316	1	0	2	19	14	1	1	5	35	38						
W.N. CENTRAL	2	12	58	301	406	-	1	3	21	30	-	4	13	59	179						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	21	12						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	7	12						
Minn.	-	8	26	193	314	-	1	3	13	26	-	2	8	26	78						
Mo.	N	0	0	N	N	-	0	0	-	-	-	0	8	-	71						
Nebr.	2	2	8	93	74	-	0	2	7	4	-	0	2	3	6						
N. Dak.	-	0	38	15	18	-	0	2	1	-	-	0	1	2	-						
S. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	16	60	193	1,811	2,549	2	4	21	126	180	19	68	98	1,749	1,846						
Del.	-	1	5	21	33	-	0	0	-	-	-	0	6	23	12						
D.C.	-	1	5	30	28	-	0	1	1	4	2	3	9	105	110						
Fla.	12	20	48	608	901	1	2	8	47	80	2	26	36	692	665						
Ga.	-	17	48	460	755	-	1	6	36	43	5	12	59	321	334						
Md.	-	8	22	211	373	-	1	5	18	25	-	7	15	182	246						
N.C.	N	0	0	N	N	N	0	0	N	N	10	6	21	187	240						
S.C.	1	6	16	230	313	-	0	3	12	20	-	4	11	120	117						
Va.	N	0	0	N	N	-	0	0	-	-	-	3	13	116	120						
W. Va.	3	5	83	251	146	1	0	8	12	8	-	0	2	3	2						
E.S. CENTRAL	5	19	50	571	758	-	2	5	34	52	2	15	32	380	421						
Ala.	-	0	0	-	-	-	0	0	-	-	-	3	8	75	129						
Ky.	-	4	9	122	147	-	0	1	4	13	1	2	9	69	61						
Miss.	-	0	0	-	-	-	0	0	-	-	1	3	21	101	75						
Tenn.	5	15	47	449	611	-	1	4	30	39	-	5	14	135	156						
W.S. CENTRAL	7	30	188	944	1,263	-	3	12	80	114	30	41	54	1,167	981						
Ark.	3	4	14	106	145	-	0	3	10	11	4	3	15	104	109						
La.	-	3	18	111	145	-	0	2	7	13	-	7	16	152	233						
Okla.	N	0	0	N	N	-	0	0	-	-	-	1	7	28	32						
Tex.	4	22	156	727	973	-	2	11	63	90	26	27	43	883	607						
MOUNTAIN	-	27	48	874	1,285	-	2	6	66	102	3	10	21	258	343						
Ariz.	-	11	27	436	561	-	1	3	33	42	1	4	11	94	141						
Colo.	-	8	17	221	347	-	0	3	14	25	-	2	6	54	68						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	3	13	3						
Mont.	-	0	0	-	-	N	0	0	N	N	-	0	1	-	5						
Nev.	-	0	0	-	-	-	0	0	-	-	2	2	7	53	78						
N. Mex.	-	5	14	164	222	-	0	4	12	15	-	1	5	37	40						
Utah	-	2	9	36	136	-	0	2	6	20	-	0	2	7	8						
Wyo.	-	0	3	17	19	-	0	1	1	-	-	0	0	-	-						
PACIFIC	-	2	8	71	100	-	0	2	12	6	9	58	78	1,582	1,537						
Alaska	-	1	8	69	99	-	0	2	12	6	-	0	2	5	1						
Calif.	N	0	0	N	N	N	0	0	N	N	6	49	70	1,340	1,289						
Hawaii	-	0	1	2	1	-	0	1	-	-	-	0	3	6	8						
Oreg.	N	0	0	N	N	N	0	0	N	N	1	2	12	108	47						
Wash.	N	0	0	N	N	N	0	0	N	N	2	4	12	123	192						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	7	5	15	146	136						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


