
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending August 19, 2006 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Neuroinvasive cummulative for 2005
West Nile virus disease † Non-neuroinvasive current week
West Nile virus disease † Non-neuroinvasive previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive cummulative for 2005

tab delimited data:
test
UNITED STATES	4	1	155	236	617	1	0	203	332	926											
NEW ENGLAND	-	0	3	-	1	-	0	2	1	-											
Conn.	-	0	2	-	1	-	0	1	1	-											
Maine	-	0	0	-	-	-	0	0	-	-											
Mass.	-	0	3	-	-	-	0	1	-	-											
N.H.	-	0	0	-	-	-	0	0	-	-											
R.I.	-	0	1	-	-	-	0	0	-	-											
Vt.	-	0	0	-	-	-	0	0	-	-											
MID. ATLANTIC	-	0	10	5	10	-	0	4	1	10											
N.J.	-	0	1	-	-	-	0	2	-	-											
N.Y. (Upstate)	-	0	7	-	1	-	0	2	-	1											
N.Y. City	-	0	2	1	1	-	0	1	-	3											
Pa.	-	0	3	4	8	-	0	2	1	6											
E.N. CENTRAL	-	0	39	7	98	-	0	18	2	52											
Ill.	-	0	25	5	66	-	0	16	1	45											
Ind.	-	0	2	1	3	-	0	1	-	-											
Mich.	-	0	14	1	8	-	0	3	-	2											
Ohio	-	0	9	-	18	-	0	4	-	4											
Wis.	-	0	3	-	3	-	0	2	1	1											
W.N. CENTRAL	1	0	26	43	88	-	0	58	76	268											
Iowa	-	0	3	3	3	-	0	4	4	8											
Kans.	-	0	3	-	3	-	0	1	1	N											
Minn.	-	0	5	14	8	-	0	6	13	14											
Mo.	-	0	4	5	8	-	0	3	1	5											
Nebr.	-	0	8	4	27	-	0	20	4	66											
N. Dak.	-	0	4	1	10	-	0	15	23	45											
S. Dak.	1	0	7	16	29	-	0	22	30	130											
S. ATLANTIC	-	0	6	-	11	-	0	3	-	15											
Del.	-	0	1	-	1	-	0	0	-	-											
D.C.	-	0	1	-	-	-	0	1	-	-											
Fla.	-	0	2	-	7	-	0	1	-	11											
Ga.	-	0	3	-	-	-	0	3	-	2											
Md.	-	0	2	-	1	-	0	1	-	1											
N.C.	-	0	1	-	1	-	0	1	-	1											
S.C.	-	0	1	-	1	-	0	0	-	-											
Va.	-	0	0	-	-	-	0	1	-	-											
W. Va.	-	0	0	-	-	N	0	0	N	N											
E.S. CENTRAL	-	0	10	24	19	-	0	5	7	12											
Ala.	-	0	1	-	2	-	0	2	-	1											
Ky.	-	0	1	-	1	-	0	0	-	-											
Miss.	-	0	9	24	11	-	0	5	7	10											
Tenn.	-	0	3	-	5	-	0	1	-	1											
W.S. CENTRAL	-	0	25	78	129	-	0	22	15	83											
Ark.	-	0	3	4	6	-	0	2	-	8											
La.	-	0	9	11	67	-	0	7	6	35											
Okla.	-	0	6	4	3	-	0	3	-	1											
Tex.	-	0	16	59	53	-	0	13	9	39											
MOUNTAIN	2	0	21	64	51	1	0	57	180	111											
Ariz.	-	0	8	2	13	-	0	8	2	17											
Colo.	-	0	5	10	5	-	0	14	31	51											
Idaho	-	0	5	13	2	-	0	36	102	4											
Mont.	-	0	3	1	6	-	0	9	1	11											
Nev.	2	0	8	21	5	1	0	8	30	12											
N. Mex.	-	0	3	-	11	-	0	4	-	6											
Utah	-	0	6	16	8	-	0	8	11	7											
Wyo.	-	0	2	1	1	-	0	2	3	3											
PACIFIC	1	0	38	15	210	-	0	60	50	375											
Alaska	-	0	0	-	-	-	0	0	-	-											
Calif.	-	0	38	14	210	-	0	60	44	371											
Hawaii	-	0	0	-	-	-	0	0	-	-											
Oreg.	1	0	1	1	-	-	0	2	6	4											
Wash.	-	0	0	-	-	-	0	0	-	-											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	-	0	0	-	-	-	0	0	-	-											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious 
Diseases (ArboNet Surveillance).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


