
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 20, 2013 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2013
Chlamydia trachomatis infection cummulative for 2012
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2013
Coccidioidomycosis cummulative for 2012
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2013
Cryptosporidiosis cummulative for 2012

tab delimited data:
test
UNITED STATES	11,370	26,716	30,789	374,586	436,637	70	228	439	1,841	6,234	46	112	288	1,277	1,831						
NEW ENGLAND	121	953	1,340	13,199	14,701	-	0	1	1	1	-	7	19	46	84						
Conn.	-	247	560	2,983	3,782	N	0	0	N	N	-	1	3	4	10						
Maine	-	64	102	809	1,044	N	0	0	N	N	-	1	4	6	14						
Mass.	-	470	706	6,673	6,889	-	0	0	-	-	-	2	8	25	39						
N.H.	5	58	83	787	1,012	-	0	1	1	-	-	1	4	4	11						
R.I.	99	82	160	1,364	1,555	-	0	0	-	1	-	0	3	1	2						
Vt.	17	34	110	583	419	N	0	0	N	N	-	1	6	6	8						
MID. ATLANTIC	1,818	3,479	4,502	51,642	56,286	-	0	1	-	3	9	12	40	126	181						
N.J.	187	539	647	8,193	8,729	N	0	0	N	N	-	0	4	6	10						
N.Y. (Upstate)	748	725	1,917	10,823	10,794	N	0	0	N	N	4	3	16	32	28						
N.Y. City	-	1,143	1,278	13,494	19,340	N	0	0	N	N	-	1	8	11	31						
Pa.	883	1,059	1,992	19,132	17,423	-	0	1	-	3	5	6	20	77	112						
E.N. CENTRAL	1,459	4,327	4,774	53,949	69,028	-	1	4	7	15	13	27	110	280	487						
Ill.	22	1,296	1,507	11,703	21,516	N	0	0	N	N	-	3	8	18	51						
Ind.	208	572	838	8,016	8,912	N	0	0	N	N	-	2	8	25	60						
Mich.	587	910	1,303	12,787	14,634	-	0	2	3	8	2	5	40	53	86						
Ohio	350	1,046	1,207	14,360	16,476	-	0	2	2	6	7	9	28	99	163						
Wis.	292	467	553	7,083	7,490	-	0	1	2	1	4	8	43	85	127						
W.N. CENTRAL	271	1,551	1,799	19,752	25,758	-	1	8	3	36	-	16	42	152	222						
Iowa	19	210	255	2,833	3,689	N	0	0	N	N	-	4	22	37	75						
Kans.	32	212	256	2,960	3,608	N	0	0	N	N	-	2	6	21	38						
Minn.	7	342	436	3,244	5,426	-	1	7	2	32	-	0	0	-	-						
Mo.	194	542	657	7,764	8,729	-	0	1	1	3	-	4	12	44	44						
Nebr.	-	119	186	1,115	2,204	-	0	0	-	1	-	2	10	14	19						
N. Dak.	1	50	73	678	867	-	0	0	-	-	-	0	3	6	10						
S. Dak.	18	76	109	1,158	1,235	N	0	0	N	N	-	2	6	30	36						
S. ATLANTIC	2,829	5,266	6,539	75,838	88,821	-	0	1	1	2	7	19	54	285	372						
Del.	69	92	322	1,754	1,144	-	0	1	-	-	-	0	2	2	6						
D.C.	-	132	283	2,168	2,128	-	0	0	-	-	N	0	0	N	N						
Fla.	966	1,524	1,775	23,558	24,383	N	0	0	N	N	4	8	24	87	135						
Ga.	760	959	1,246	13,850	17,845	N	0	0	N	N	-	5	14	75	92						
Md.	-	458	1,211	5,141	6,394	-	0	1	1	2	3	1	5	17	33						
N.C.	-	804	1,771	8,654	15,038	N	0	0	N	N	-	0	28	44	35						
S.C.	483	527	905	8,523	8,899	N	0	0	N	N	-	1	4	23	24						
Va.	437	655	1,018	10,671	11,495	N	0	0	N	N	-	2	7	33	43						
W. Va.	114	90	149	1,519	1,495	N	0	0	N	N	-	0	3	4	4						
E.S. CENTRAL	1,252	1,931	2,559	27,288	32,821	-	0	0	-	-	1	4	14	63	79						
Ala.	411	566	862	8,598	9,319	N	0	0	N	N	-	2	6	30	31						
Ky.	268	331	787	5,200	5,044	N	0	0	N	N	1	1	4	11	12						
Miss.	360	375	765	6,041	7,899	N	0	0	N	N	-	0	4	10	12						
Tenn.	213	608	735	7,449	10,559	N	0	0	N	N	-	1	5	12	24						
W.S. CENTRAL	1,108	3,492	5,739	51,815	51,877	-	0	1	2	-	4	10	42	118	111						
Ark.	249	329	394	5,116	5,305	N	0	0	N	N	-	1	5	5	10						
La.	546	494	2,017	4,682	4,117	-	0	1	2	-	-	3	7	46	24						
Okla.	313	109	2,373	5,784	3,646	N	0	0	N	N	2	1	13	18	22						
Tex.	-	2,473	3,709	36,233	38,809	N	0	0	N	N	2	5	27	49	55						
MOUNTAIN	805	1,660	1,981	19,732	28,517	57	166	360	1,266	4,544	3	12	48	85	145						
Ariz.	-	529	769	969	9,738	57	161	356	1,240	4,463	-	1	4	8	7						
Colo.	355	413	582	6,356	6,896	N	0	0	N	N	-	1	7	5	20						
Idaho	90	86	198	1,592	1,450	N	0	0	N	N	2	3	25	24	25						
Mont.	36	1	92	1,087	1	-	0	1	-	1	1	1	4	10	24						
Nev.	169	217	325	3,316	3,490	-	1	6	12	39	-	0	2	4	4						
N. Mex.	138	219	459	4,101	3,844	-	0	3	7	20	-	1	4	7	35						
Utah	17	146	182	1,945	2,516	-	1	4	6	19	-	2	22	26	21						
Wyo.	-	37	67	366	582	-	0	1	1	2	-	0	4	1	9						
PACIFIC	1,707	4,170	5,183	61,371	68,828	13	65	89	561	1,633	9	11	27	122	150						
Alaska	47	104	149	1,709	1,789	N	0	0	N	N	-	0	1	-	-						
Calif.	1,027	3,206	4,192	46,619	53,054	13	65	89	560	1,632	3	6	14	63	70						
Hawaii	-	123	152	1,345	1,888	N	0	0	N	N	-	0	1	-	1						
Oreg.	283	259	377	4,295	4,560	-	0	1	1	1	3	3	11	40	68						
